Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentSeries_relleno,ser_es,ser_evidencia,serie_propuesta,temporada,episodio
PML Digital,Argentina,los nuevos detectives temporada 2,162720,,,,,,,serie,titulo,los nuevos detectives,2,
OTTera.tv,Argentina,e2. sandy mountains of brazil,161760,,,,,,,serie,titulo,sandy mountains of brazil,,2
iion Pty Ltd,Mexico,the story of bookworm gogo season 1,150880,tt32752622,tvSeries,Animation,C,,,serie,titulo,the story of bookworm gogo,1,
iion Pty Ltd,Mexico,cat & keet  season 1,149280,tt6443326,tvSeries,Animation,C,,,serie,titulo,cat & keet,1,
TCL ADS - Springserve,Argentina,yoyo season 1,148800,tt0059934,movie,"Comedy,Drama,Family",B,,,serie,titulo,yoyo,1,
iion Pty Ltd,Colombia,super truck season 1,143360,,,,,,,serie,titulo,super truck,1,
OTTera.tv,Ecuador,the story of bookworm gogo season 1,138400,tt32752622,tvSeries,Animation,C,,,serie,titulo,the story of bookworm gogo,1,
OTTera.tv,Argentina,e10. carnival in brazil,136480,tt43036296,short,"Music,Short",C,,,serie,titulo,carnival in brazil,,10
TCL ADS - Springserve,Mexico,kelsi davies: season 1,134400,,,,,,,serie,titulo,kelsi davies,1,
TCL ADS - Springserve,Mexico,future chicken - today show season 1,132480,,,,,,,serie,titulo,future chicken - today show,1,
iion Pty Ltd,Mexico,om nom  season 1,129440,tt4643420,tvSeries,"Action,Adventure,Animation",C,,,serie,titulo,om nom,1,
OTTera.tv,Ecuador,htdt season 1,129440,tt10375732,tvSeries,,C,,,serie,titulo,htdt,1,
METAX SOFTWARE PTE. LTD. (Exchange),Peru,chai chai season 1,129360,tt6443382,tvSeries,Animation,C,,,serie,titulo,chai chai,1,
Select Plus PTE LTD (CTV),Mexico,beadies songs season 1,121280,,,,,,,serie,titulo,beadies songs,1,
Select Plus PTE LTD (CTV),Mexico,shark academy original songs season 1,118880,,,,,,,serie,titulo,shark academy original songs,1,
iion Pty Ltd,Chile,increditales season 2,117760,tt28074621,tvSeries,,C,,,serie,titulo,increditales,2,
TCL ADs (APAC),Colombia,learning with animacars season 1,117600,,,,,,,serie,titulo,learning with animacars,1,
TCL ADS - Springserve,Argentina,speedracer- the next generation season 1,114240,,,,,,,serie,titulo,speedracer- the next generation,1,
iion Pty Ltd,Argentina,forest frenzy of boonie bears season 1,111040,,,,,,,serie,titulo,forest frenzy of boonie bears,1,
iion Pty Ltd,Chile,purple devil season 1,105440,,,,,,,serie,titulo,purple devil,1,
OTTera.tv,Venezuela,lucky fred season 1,102080,tt2164295,tvSeries,"Action,Adventure,Animation",C,,,serie,titulo,lucky fred,1,
iion Pty Ltd,Chile,e9. lake superior,97760,,,,,,,serie,titulo,lake superior,,9
Select Plus PTE LTD (CTV),Colombia,andor: season 2 - official 'win' teaser trailer,95200,tt9253284,tvSeries,"Adventure,Drama,Fantasy",D,,,serie,titulo,andor,2,
iion Pty Ltd,Argentina,los nuevos detectives temporada 4,94320,,,,,,,serie,titulo,los nuevos detectives,4,
OTTera.tv,Peru,real stories with christ - season three,94080,,,,,,,serie,titulo,real stories with christ,,
iion Pty Ltd,Mexico,forest frenzy of boonie bears season 4,92960,,,,,,,serie,titulo,forest frenzy of boonie bears,4,
iion Pty Ltd,Mexico,forest frenzy of boonie bears season 1,92480,,,,,,,serie,titulo,forest frenzy of boonie bears,1,
OTTera.tv,Chile,e2. breaking a new ground,90880,,,,,,,serie,titulo,breaking a new ground,,2
TCL ADs (APAC),Chile,forest frenzy of boonie bears season 2,89760,,,,,,,serie,titulo,forest frenzy of boonie bears,2,
OTTera.tv,Colombia,forest frenzy of boonie bears season 3,88800,,,,,,,serie,titulo,forest frenzy of boonie bears,3,
iion Pty Ltd,Mexico,super abby season 1,88480,,,,,,,serie,titulo,super abby,1,
OTTera.tv,Argentina,policia especial de potsdam temporada 2,87040,,,,,,,serie,titulo,policia especial de potsdam,2,
OTTera.tv,Chile,the legend of zelda: tears of the kingdom season 1,86720,,,,,,,serie,titulo,the legend of zelda: tears of the kingdom,1,
OTTera.tv,Colombia,count hidden objects: season 21,83040,,,,,,,serie,titulo,count hidden objects,21,
iion Pty Ltd,Mexico,e3. next stop mars,82720,,,,,,,serie,titulo,next stop mars,,3
OTTera.tv,Venezuela,overwatch 2 - official season 16: stadium trailer,82400,,,,,,,serie,titulo,overwatch 2 - official,16,
Select Plus PTE LTD (CTV),Colombia,future chicken - shorts season 1,81440,,,,,,,serie,titulo,future chicken - shorts,1,
iion Pty Ltd,Mexico,e1. a 'wild' mission,80960,,,,,,,serie,titulo,a 'wild' mission,,1
PML Digital,Chile,the wawies season 1,80800,tt35661072,tvSeries,Animation,C,,,serie,titulo,the wawies,1,
TCL ADS - Springserve,Chile,pikmin 2 season 1,80320,,,,,,,serie,titulo,pikmin 2,1,
OTTera.tv,Dominican Republic,spy penguin season 1,79200,tt11328836,tvMiniSeries,Animation,C,,,serie,titulo,spy penguin,1,
TCL ADS - Springserve,Argentina,kong kong land season 1,79040,tt21931976,tvSeries,Animation,C,,,serie,titulo,kong kong land,1,
Select Plus PTE LTD (CTV),Chile,forest frenzy of boonie bears season 3,78720,,,,,,,serie,titulo,forest frenzy of boonie bears,3,
iion Pty Ltd,Mexico,ted the train season 1,77440,,,,,,,serie,titulo,ted the train,1,
OTTera.tv,Mexico,eggroy season 1,75040,,,,,,,serie,titulo,eggroy,1,
iion Pty Ltd,Mexico,tom's garage season 1,74880,tt0105617,movie,,C,,,serie,titulo,tom's garage,1,
OTTera.tv,Mexico,e3. republic of vanuatu,74560,,,,,,,serie,titulo,republic of vanuatu,,3
iion Pty Ltd,Mexico,ted the train season 1,73920,,,,,,,serie,titulo,ted the train,1,
iion Pty Ltd,Mexico,plum the super witch season 1,73760,tt21980616,video,"Animation,Short",C,,,serie,titulo,plum the super witch,1,
iion Pty Ltd,Peru,la fiebre del jade: temporada 2,73440,,,,,,,serie,titulo,la fiebre del jade,2,
TCL ADs (APAC),Chile,gunnie season,70240,,,,,,,serie,titulo,gunnie season,,
OTTera.tv,Chile,tom's garage season 1,69760,tt0105617,movie,,C,,,serie,titulo,tom's garage,1,
TCL ADs (APAC),Mexico,e3. republic of vanuatu,69600,,,,,,,serie,titulo,republic of vanuatu,,3
OTTera.tv,Peru,the sandman: season 2 - official date announcement teaser trailer,69440,tt1751634,tvSeries,"Drama,Fantasy,Horror",D,,,serie,titulo,the sandman,2,
PML Digital,Chile,bunny brothers season 1,69120,tt29687367,tvSeries,Animation,C,,,serie,titulo,bunny brothers,1,
TCL ADs (APAC),Mexico,e5. india,68160,tt0052923,movie,"Documentary,Drama",B,,,serie,titulo,india,,5
OTTera.tv,Peru,andor: season 2 - official stealing the tie fighter clip,68160,tt9253284,tvSeries,"Adventure,Drama,Fantasy",D,,,serie,titulo,andor,2,
Select Plus PTE LTD (CTV),Argentina,forest frenzy of boonie bears season 1,68000,,,,,,,serie,titulo,forest frenzy of boonie bears,1,
OTTera.tv,Mexico,e1.%20return%20to%20the%20moon,65920,tt10702086,tvMovie,Documentary,B,,,serie,titulo,%20return%20to%20the%20moon,,1
iion Pty Ltd,Argentina,los archivos del fbi temporada 5,65280,,,,,,,serie,titulo,los archivos del fbi,5,
Unruly Group LLC (oRTB),Colombia,forest frenzy of boonie bears season 2,64160,,,,,,,serie,titulo,forest frenzy of boonie bears,2,
OTTera.tv,Venezuela,forest frenzy of boonie bears season 1,63840,,,,,,,serie,titulo,forest frenzy of boonie bears,1,
OTTera.tv,Ecuador,e3. somalia: battle in the sea,63840,,,,,,,serie,titulo,somalia: battle in the sea,,3
iion Pty Ltd,Mexico,mr. magoo (temporada 1),61760,tt0119718,movie,"Adventure,Comedy,Family",B,,,serie,titulo,mr. magoo,1,
OTTera.tv,Dominican Republic,watchcar season 1,61680,,,,,,,serie,titulo,watchcar,1,
iion Pty Ltd,Argentina,overwatch 2 - official season 16: stadium trailer,59040,,,,,,,serie,titulo,overwatch 2 - official,16,
TCL ADs (APAC),Ecuador,vitaminix season 1,57760,tt6469326,tvSeries,"Animation,Documentary,Family",C,,,serie,titulo,vitaminix,1,
TCL ADS - Springserve,Argentina,e10. the return,57440,tt19861162,movie,"Adventure,Drama,History",B,,,serie,titulo,the return,,10
PML Digital,Argentina,e2. 'illegal' medicines,57120,,,,,,,serie,titulo,'illegal' medicines,,2
OTTera.tv,Uruguay,digital lizards of doom: lava or licorice season 1,56960,,,,,,,serie,titulo,digital lizards of doom: lava or licorice,1,
TCL ADS - Springserve,Chile,robofuse season 1,56800,,,,,,,serie,titulo,robofuse,1,
iion Pty Ltd,Peru,american hidden story season 2,56800,,,,,,,serie,titulo,american hidden story,2,
iion Pty Ltd,Peru,e9. lake superior,56480,,,,,,,serie,titulo,lake superior,,9
iion Pty Ltd,Colombia,real stories with christ - season three,56480,,,,,,,serie,titulo,real stories with christ,,
iion Pty Ltd,Colombia,guilt,56320,tt9644058,tvSeries,"Comedy,Crime,Drama",B,,VOD,serie,imdb,guilt,,
Select Plus PTE LTD (CTV),Mexico,super car (english) season 1,55840,,,,,,,serie,titulo,super car (english),1,
iion Pty Ltd,Mexico,future chicken - podcast season 1,54880,,,,,,,serie,titulo,future chicken - podcast,1,
TCL ADs (APAC),Chile,rob the ranger: season 2,54080,,,,,,,serie,titulo,rob the ranger,2,
OTTera.tv,Colombia,car patrol season 1,52480,,,,,,,serie,titulo,car patrol,1,
OTTera.tv,Costa Rica,e8. the colombian brew,51680,,,,,,,serie,titulo,the colombian brew,,8
TCL ADs (APAC),Argentina,find the hidden object: season 7,51360,,,,,,,serie,titulo,find the hidden object,7,
OTTera.tv,Panama,the sandman: season 2 - official date announcement teaser trailer,51200,tt1751634,tvSeries,"Drama,Fantasy,Horror",D,,,serie,titulo,the sandman,2,
OTTera.tv,Peru,sadie season 2,50240,tt0019344,movie,Drama,D,,,serie,titulo,sadie,2,
OTTera.tv,Argentina,count hidden objects: season 13,49280,,,,,,,serie,titulo,count hidden objects,13,
OTTera.tv,Costa Rica,kong kong land season 1,48960,tt21931976,tvSeries,Animation,C,,,serie,titulo,kong kong land,1,
iion Pty Ltd,Argentina,spot the difference: season 17,48960,tt31289009,tvSpecial,Game-Show,D,,,serie,titulo,spot the difference,17,
iion Pty Ltd,Argentina,policia especial de potsdam temporada 2,48960,,,,,,,serie,titulo,policia especial de potsdam,2,
iion Pty Ltd,Argentina,e7. exo planets,48800,,,,,,,serie,titulo,exo planets,,7
OTTera.tv,Chile,real stories with christ - season three,48480,,,,,,,serie,titulo,real stories with christ,,
iion Pty Ltd,Argentina,beadies songs season 1,48240,,,,,,,serie,titulo,beadies songs,1,
TCL ADs (APAC),Mexico,forest frenzy of boonie bears season 1,48240,,,,,,,serie,titulo,forest frenzy of boonie bears,1,
TCL ADS - Springserve,Argentina,forest frenzy of boonie bears season 2,48160,,,,,,,serie,titulo,forest frenzy of boonie bears,2,
iion Pty Ltd,Mexico,koka tv nursery rhymes season 1,47680,,,,,,,serie,titulo,koka tv nursery rhymes,1,
TCL ADS - Springserve,Dominican Republic,purple devil season 1,46720,,,,,,,serie,titulo,purple devil,1,
iion Pty Ltd,Chile,the sandman: season 2 - official date announcement teaser trailer,46240,tt1751634,tvSeries,"Drama,Fantasy,Horror",D,,,serie,titulo,the sandman,2,
TCL ADS - Springserve,Dominican Republic,super abby season 1,46080,,,,,,,serie,titulo,super abby,1,
OTTera.tv,Colombia,dalia de las hadas episodio 9,45120,tt6771788,tvSeries,Family,C,,,serie,titulo,dalia de las hadas,,9
iion Pty Ltd,Peru,dee dee- the apprentice sorceress season 1,45120,,,,,,,serie,titulo,dee dee- the apprentice sorceress,1,
OTTera.tv,Mexico,shadow match: season 12,44320,,,,,,,serie,titulo,shadow match,12,
Select Plus PTE LTD (CTV),Venezuela,the supers season 2,43680,tt7493770,movie,"Action,Adventure,Comedy",B,,,serie,titulo,the supers,2,
TCL ADS - Springserve,Dominican Republic,beadies songs season 1,42720,,,,,,,serie,titulo,beadies songs,1,
iion Pty Ltd,Chile,rob the ranger: season 1,42720,,,,,,,serie,titulo,rob the ranger,1,
OTTera.tv,Peru,spot the difference: season 16,42480,tt31289009,tvSpecial,Game-Show,D,,,serie,titulo,spot the difference,16,
iion Pty Ltd,Chile,super mario rpg season 1,42400,,,,,,,serie,titulo,super mario rpg,1,
iion Pty Ltd,Argentina,ebb and flo season 1,42240,tt12767268,tvSeries,"Animation,Family",D,,,serie,titulo,ebb and flo,1,
TCL ADS - Springserve,Argentina,eggroy-ep01-welcome to egg village,41520,,,,,,,serie,titulo,eggroy,,1
OTTera.tv,Colombia,dalia de las hadas episodio 16,41040,tt6771788,tvSeries,Family,C,,,serie,titulo,dalia de las hadas,,16
TCL ADS - Springserve,Argentina,super mario rpg season 1,40320,,,,,,,serie,titulo,super mario rpg,1,
OTTera.tv,Argentina,tom's garage season 1,40000,tt0105617,movie,,C,,,serie,titulo,tom's garage,1,
OTTera.tv,Ecuador,the supers season 2,39680,tt7493770,movie,"Action,Adventure,Comedy",B,,,serie,titulo,the supers,2,
Aluna Limited,Argentina,lucky fred season 1,38400,tt2164295,tvSeries,"Action,Adventure,Animation",C,,,serie,titulo,lucky fred,1,
iion Pty Ltd,Chile,sonic superstars season 1,37760,,,,,,,serie,titulo,sonic superstars,1,
TCL ADs (APAC),Ecuador,the wawies season 1,37600,tt35661072,tvSeries,Animation,C,,,serie,titulo,the wawies,1,
OTTera.tv,Peru,watchcar season 1,36160,,,,,,,serie,titulo,watchcar,1,
Select Plus PTE LTD (CTV),Argentina,e2. tanzania,36000,,,,,,,serie,titulo,tanzania,,2
TCL ADs (APAC),Colombia,forest frenzy of boonie bears season 1,34880,,,,,,,serie,titulo,forest frenzy of boonie bears,1,
TCL ADS - Springserve,Costa Rica,real stories with christ - season three,34720,,,,,,,serie,titulo,real stories with christ,,
iion Pty Ltd,Peru,babybus canciones infantiles - temporada 2,34560,,,,,,,serie,titulo,babybus canciones infantiles,2,
TCL ADS - Springserve,Argentina,super abby-ep05-abby careful versus the couch potato gremlins,34560,,,,,,,serie,titulo,super abby,,5
OTTera.tv,Argentina,e2. breaking a new ground,34560,,,,,,,serie,titulo,breaking a new ground,,2
iion Pty Ltd,Mexico,the wawies season 1,33920,tt35661072,tvSeries,Animation,C,,,serie,titulo,the wawies,1,
iion Pty Ltd,Colombia,baby trucks season 1,33600,,,,,,,serie,titulo,baby trucks,1,
iion Pty Ltd,Argentina,e3. is the unmanned plane here?,33360,,,,,,,serie,titulo,is the unmanned plane here?,,3
TCL ADS - Springserve,Panama,bbc news,33360,tt0240256,tvSeries,News,B,,VOD,serie,imdb,bbc news,,
Select Plus PTE LTD (CTV),Chile,fox and rabbit season 1,33280,tt0437300,short,"Animation,Family,Short",A,,,serie,titulo,fox and rabbit,1,
Select Plus PTE LTD (CTV),Ecuador,saari season 1,33280,tt0080934,movie,"Action,Adventure,Drama",D,,,serie,titulo,saari,1,
iion Pty Ltd,Peru,animacars season 2,32960,tt10051414,tvSeries,Animation,C,,,serie,titulo,animacars,2,
TCL ADs (APAC),Ecuador,shark academy nursery rhymes season 1,32800,,,,,,,serie,titulo,shark academy nursery rhymes,1,
OTTera.tv,Panama,e8. the astronauts,32640,tt11947264,tvSeries,"Action,Adventure,Drama",D,,,serie,titulo,the astronauts,,8
TCL ADs (APAC),Mexico,vitaminix season 1,32560,tt6469326,tvSeries,"Animation,Documentary,Family",C,,,serie,titulo,vitaminix,1,
TCL ADs (APAC),Chile,rob the ranger: season 2,32000,,,,,,,serie,titulo,rob the ranger,2,
OTTera.tv,Dominican Republic,e3. republic of vanuatu,31440,,,,,,,serie,titulo,republic of vanuatu,,3
TCL ADs (APAC),Ecuador,la fiebre del jade: temporada 7,30480,,,,,,,serie,titulo,la fiebre del jade,7,
