Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentSeries,ser_es,ser_evidencia,serie_propuesta,temporada,episodio
Televisa Univision via SpringServe,Mexico,para volver a amar,4231760,tt1699171,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,para volver a amar,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,amar a muerte,3685440,tt8682608,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,amar a muerte,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,que bonito amor,3116960,tt2394172,tvSeries,"Drama,Music,Romance",B,telenovela,Not Available,serie,imdb,que bonito amor,,
Televisa Univision via SpringServe,Mexico,maria de todos los angeles,2660880,tt1487513,tvSeries,Comedy,A,,Not Available,serie,imdb,maria de todos los angeles,,
TCL ADs (APAC),Colombia,drive thru history season 4,2218320,tt1281983,tvSeries,"Documentary,Family,History",A,,Not Available,serie,titulo,drive thru history,4,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,mujer de madera,2034560,tt0389662,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,mujer de madera,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,el privilegio de amar,1893360,tt0211849,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,el privilegio de amar,,
Vidaa,Mexico,para volver a amar,1506720,tt1699171,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,para volver a amar,,
TCL ADs (APAC),Mexico,dread the unsolved,1272480,tt13415912,tvMiniSeries,"Horror,Mystery",A,,Not Available,serie,imdb,dread the unsolved,,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,las hijas de la senora garcia,1214560,tt32872848,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,las hijas de la senora garcia,,
Vidaa,Mexico,amores con trampa,1158720,tt4469514,tvSeries,"Comedy,Romance",A,telenovela,Not Available,serie,imdb,amores con trampa,,
iion Pty Ltd,Colombia,something scary season 4,1070880,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,4,
iion Pty Ltd,Peru,pacman,1034560,tt0083461,tvSeries,"Action,Adventure,Animation",C,,Not Available,serie,intra_titulo,pacman,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,alma indomable,876320,tt1488200,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,alma indomable,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,las vias del amor,857040,tt0337742,tvSeries,"Crime,Drama,Romance",A,telenovela,Not Available,serie,imdb,las vias del amor,,
"VGI CTV, Inc APAC",Mexico,la rosa de guadalupe,848400,tt1192302,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,la rosa de guadalupe,,
OTTera.tv,Mexico,breathe,847680,tt6466208,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,breathe,,
Televisa Univision via SpringServe,Mexico,sortilegio,820320,tt1439031,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,sortilegio,,
Vidaa  APAC Hisense Headquarter,Mexico,yo no creo en los hombres,788240,tt3980946,tvSeries,Drama,B,telenovela,Not Available,serie,imdb,yo no creo en los hombres,,
Televisa Univision via SpringServe,Argentina,amor real,735600,tt0341281,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,amor real,,
TCL ADs (APAC),Mexico,overwatch 2 - official season 16: stadium trailer,703840,,,,,,Not Available,serie,titulo,overwatch 2 - official,16,
iion Pty Ltd,Colombia,judas,669280,tt9537450,tvSeries,"Biography,Crime,Drama",B,,Not Available,serie,imdb,judas,,
iion Pty Ltd,Mexico,cain%20%28part%201%29,647040,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain%20%28part%201%29,,
Televisa Univision via SpringServe,Mexico,mariana de la noche,623520,tt0373562,tvSeries,Drama,B,telenovela,Not Available,serie,imdb,mariana de la noche,,
Select Plus PTE LTD (CTV),Mexico,the baddest bad boy,614560,tt13840630,tvMiniSeries,Comedy,A,,Not Available,serie,imdb,the baddest bad boy,,
iion Pty Ltd,Argentina,grudge race,585760,tt6291472,tvSeries,Reality-TV,A,,Not Available,serie,imdb,grudge race,,
TCL ADS - Springserve,Dominican Republic,chronic horror,577120,tt13415674,tvMiniSeries,"Comedy,Horror",A,,Not Available,serie,imdb,chronic horror,,
Televisa Univision via SpringServe,Argentina,amores verdaderos,570240,tt2320524,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,amores verdaderos,,
Select Plus PTE LTD (CTV),Colombia,bump,564960,tt13751472,tvSeries,"Comedy,Drama,Romance",B,,Not Available,serie,imdb,bump,,
TCL ADS - Springserve,Argentina,infierno en la torre negra,563760,tt19720354,tvMiniSeries,Thriller,A,,Not Available,serie,imdb,infierno en la torre negra,,
TCL ADS - Springserve,Chile,grudge race,562400,tt6291472,tvSeries,Reality-TV,A,,Not Available,serie,imdb,grudge race,,
Vidaa,Mexico,40 y 20,537200,tt5711512,tvSeries,Comedy,A,,Not Available,serie,imdb,40 y 20,,
Vidaa,Mexico,los heroes del norte,531680,tt1750695,tvSeries,"Comedy,Music,Romance",A,,Not Available,serie,imdb,los heroes del norte,,
TCL ADS - Springserve,Argentina,the baddest bad boy,462720,tt13840630,tvMiniSeries,Comedy,A,,Not Available,serie,imdb,the baddest bad boy,,
Select Plus PTE LTD (CTV),Mexico,amor bajo la luz de la luna,444480,,,,,,Not Available,serie,intra_titulo,Amor Bajo la Luz de la Luna,,
METAX SOFTWARE PTE. LTD. (Exchange),Colombia,animacars season 2,435120,tt10051414,tvSeries,Animation,C,,Not Available,serie,titulo,animacars,2,
Select Plus PTE LTD (CTV),Ecuador,the baddest bad boy,432800,tt13840630,tvMiniSeries,Comedy,A,,Not Available,serie,imdb,the baddest bad boy,,
iion Pty Ltd,Panama,pacman,425600,tt0083461,tvSeries,"Action,Adventure,Animation",C,,Not Available,serie,intra_titulo,pacman,,
Select Plus PTE LTD (CTV),Ecuador,chronic horror,405600,tt13415674,tvMiniSeries,"Comedy,Horror",A,,Not Available,serie,imdb,chronic horror,,
Vidaa,Colombia,como dice el dicho,396320,tt1831897,tvSeries,"Comedy,Drama",A,telenovela,Not Available,serie,imdb,como dice el dicho,,
TCL ADS - Springserve,Mexico,como dice el dicho,391200,tt1831897,tvSeries,"Comedy,Drama",A,telenovela,Not Available,serie,imdb,como dice el dicho,,
Televisa Univision via SpringServe,Mexico,silvia pinal frente a ti,372960,tt7672132,tvMiniSeries,"Biography,Drama",A,,Not Available,serie,imdb,silvia pinal frente a ti,,
TCL ADS - Springserve,Mexico,cain (part 1),371680,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
iion Pty Ltd,Mexico,amor bajo la luz de la luna,371040,,,,,,Not Available,serie,intra_titulo,Amor Bajo la Luz de la Luna,,
TCL ADs (APAC),Mexico,breathe,370240,tt6466208,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,breathe,,
TCL ADs (APAC),Argentina,eva luna,366960,tt1846055,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,eva luna,,
TCL ADS - Springserve,Argentina,tougen anki,354240,tt32344704,tvSeries,"Action,Animation,Fantasy",A,,Not Available,serie,imdb,tougen anki,,
TCL ADs (APAC),Ecuador,dread the unsolved,352640,tt13415912,tvMiniSeries,"Horror,Mystery",A,,Not Available,serie,imdb,dread the unsolved,,
Vidaa,Mexico,la cq nuevo ingreso,346640,tt34896333,tvSeries,Comedy,A,,Not Available,serie,imdb,la cq nuevo ingreso,,
TCL ADS - Springserve,Argentina,something scary season 3,329760,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,3,
Select Plus PTE LTD (CTV),Mexico,grudge talk,321920,tt31709881,tvSeries,Reality-TV,A,,Not Available,serie,imdb,grudge talk,,
PML Digital,Chile,chicken stew season 1,314240,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,1,
METAX SOFTWARE PTE. LTD. (Exchange),Colombia,ria rabbit episode 19 : put away your toys!,288960,tt20778280,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,ria rabbit,,19
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,haus of horror,273120,tt13840526,tvMiniSeries,"Comedy,Horror",A,,Not Available,serie,imdb,haus of horror,,
iion Pty Ltd,Argentina,pacman,272160,tt0083461,tvSeries,"Action,Adventure,Animation",C,,Not Available,serie,intra_titulo,pacman,,
iion Pty Ltd,Argentina,something scary season 1,267840,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,1,
TCL ADs (APAC),Mexico,the%20baddest%20bad%20boy,267360,tt13840630,tvMiniSeries,Comedy,A,,Not Available,serie,imdb,the%20baddest%20bad%20boy,,
TCL ADS - Springserve,Argentina,american hidden story season 1,264960,,,,,,Not Available,serie,titulo,american hidden story,1,
iion Pty Ltd,Mexico,judas,264000,tt9537450,tvSeries,"Biography,Crime,Drama",B,,Not Available,serie,imdb,judas,,
OTTera.tv,Argentina,breathe,263360,tt6466208,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,breathe,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,destilando amor,257840,tt0940629,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,destilando amor,,
Vidaa  APAC Hisense Headquarter,Mexico,clase 406,255200,tt0327274,tvSeries,"Comedy,Crime,Drama",A,telenovela,Not Available,serie,imdb,clase 406,,
TCL ADs (APAC),Chile,cain (part 1),254880,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
TCL ADS - Springserve,Mexico,future chicken - podcast season 1,251520,,,,,,Not Available,serie,titulo,future chicken - podcast,1,
OTTera.tv,Argentina,cross my heart and hope to die,247680,tt35875396,tvMiniSeries,Romance,B,,Not Available,serie,imdb,cross my heart and hope to die,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,amar a muerte,246160,tt8682608,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,amar a muerte,,
iion Pty Ltd,Mexico,20.000 leagues under the sea,244480,tt28082463,tvSeries,"Adventure,Family,Fantasy",B,,Not Available,serie,imdb,20.000 leagues under the sea,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,mujer de madera,242480,tt0389662,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,mujer de madera,,
iion Pty Ltd,Mexico,chicken stew season 3,239520,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,3,
OTTera.tv,Mexico,learning with animacars season 1,239360,,,,,,Not Available,serie,titulo,learning with animacars,1,
iion Pty Ltd,Colombia,bubba's world,238400,tt1572209,tvSeries,Reality-TV,B,,Not Available,serie,imdb,bubba's world,,
iion Pty Ltd,Mexico,el peso del amor,236480,tt5189944,tvSeries,"Comedy,Drama,Romance",A,,Not Available,serie,imdb,el peso del amor,,
Select Plus PTE LTD (CTV),Colombia,cain (part 3),231360,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
TCL ADS - Springserve,Argentina,something scary season 2,227840,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,2,
iion Pty Ltd,Colombia,chicken stew season 5,227360,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,5,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,al diablo con los guapos,225600,tt1132292,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,al diablo con los guapos,,
Select Plus PTE LTD (CTV),Colombia,bump,223840,tt13751472,tvSeries,"Comedy,Drama,Romance",B,,Not Available,serie,imdb,bump,,
iion Pty Ltd,Chile,guest artist,211680,tt8650976,movie,Drama,C,,Not Available,serie,intra_titulo,Guest Artist,,
OTTera.tv,Mexico,el peso del amor,211360,tt5189944,tvSeries,"Comedy,Drama,Romance",A,,Not Available,serie,imdb,el peso del amor,,
OTTera.tv,Mexico,howzzattt- cricket miracles season 1,209760,,,,,,Not Available,serie,titulo,howzzattt- cricket miracles,1,
OTTera.tv,Argentina,duck camp dinners season 1,204960,tt35146256,tvSeries,Reality-TV,A,,Not Available,serie,titulo,duck camp dinners,1,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,para volver a amar,202480,tt1699171,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,para volver a amar,,
Select Plus PTE LTD (CTV),Peru,cain (part 3),202240,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
iion Pty Ltd,Mexico,yoyo season 1,200000,tt0059934,movie,"Comedy,Drama,Family",B,,Not Available,serie,titulo,yoyo,1,
Select Plus PTE LTD (CTV),Mexico,plant%20center,199680,,,,,,Not Available,serie,intra_titulo,Plant Center,,
iion Pty Ltd,Argentina,cashpoint,199440,tt5949660,tvSeries,Comedy,B,,Not Available,serie,imdb,cashpoint,,
OTTera.tv,Ecuador,continuum,193120,tt1954347,tvSeries,"Action,Sci-Fi,Thriller",B,drama,Not Available,serie,imdb,continuum,,
TCL ADS - Springserve,Argentina,the alpha's daughter,189360,tt29605719,tvMiniSeries,"Adventure,Drama,Fantasy",A,,Not Available,serie,imdb,the alpha's daughter,,
PML Digital,Argentina,grudge race,188160,tt6291472,tvSeries,Reality-TV,A,,Not Available,serie,imdb,grudge race,,
TCL ADs (APAC),Argentina,eva luna,187440,tt1846055,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,eva luna,,
iion Pty Ltd,Mexico,andor: season 2 - official stealing the tie fighter clip,185760,tt9253284,tvSeries,"Adventure,Drama,Fantasy",D,,Not Available,serie,titulo,andor,2,
Select Plus PTE LTD (CTV),Mexico,guilt,182880,tt9644058,tvSeries,"Comedy,Crime,Drama",B,,Not Available,serie,imdb,guilt,,
TCL ADs (APAC),Argentina,locked in hellsend,182880,,,,,,Not Available,serie,intra_titulo,Locked in Hellsend,,
TCL ADS - Springserve,Mexico,chicken stew season 4,181120,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,4,
OTTera.tv,Mexico,something scary season 3,180320,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,3,
OTTera.tv,Chile,breathe,179360,tt6466208,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,breathe,,
OTTera.tv,Mexico,quicksand,178240,tt7340738,tvMiniSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,quicksand,,
OTTera.tv,Chile,northwest passage: trailer,178080,tt0051299,tvSeries,"Adventure,Drama,Western",B,,Not Available,serie,imdb,northwest passage,,
TCL ADs (APAC),Mexico,bubba%27s%20world,176800,tt1572209,tvSeries,Reality-TV,B,,Not Available,serie,imdb,bubba%27s%20world,,
OTTera.tv,Argentina,los archivos del fbi temporada 2,174240,,,,,,Not Available,serie,titulo,los archivos del fbi,2,
OTTera.tv,Dominican Republic,something scary season 3,171840,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,3,
iion Pty Ltd,Colombia,templemaze,168960,,,,,,Not Available,serie,intra_titulo,templemaze,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,el amor invencible,168080,tt22188282,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,el amor invencible,,
TCL ADS - Springserve,Mexico,e3. next stop mars,167520,,,,,,Not Available,serie,titulo,next stop mars,,3
TCL ADS - Springserve,Mexico,bbc news,166880,tt0240256,tvSeries,News,B,,Not Available,serie,imdb,bbc news,,
TCL ADs (APAC),Mexico,chicken stew season 2,166560,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,2,
iion Pty Ltd,Colombia,notorious: trailer,164960,tt5519574,tvSeries,"Drama,Thriller",B,,Not Available,serie,imdb,notorious,,
TCL ADS - Springserve,Argentina,caronte,164960,tt9204142,tvSeries,"Action,Adventure,Crime",B,,Not Available,serie,imdb,caronte,,
OTTera.tv,Argentina,los archivos del fbi temporada 7,164400,,,,,,Not Available,serie,titulo,los archivos del fbi,7,
iion Pty Ltd,Argentina,duck camp dinners season 2,164320,tt35146256,tvSeries,Reality-TV,A,,Not Available,serie,titulo,duck camp dinners,2,
TCL ADS - Springserve,Mexico,cain (part 2),161920,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
iion Pty Ltd,Colombia,the baddest bad boy,158640,tt13840630,tvMiniSeries,Comedy,A,,Not Available,serie,imdb,the baddest bad boy,,
iion Pty Ltd,Argentina,la viuda de rafael,158560,tt4565556,tvMiniSeries,Drama,A,,Not Available,serie,imdb,la viuda de rafael,,
TCL ADs (APAC),Mexico,future chicken - podcast season 1,158080,,,,,,Not Available,serie,titulo,future chicken - podcast,1,
OTTera.tv,Argentina,container%20masters,157920,tt10257240,tvSeries,Reality-TV,A,,Not Available,serie,imdb,container%20masters,,
Televisa Univision via SpringServe,Mexico,si nos dejan,157440,tt14361986,tvSeries,Drama,B,telenovela,Not Available,serie,imdb,si nos dejan,,
TCL ADs (APAC),Mexico,returned,156480,tt2521668,tvSeries,"Drama,Horror,Mystery",B,,Not Available,serie,imdb,returned,,
OTTera.tv,Colombia,chicken stew season 1,154880,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,1,
OTTera.tv,Argentina,animacars daily life season 1,152640,,,,,,Not Available,serie,titulo,animacars daily life,1,
Vidaa,Chile,al diablo con los guapos,150720,tt1132292,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,al diablo con los guapos,,
METAX SOFTWARE PTE. LTD. (Exchange),Colombia,northwest passage: trailer,150560,tt0051299,tvSeries,"Adventure,Drama,Western",B,,Not Available,serie,imdb,northwest passage,,
OTTera.tv,Chile,chicken stew season 6,150560,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,6,
"VGI CTV, Inc APAC",Mexico,la doble vida de estela carrillo,149920,tt6420556,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,la doble vida de estela carrillo,,
iion Pty Ltd,Chile,andor: season 2 - official 'win' teaser trailer,149760,tt9253284,tvSeries,"Adventure,Drama,Fantasy",D,,Not Available,serie,titulo,andor,2,
OTTera.tv,Dominican Republic,chicken stew season 7,149040,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,7,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,mi adorado encuentro,146240,tt8954026,tvSeries,"Comedy,Romance",A,,Not Available,serie,imdb,mi adorado encuentro,,
Vidaa  APAC Hisense Headquarter,Argentina,el amor invencible,145520,tt22188282,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,el amor invencible,,
OTTera.tv,Ecuador,chicken stew season 6,141440,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,6,
Televisa Univision via SpringServe,Mexico,el privilegio de amar,139840,tt0211849,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,el privilegio de amar,,
iion Pty Ltd,Mexico,travel,139520,tt3996396,movie,"Biography,Drama,History",D,,Not Available,serie,intra_titulo,National Sewing Circle,,
OTTera.tv,Mexico,freefonix season 1,139520,tt0943642,tvSeries,"Animation,Family,Music",A,,Not Available,serie,titulo,freefonix,1,
iion Pty Ltd,Mexico,badanamu stories season 1,139040,tt14857600,tvSeries,Animation,C,,Not Available,serie,titulo,badanamu stories,1,
OTTera.tv,Ecuador,the story of bookworm gogo season 1,138400,tt32752622,tvSeries,Animation,C,,Not Available,serie,titulo,the story of bookworm gogo,1,
Kivi via Springserve,Peru,the baddest bad boy,137840,tt13840630,tvMiniSeries,Comedy,A,,Not Available,serie,imdb,the baddest bad boy,,
OTTera.tv,Ecuador,bbc%20news,137440,tt0240256,tvSeries,News,B,,Not Available,serie,imdb,bbc%20news,,
TCL ADS - Springserve,Mexico,mario + rabbids sparks of hope season 1,136640,,,,,,Not Available,serie,titulo,mario + rabbids sparks of hope,1,
OTTera.tv,Ecuador,breathe,135680,tt6466208,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,breathe,,
iion Pty Ltd,Peru,something scary season 3,135360,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,3,
Unruly Group LLC (oRTB),Colombia,notorious: trailer,135200,tt5519574,tvSeries,"Drama,Thriller",B,,Not Available,serie,imdb,notorious,,
TCL ADs (APAC),Mexico,the aviators: s1. the aviators,133920,tt1700449,tvSeries,Documentary,B,,Not Available,serie,imdb,the aviators,1,
TCL ADs (APAC),Ecuador,the sandman: season 2 - official date announcement teaser trailer,133760,tt1751634,tvSeries,"Drama,Fantasy,Horror",D,,Not Available,serie,titulo,the sandman,2,
iion Pty Ltd,Peru,melody,131840,tt25437934,tvSeries,"Comedy,Drama,Musical",B,,Not Available,serie,imdb,melody,,
Select Plus PTE LTD (CTV),Costa Rica,judas,131520,tt9537450,tvSeries,"Biography,Crime,Drama",B,,Not Available,serie,imdb,judas,,
Vidaa,Mexico,mi destino eres tu,131120,tt0249325,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,mi destino eres tu,,
TCL ADs (APAC),Argentina,continuum: trailer,128640,tt1954347,tvSeries,"Action,Sci-Fi,Thriller",B,drama,Not Available,serie,imdb,continuum,,
TCL ADS - Springserve,Argentina,torrente,127520,tt1320221,tvSeries,Drama,B,telenovela,Not Available,serie,imdb,torrente,,
iion Pty Ltd,Mexico,chicken stew season 4,126560,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,4,
iion Pty Ltd,Chile,lucky fred season 1,124320,tt2164295,tvSeries,"Action,Adventure,Animation",C,,Not Available,serie,titulo,lucky fred,1,
"VGI CTV, Inc APAC",Mexico,tres veces ana,122400,tt5378734,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,tres veces ana,,
iion Pty Ltd,Colombia,thrillbillies,120000,tt1500999,tvSeries,Sport,B,,Not Available,serie,imdb,thrillbillies,,
Select Plus PTE LTD (CTV),Mexico,miniforce  season 1,119360,tt9198020,tvSeries,"Action,Adventure,Animation",A,infantil-familia,Not Available,serie,titulo,miniforce,1,
iion Pty Ltd,Argentina,spectrum: trailer,118320,tt5894998,tvSeries,Horror,B,,Not Available,serie,imdb,spectrum,,
Televisa Univision via SpringServe,Mexico,complices al rescate,117440,tt0300748,tvSeries,"Comedy,Drama,Family",A,telenovela,Not Available,serie,imdb,complices al rescate,,
TCL ADs (APAC),Mexico,kong kong land season 1,116640,tt21931976,tvSeries,Animation,C,,Not Available,serie,titulo,kong kong land,1,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,prime crime,115920,tt28256211,tvSeries,"Documentary,News",B,,Not Available,serie,imdb,prime crime,,
TCL ADS - Springserve,Argentina,trace urban,115680,tt5913526,tvSeries,Music,A,,Not Available,serie,imdb,trace urban,,
iion Pty Ltd,Argentina,dread%20the%20unsolved,115360,tt13415912,tvMiniSeries,"Horror,Mystery",A,,Not Available,serie,imdb,dread%20the%20unsolved,,
Vidaa  APAC Hisense Headquarter,Mexico,no soy un robot,114560,tt7521778,tvSeries,"Comedy,Romance,Sci-Fi",B,,Not Available,serie,imdb,no soy un robot,,
TCL ADs (APAC),Mexico,chicken stew season 6,113440,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,6,
iion Pty Ltd,Argentina,hunterrr,113280,tt4333674,movie,"Comedy,Romance",C,,Not Available,serie,intra_titulo,Hunterrr,,
OTTera.tv,Argentina,domi kids (english) season 1,112640,,,,,,Not Available,serie,titulo,domi kids (english),1,
iion Pty Ltd,Chile,forest frenzy of boonie bears season 4,109280,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,4,
Select Plus PTE LTD (CTV),Mexico,discover,107040,tt11846384,tvSeries,Documentary,B,,Not Available,serie,imdb,discover,,
TCL ADs (APAC),Peru,returned,107040,tt2521668,tvSeries,"Drama,Horror,Mystery",B,,Not Available,serie,imdb,returned,,
OTTera.tv,Colombia,tiny town season 1,106880,tt13967790,tvSeries,"Adventure,Animation,Comedy",B,,Not Available,serie,titulo,tiny town,1,
Select Plus PTE LTD (CTV),Mexico,the boat show,105760,tt0953925,tvSeries,Documentary,A,,Not Available,serie,imdb,the boat show,,
TCL ADs (APAC),Colombia,something scary season 2,103840,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,2,
TCL ADS - Springserve,Mexico,past lies,103520,tt27531478,tvMiniSeries,Drama,B,crimen-misterio,Not Available,serie,imdb,past lies,,
Televisa Univision via SpringServe,Peru,maria la del barrio,101760,tt0163464,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,maria la del barrio,,
OTTera.tv,Honduras,just us,101600,tt0305713,tvSeries,Family,B,,Not Available,serie,imdb,just us,,
Aluna Limited,Peru,dread the unsolved,100160,tt13415912,tvMiniSeries,"Horror,Mystery",A,,Not Available,serie,imdb,dread the unsolved,,
TCL ADs (APAC),Ecuador,malcolm in the middle,99840,tt0212671,tvSeries,"Comedy,Drama,Family",A,,Not Available,serie,imdb,malcolm in the middle,,
OTTera.tv,El Salvador,guilt,99040,tt9644058,tvSeries,"Comedy,Crime,Drama",B,,Not Available,serie,imdb,guilt,,
Vidaa  APAC Hisense Headquarter,Guatemala,corona de lagrimas,98800,tt2365086,tvSeries,Drama,B,telenovela,Not Available,serie,imdb,corona de lagrimas,,
