Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentSeries,ser_es,ser_evidencia,serie_propuesta,temporada,episodio
Televisa Univision via SpringServe,Mexico,el hotel de los secretos,98080,tt5345934,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,el hotel de los secretos,,
iion Pty Ltd,Argentina,i got married without you,97680,tt29605234,tvMiniSeries,Drama,A,,Not Available,serie,imdb,i got married without you,,
PML Digital,Mexico,cain (part 2),97440,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
Vidaa,Ecuador,lo que la vida me robo,97200,tt3223004,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,lo que la vida me robo,,
TCL ADS - Springserve,Costa Rica,locked in hellsend,96480,,,,,,Not Available,serie,intra_titulo,Locked in Hellsend,,
Select Plus PTE LTD (CTV),Venezuela,returned,94720,tt2521668,tvSeries,"Drama,Horror,Mystery",B,,Not Available,serie,imdb,returned,,
OTTera.tv,Argentina,tight rope,94080,tt4236948,tvMiniSeries,"Action,Animation,Comedy",B,,Not Available,serie,imdb,tight rope,,
Vidaa,Mexico,pequenos gigantes,93920,tt1945875,tvSeries,"Family,Music,Reality-TV",B,,Not Available,serie,imdb,pequenos gigantes,,
"VGI CTV, Inc APAC",Mexico,amores verdaderos,93840,tt2320524,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,amores verdaderos,,
OTTera.tv,Argentina,robocar poli,92800,tt4763642,tvSeries,"Adventure,Animation,Comedy",B,,Not Available,serie,imdb,robocar poli,,
iion Pty Ltd,Mexico,the baddest bad boy,92480,tt13840630,tvMiniSeries,Comedy,A,,Not Available,serie,imdb,the baddest bad boy,,
OTTera.tv,Costa Rica,chicken stew season 5,92320,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,5,
"VGI CTV, Inc APAC",Mexico,como dice el dicho,91920,tt1831897,tvSeries,"Comedy,Drama",A,telenovela,Not Available,serie,imdb,como dice el dicho,,
TCL ADs (APAC),Colombia,chicken stew season 6,91840,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,6,
iion Pty Ltd,Argentina,mr. magoo (temporada 1),91680,tt0119718,movie,"Adventure,Comedy,Family",B,,Not Available,serie,titulo,mr. magoo,1,
OTTera.tv,Chile,amor bajo la luz de la luna,91520,,,,,,Not Available,serie,intra_titulo,Amor Bajo la Luz de la Luna,,
Vidaa,Guatemala,avenida brasil,91360,tt2303077,tvSeries,"Crime,Drama,Thriller",B,telenovela,Not Available,serie,imdb,avenida brasil,,
Select Plus PTE LTD (CTV),Peru,st. urbain's horseman,90880,tt0830165,tvMiniSeries,Drama,A,,Not Available,serie,imdb,st. urbain's horseman,,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,jajaja,90720,tt1452626,movie,"Comedy,Drama,Romance",A,,Not Available,serie,intra_titulo,JAJAJA,,
PML Digital,Argentina,the new frontier,90240,tt6899196,tvSeries,Documentary,B,,Not Available,serie,imdb,the new frontier,,
iion Pty Ltd,Colombia,princess peach: showtime! season 1,89600,,,,,,Not Available,serie,titulo,princess peach: showtime!,1,
PML Digital,Argentina,the supers season 1,88960,tt7493770,movie,"Action,Adventure,Comedy",B,,Not Available,serie,titulo,the supers,1,
iion Pty Ltd,Colombia,cashpoint,88000,tt5949660,tvSeries,Comedy,B,,Not Available,serie,imdb,cashpoint,,
iion Pty Ltd,Chile,chicken stew season 1,87840,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,1,
iion Pty Ltd,Colombia,duck camp dinners season 2,87680,tt35146256,tvSeries,Reality-TV,A,,Not Available,serie,titulo,duck camp dinners,2,
TCL ADS - Springserve,Honduras,dread%20the%20unsolved,86560,tt13415912,tvMiniSeries,"Horror,Mystery",A,,Not Available,serie,imdb,dread%20the%20unsolved,,
Select Plus PTE LTD (CTV),Mexico,guilt,86400,tt9644058,tvSeries,"Comedy,Crime,Drama",B,,Not Available,serie,imdb,guilt,,
iion Pty Ltd,Mexico,clipped,86400,tt19380952,tvMiniSeries,"Biography,Drama,Sport",B,,Not Available,serie,imdb,clipped,,
Vidaa  APAC Hisense Headquarter,Chile,lo que la vida me robo,86320,tt3223004,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,lo que la vida me robo,,
iion Pty Ltd,Colombia,forest frenzy of boonie bears season 1,86160,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,1,
TCL ADS - Springserve,Argentina,magic mania season 1,86080,tt9784662,tvSeries,Comedy,A,,Not Available,serie,titulo,magic mania,1,
TCL ADs (APAC),Mexico,lakshya 1971: vayu sena ke veer yoddha,85600,tt16436654,tvSeries,"Documentary,History,War",A,,Not Available,serie,imdb,lakshya 1971: vayu sena ke veer yoddha,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,cuidado con el angel,85440,tt1245565,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,cuidado con el angel,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,porque el amor manda,84640,tt2401754,tvSeries,"Comedy,Drama",A,telenovela,Not Available,serie,imdb,porque el amor manda,,
TCL ADs (APAC),Mexico,e1. the menu of crime,84640,,,,,,Not Available,serie,titulo,the menu of crime,,1
OTTera.tv,Mexico,al jazeera,84160,tt27707476,tvSeries,News,A,,Not Available,serie,imdb,al jazeera,,
TCL ADs (APAC),Mexico,sadie season 2,83680,tt0019344,movie,Drama,D,,Not Available,serie,titulo,sadie,2,
OTTera.tv,Argentina,un caso para dos s05,83520,tt0081860,tvSeries,"Crime,Thriller",B,,Not Available,serie,imdb,un caso para dos,5,
iion Pty Ltd,Panama,pacman,83040,tt0083461,tvSeries,"Action,Adventure,Animation",C,,Not Available,serie,intra_titulo,pacman,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,maria de todos los angeles,82560,tt1487513,tvSeries,Comedy,A,,Not Available,serie,imdb,maria de todos los angeles,,
TCL ADs (APAC),Colombia,alma indomable,81360,tt1488200,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,alma indomable,,
TCL ADS - Springserve,Argentina,continuum: trailer,81120,tt1954347,tvSeries,"Action,Sci-Fi,Thriller",B,drama,Not Available,serie,imdb,continuum,,
OTTera.tv,Venezuela,bbc news,79520,tt0240256,tvSeries,News,B,,VOD,serie,imdb,bbc news,,
Televisa Univision via SpringServe,Ecuador,los chicos son mejores que las flores,79200,tt1370334,tvSeries,"Comedy,Drama,Romance",A,,Not Available,serie,imdb,los chicos son mejores que las flores,,
iion Pty Ltd,Mexico,just for laughs gags,78880,tt2486436,tvSeries,"Action,Comedy,Reality-TV",B,,Not Available,serie,imdb,just for laughs gags,,
OTTera.tv,Mexico,discover,78240,tt11846384,tvSeries,Documentary,B,,Not Available,serie,imdb,discover,,
Select Plus PTE LTD (CTV),Mexico,starhyke,76800,tt1520150,tvSeries,"Comedy,Sci-Fi",A,,Not Available,serie,imdb,starhyke,,
TCL ADs (APAC),Argentina,haus of horror,76320,tt13840526,tvMiniSeries,"Comedy,Horror",A,,Not Available,serie,imdb,haus of horror,,
TCL ADs (APAC),Mexico,cain%20%28part%202%29,76160,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain%20%28part%202%29,,
OTTera.tv,Honduras,grudge race,75840,tt6291472,tvSeries,Reality-TV,A,,Not Available,serie,imdb,grudge race,,
TCL ADS - Springserve,Chile,sadie season 1,75840,tt0019344,movie,Drama,D,,Not Available,serie,titulo,sadie,1,
OTTera.tv,Argentina,cosita rica,75360,tt0400992,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,cosita rica,,
OTTera.tv,Mexico,el peso del amor,75360,tt5189944,tvSeries,"Comedy,Drama,Romance",A,,Not Available,serie,imdb,el peso del amor,,
OTTera.tv,Chile,future chicken - music videos season 2,75200,,,,,,Not Available,serie,titulo,future chicken - music videos,2,
TCL ADS - Springserve,Mexico,the%20simpsons,75040,tt0096697,tvSeries,"Animation,Comedy",B,,Not Available,serie,imdb,the%20simpsons,,
TCL ADS - Springserve,Chile,kong kong land season 1,75040,tt21931976,tvSeries,Animation,C,,Not Available,serie,titulo,kong kong land,1,
Select Plus PTE LTD (CTV),Argentina,out on a limb,74880,tt0093688,tvMiniSeries,"Biography,Drama,Romance",B,,Not Available,serie,imdb,out on a limb,,
TCL ADS - Springserve,Mexico,three rabbits season 1,74720,tt4505176,short,"Short,Western",C,,Not Available,serie,titulo,three rabbits,1,
OTTera.tv,Mexico,invent'tom season 1,74720,,,,,,Not Available,serie,titulo,invent'tom,1,
OTTera.tv,Chile,fox and rabbit season 1,74240,tt0437300,short,"Animation,Family,Short",A,,Not Available,serie,titulo,fox and rabbit,1,
Vidaa,Venezuela,pequeños gigantes,74240,tt1945875,tvSeries,"Family,Music,Reality-TV",B,,Not Available,serie,imdb,pequeños gigantes,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,amor real,74160,tt0341281,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,amor real,,
OTTera.tv,Peru,discover,73920,tt11846384,tvSeries,Documentary,B,,Not Available,serie,imdb,discover,,
Unruly Group LLC (oRTB),Colombia,cain (part 3),73920,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
TCL ADS - Springserve,Argentina,un caso para dos s03,73440,tt0081860,tvSeries,"Crime,Thriller",B,,Not Available,serie,imdb,un caso para dos,3,
Vidaa,Guatemala,caer en tentacion,73360,tt7368796,tvSeries,Drama,A,"crimen-misterio,telenovela",Not Available,serie,imdb,caer en tentacion,,
OTTera.tv,Ecuador,the one that got away,73200,tt33981014,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,the one that got away,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,las tontas no van al cielo,72640,tt1149586,tvSeries,"Comedy,Romance",A,telenovela,Not Available,serie,imdb,las tontas no van al cielo,,
Select Plus PTE LTD (CTV),Argentina,smighties season 1,72160,tt10310656,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,smighties,1,
iion Pty Ltd,Mexico,guilt,72160,tt9644058,tvSeries,"Comedy,Crime,Drama",B,,Not Available,serie,imdb,guilt,,
Televisa Univision via SpringServe,Panama,tierra de cantores,72000,tt5333376,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,tierra de cantores,,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,returned,71040,tt2521668,tvSeries,"Drama,Horror,Mystery",B,,Not Available,serie,imdb,returned,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,el amor no tiene receta,70880,tt29764088,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,el amor no tiene receta,,
iion Pty Ltd,Argentina,the one that got away,70800,tt33981014,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,the one that got away,,
TCL ADs (APAC),Argentina,lucky fred season 1,70400,tt2164295,tvSeries,"Action,Adventure,Animation",C,,Not Available,serie,titulo,lucky fred,1,
TCL ADs (APAC),Mexico,voyage of the continents: s1. voyage of the continents,70080,tt3696480,tvMiniSeries,"Documentary,History",A,drama,Not Available,serie,imdb,voyage of the continents,1,
iion Pty Ltd,Argentina,something scary season 3,70080,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,3,
METAX SOFTWARE PTE. LTD. (Exchange),Peru,the adventures of danny & the dingo,70080,tt1302810,tvSeries,Sport,A,,Not Available,serie,imdb,the adventures of danny & the dingo,,
iion Pty Ltd,Argentina,something scary season 1,69920,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,1,
OTTera.tv,Peru,arcana famiglia,69120,tt2250048,tvMiniSeries,"Action,Adventure,Animation",A,,Not Available,serie,imdb,arcana famiglia,,
PML Digital,Colombia,bbc news,68960,tt0240256,tvSeries,News,B,,Not Available,serie,imdb,bbc news,,
iion Pty Ltd,Chile,robofuse season 1,68480,,,,,,Not Available,serie,titulo,robofuse,1,
OTTera.tv,Chile,e10. the return,68320,tt19861162,movie,"Adventure,Drama,History",B,,Not Available,serie,titulo,the return,,10
iion Pty Ltd,Chile,dread the unsolved,67840,tt13415912,tvMiniSeries,"Horror,Mystery",A,,Not Available,serie,imdb,dread the unsolved,,
iion Pty Ltd,Mexico,e4. peru,67840,tt7293250,short,"Comedy,Short",D,,Not Available,serie,titulo,peru,,4
Vidaa,Panama,nina amada mia,67840,tt0368528,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,nina amada mia,,
"Seedtag Advertising, S.L. (ORTB)",Mexico,la vecina,67680,tt4696338,tvSeries,"Comedy,Drama,Romance",A,telenovela,Not Available,serie,imdb,la vecina,,
Kivi via Springserve,Mexico,bugsted season 1,67360,tt3228062,tvMiniSeries,Comedy,A,,Not Available,serie,titulo,bugsted,1,
Aluna Limited,Argentina,amor secreto,67200,tt3215892,tvSeries,"Drama,Romance",B,,Not Available,serie,imdb,amor secreto,,
OTTera.tv,Mexico,kimi ni todoke,66880,tt1745240,tvSeries,"Animation,Comedy,Drama",B,,Not Available,serie,imdb,kimi ni todoke,,
Vidaa,Nicaragua,como dice el dicho,66720,tt1831897,tvSeries,"Comedy,Drama",A,telenovela,Not Available,serie,imdb,como dice el dicho,,
iion Pty Ltd,Colombia,the 808,66080,tt1090816,tvSeries,Reality-TV,A,,Not Available,serie,imdb,the 808,,
OTTera.tv,Mexico,super mario bros. wonder season 1,65280,,,,,,Not Available,serie,titulo,super mario bros. wonder,1,
TCL ADs (APAC),Dominican Republic,scarred,65040,tt2983900,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,scarred,,
Select Plus PTE LTD (CTV),Chile,tech news,64960,tt38777214,tvSeries,News,A,,Not Available,serie,imdb,tech news,,
TCL ADS - Springserve,Argentina,z nation,64640,tt3843168,tvSeries,"Action,Comedy,Drama",A,"sci-fi,terror",Not Available,serie,imdb,z nation,,
Televisa Univision via SpringServe,Ecuador,medicos linea de vida,64320,tt11166096,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,medicos linea de vida,,
Vidaa,Mexico,vivan los ninos,64240,tt0331806,tvSeries,"Drama,Family",B,telenovela,Not Available,serie,imdb,vivan los ninos,,
TCL ADs (APAC),Chile,chronic horror,64080,tt13415674,tvMiniSeries,"Comedy,Horror",A,,Not Available,serie,imdb,chronic horror,,
TCL ADS - Springserve,Argentina,malcolm in the middle,63840,tt0212671,tvSeries,"Comedy,Drama,Family",A,,Not Available,serie,imdb,malcolm in the middle,,
OTTera.tv,Mexico,magic mania season 1,63360,tt9784662,tvSeries,Comedy,A,,Not Available,serie,titulo,magic mania,1,
iion Pty Ltd,Argentina,do not disturb: lady boss in disguise!,62880,tt32332033,tvMiniSeries,Romance,A,,Not Available,serie,imdb,do not disturb: lady boss in disguise!,,
TCL ADS - Springserve,Mexico,please don't date him - trailer,62560,tt13394428,tvSeries,"Comedy,Drama,Romance",A,,Not Available,serie,imdb,please don't date him,,
iion Pty Ltd,Chile,magic mania season 1,62560,tt9784662,tvSeries,Comedy,A,,Not Available,serie,titulo,magic mania,1,
TCL ADs (APAC),El Salvador,judas,62560,tt9537450,tvSeries,"Biography,Crime,Drama",B,,Not Available,serie,imdb,judas,,
iion Pty Ltd,Colombia,chicken stew season 6,61600,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,6,
TCL ADs (APAC),Argentina,pequeños gigantes,61440,tt1945875,tvSeries,"Family,Music,Reality-TV",B,,Not Available,serie,imdb,pequeños gigantes,,
iion Pty Ltd,Mexico,say nothing,61280,tt31122777,tvMiniSeries,"Drama,History,Thriller",B,,Not Available,serie,imdb,say nothing,,
iion Pty Ltd,Colombia,jail,61200,tt1128727,tvSeries,"Crime,Documentary,Reality-TV",B,,Not Available,serie,imdb,jail,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,pulseras rojas,61040,tt1698292,tvSeries,"Comedy,Drama",B,infantil-familia,Not Available,serie,imdb,pulseras rojas,,
TCL ADs (APAC),Dominican Republic,andor: season 2 - official stealing the tie fighter clip,60720,tt9253284,tvSeries,"Adventure,Drama,Fantasy",D,,Not Available,serie,titulo,andor,2,
Vidaa  APAC Hisense Headquarter,Mexico,eva luna,60640,tt1846055,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,eva luna,,
iion Pty Ltd,Argentina,saari season 1,60480,tt0080934,movie,"Action,Adventure,Drama",D,,Not Available,serie,titulo,saari,1,
TCL ADs (APAC),Ecuador,continuum,60480,tt1954347,tvSeries,"Action,Sci-Fi,Thriller",B,drama,Not Available,serie,imdb,continuum,,
iion Pty Ltd,Colombia,fox and rabbit season 1,60320,tt0437300,short,"Animation,Family,Short",A,,Not Available,serie,titulo,fox and rabbit,1,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,empress ki,60240,tt3322566,tvSeries,"Action,Drama,History",A,romance,Not Available,serie,imdb,empress ki,,
iion Pty Ltd,Argentina,howzzattt- cricket miracles season 1,59760,,,,,,Not Available,serie,titulo,howzzattt- cricket miracles,1,
TCL ADs (APAC),El Salvador,haus of horror,59680,tt13840526,tvMiniSeries,"Comedy,Horror",A,,Not Available,serie,imdb,haus of horror,,
METAX SOFTWARE PTE. LTD.,Argentina,france 24,59680,tt7712780,tvSeries,News,A,,Not Available,serie,imdb,france 24,,
OTTera.tv,Costa Rica,chicken stew season 7,59280,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,7,
Vidaa,Argentina,querer sin limites,59200,tt6491190,tvSeries,"Crime,Drama,Thriller",A,telenovela,Not Available,serie,imdb,querer sin limites,,
PML Digital,Chile,real stories with christ - season three,59200,,,,,,Not Available,serie,titulo,real stories with christ,,
METAX SOFTWARE PTE. LTD. (Exchange),Colombia,breathe,59040,tt6466208,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,breathe,,
TCL ADs (APAC),Chile,chai chai season 1,58880,tt6443382,tvSeries,Animation,C,,Not Available,serie,titulo,chai chai,1,
TCL ADS - Springserve,Mexico,forest frenzy of boonie bears season 2,58560,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,2,
iion Pty Ltd,Chile,one zeez season 1,58240,tt8561382,tvMiniSeries,"Animation,Family,Music",A,,Not Available,serie,titulo,one zeez,1,
iion Pty Ltd,Argentina,travel,57440,tt3996396,movie,"Biography,Drama,History",D,,Not Available,serie,intra_titulo,National Sewing Circle,,
TCL ADS - Springserve,Honduras,um anjo na terra,57280,tt0086730,tvSeries,"Drama,Fantasy",B,,Not Available,serie,imdb,um anjo na terra,,
iion Pty Ltd,Argentina,breathe,57120,tt6466208,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,breathe,,
OTTera.tv,Ecuador,super abby season 1,56800,,,,,,Not Available,serie,titulo,super abby,1,
OTTera.tv,Argentina,om nom  season 1,56800,tt4643420,tvSeries,"Action,Adventure,Animation",C,,Not Available,serie,titulo,om nom,1,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,a que no me dejas,56640,tt4872292,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,a que no me dejas,,
TCL ADS - Springserve,Argentina,forest frenzy of boonie bears season 4,56400,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,4,
OTTera.tv,Colombia,dutch season 2,56160,tt0101786,movie,"Comedy,Drama",B,,Not Available,serie,titulo,dutch,2,
OTTera.tv,Mexico,tiny trucks season 3,56160,tt7821952,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,tiny trucks,3,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,porque el amor manda,55760,tt2401754,tvSeries,"Comedy,Drama",A,telenovela,Not Available,serie,imdb,porque el amor manda,,
iion Pty Ltd,Argentina,kong kong land season 1,55680,tt21931976,tvSeries,Animation,C,,Not Available,serie,titulo,kong kong land,1,
Select Plus PTE LTD (CTV),Peru,chronic horror,55520,tt13415674,tvMiniSeries,"Comedy,Horror",A,,Not Available,serie,imdb,chronic horror,,
iion Pty Ltd,Colombia,bbc news,55440,tt0240256,tvSeries,News,B,,Not Available,serie,imdb,bbc news,,
iion Pty Ltd,Chile,spy penguin season 1,55360,tt11328836,tvMiniSeries,Animation,C,,Not Available,serie,titulo,spy penguin,1,
Select Plus PTE LTD (CTV),Colombia,guilt,54880,tt9644058,tvSeries,"Comedy,Crime,Drama",B,,VOD,serie,imdb,guilt,,
OTTera.tv,Argentina,cat & keet  season 1,54880,tt6443326,tvSeries,Animation,C,,Not Available,serie,titulo,cat & keet,1,
OTTera.tv,Chile,something scary season 4,54720,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,4,
OTTera.tv,Chile,grudge talk,54560,tt31709881,tvSeries,Reality-TV,A,,Not Available,serie,imdb,grudge talk,,
iion Pty Ltd,Peru,just us,54240,tt0305713,tvSeries,Family,B,,Not Available,serie,imdb,just us,,
TCL ADS - Springserve,Chile,little angel,54080,tt31624609,tvSeries,"Animation,Family,Music",B,,Not Available,serie,imdb,little angel,,
OTTera.tv,Chile,rose garden,54080,tt0076172,movie,"Drama,Fantasy",D,,Not Available,serie,intra_titulo,Rose Garden,,
TCL ADS - Springserve,Mexico,forest frenzy of boonie bears season 2,53920,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,2,
TCL ADS - Springserve,Argentina,babybus canciones infantiles - temporada 7,53920,,,,,,Not Available,serie,titulo,babybus canciones infantiles,7,
Televisa Univision via SpringServe,Mexico,true beauty,53760,tt13274038,tvSeries,"Comedy,Drama,Romance",B,,Not Available,serie,imdb,true beauty,,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,miss xv,53600,tt2356450,tvSeries,"Comedy,Drama,Musical",A,telenovela,Not Available,serie,imdb,miss xv,,
OTTera.tv,Panama,shark academy nursery rhymes season 1,53600,,,,,,Not Available,serie,titulo,shark academy nursery rhymes,1,
Select Plus PTE LTD (CTV),Mexico,super police barry（english) season 1,53600,,,,,,Not Available,serie,titulo,super police barry（english),1,
iion Pty Ltd,Mexico,chicken stew season 2,53440,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,2,
TCL ADs (APAC),Ecuador,día cero,53280,tt23872886,tvMiniSeries,"Drama,Thriller",B,,Not Available,serie,imdb,día cero,,
TCL ADS - Springserve,Honduras,real stories with christ - season three,53280,,,,,,Not Available,serie,titulo,real stories with christ,,
TCL ADS - Springserve,Chile,e1. return to the moon,53120,tt10702086,tvMovie,Documentary,B,,Not Available,serie,titulo,return to the moon,,1
Vidaa,Argentina,terra nostra,53040,tt0202765,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,terra nostra,,
Vidaa,Dominican Republic,al diablo con los guapos,53040,tt1132292,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,al diablo con los guapos,,
OTTera.tv,Mexico,shark academy original songs season 1,52960,,,,,,Not Available,serie,titulo,shark academy original songs,1,
OTTera.tv,Honduras,filly funtasia season 1,52640,tt5096624,tvSeries,"Adventure,Animation,Comedy",A,fantasia,Not Available,serie,titulo,filly funtasia,1,
TCL ADs (APAC),Dominican Republic,sabor a ti,52560,tt40600661,tvSeries,Drama,B,,Not Available,serie,imdb,sabor a ti,,
TCL ADS - Springserve,Chile,duck camp dinners season 2,52480,tt35146256,tvSeries,Reality-TV,A,,Not Available,serie,titulo,duck camp dinners,2,
EXTE - Rich Audience (oRTB),Mexico,lo que la vida me robó capítulo 7,52320,tt3223004,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,titulo,lo que la vida me robó,,7
TCL ADS - Springserve,Mexico,tom's car wash season 1,52320,tt8464328,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,tom's car wash,1,
iion Pty Ltd,Argentina,e2. the inner worlds,52160,,,,,,Not Available,serie,titulo,the inner worlds,,2
OTTera.tv,Dominican Republic,e1. a rockstar's first flight,52080,,,,,,Not Available,serie,titulo,a rockstar's first flight,,1
iion Pty Ltd,Peru,american hidden story season 1,51680,,,,,,Not Available,serie,titulo,american hidden story,1,
OTTera.tv,Peru,continuum,51600,tt1954347,tvSeries,"Action,Sci-Fi,Thriller",B,drama,Not Available,serie,imdb,continuum,,
TCL ADS - Springserve,Dominican Republic,válgame dios,51360,tt2553936,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,válgame dios,,
Select Plus PTE LTD (CTV),Venezuela,mario + rabbids sparks of hope season 1,51360,,,,,,Not Available,serie,titulo,mario + rabbids sparks of hope,1,
TCL ADS - Springserve,Mexico,detective pikachu returns season 1,50880,,,,,,Not Available,serie,titulo,detective pikachu returns,1,
iion Pty Ltd,Mexico,darwin and newts  season 1,50880,tt8713700,tvSeries,Animation,A,,Not Available,serie,titulo,darwin and newts,1,
TCL ADS - Springserve,Argentina,northwest passage: trailer,50640,tt0051299,tvSeries,"Adventure,Drama,Western",B,,Not Available,serie,imdb,northwest passage,,
TCL ADs (APAC),Colombia,chicken stew season 3,50560,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,3,
TCL ADS - Springserve,Argentina,the sandman: season 2 - official date announcement teaser trailer,50560,tt1751634,tvSeries,"Drama,Fantasy,Horror",D,,Not Available,serie,titulo,the sandman,2,
Select Plus PTE LTD (CTV),Peru,judas,49920,tt9537450,tvSeries,"Biography,Crime,Drama",B,,Not Available,serie,imdb,judas,,
PML Digital,Chile,lola & virginia  season 1,49600,tt1166121,tvSeries,"Animation,Family",A,comedia,Not Available,serie,titulo,lola & virginia,1,
TCL ADs (APAC),Mexico,forest frenzy of boonie bears season 2,49280,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,2,
Select Plus PTE LTD (CTV),Mexico,e5. india,48800,tt0052923,movie,"Documentary,Drama",B,,Not Available,serie,titulo,india,,5
OTTera.tv,Mexico,ichiban ushiro no daimaou,48720,tt1636694,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,imdb,ichiban ushiro no daimaou,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,aventuras en el tiempo,48640,tt0275119,tvSeries,"Adventure,Drama,Family",B,"comedia,telenovela",Not Available,serie,imdb,aventuras en el tiempo,,
TCL ADs (APAC),Argentina,naruto shippuden temporada 9,48480,tt0988824,tvSeries,"Action,Adventure,Animation",A,,Not Available,serie,titulo,naruto shippuden,9,
OTTera.tv,El Salvador,melody,48240,tt25437934,tvSeries,"Comedy,Drama,Musical",B,,Not Available,serie,imdb,melody,,
PML Digital,Argentina,bunny brothers season 1,48000,tt29687367,tvSeries,Animation,C,,Not Available,serie,titulo,bunny brothers,1,
OTTera.tv,Dominican Republic,thrillbillies,47520,tt1500999,tvSeries,Sport,B,,Not Available,serie,imdb,thrillbillies,,
Aluna Limited,Argentina,sustitución,47520,tt12506360,tvMiniSeries,"Drama,Romance",B,,Not Available,serie,imdb,sustitución,,
iion Pty Ltd,Mexico,watchcar season 1,47360,,,,,,Not Available,serie,titulo,watchcar,1,
iion Pty Ltd,Argentina,digital lizards of doom: lava or licorice season 1,47360,,,,,,Not Available,serie,titulo,digital lizards of doom: lava or licorice,1,
TCL ADs (APAC),Dominican Republic,container masters,46720,tt10257240,tvSeries,Reality-TV,A,,Not Available,serie,imdb,container masters,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,the 808,46560,tt1090816,tvSeries,Reality-TV,A,,Not Available,serie,imdb,the 808,,
