Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentSeries,ser_es,ser_evidencia,serie_propuesta,temporada,episodio
TCL ADs (APAC),Mexico,spot the difference: season 7,35360,tt31289009,tvSpecial,Game-Show,D,,Not Available,serie,titulo,spot the difference,7,
OTTera.tv,El Salvador,the supers season 1,35200,tt7493770,movie,"Action,Adventure,Comedy",B,,Not Available,serie,titulo,the supers,1,
Vidaa,Nicaragua,nina amada mia,34880,tt0368528,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,nina amada mia,,
TCL ADs (APAC),Argentina,combate global,34880,tt14639672,tvSeries,Sport,A,,Not Available,serie,imdb,combate global,,
PML Digital,Argentina,chicken stew season 6,34720,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,6,
Televisa Univision via SpringServe,Peru,volver a caer,34560,tt26393379,tvMiniSeries,"Drama,Romance",A,,Not Available,serie,imdb,volver a caer,,
TCL ADS - Springserve,Costa Rica,search party   season 3 official trailer   hbo max,34560,tt5460226,tvSeries,"Comedy,Crime,Drama",B,,Not Available,serie,titulo,search party,3,
TCL ADs (APAC),Ecuador,search party   season 3 official trailer   hbo max,34320,tt5460226,tvSeries,"Comedy,Crime,Drama",B,,Not Available,serie,titulo,search party,3,
TCL ADS - Springserve,Argentina,koka tv nursery rhymes season 1,33920,,,,,,Not Available,serie,titulo,koka tv nursery rhymes,1,
iion Pty Ltd,Argentina,futakoi alternative,33840,tt0988816,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,imdb,futakoi alternative,,
OTTera.tv,Panama,tempest,33760,tt27368147,tvSeries,"Action,Drama,Thriller",B,romance,Not Available,serie,imdb,tempest,,
TCL ADs (APAC),Argentina,howzzattt- cricket miracles season 1,33600,,,,,,Not Available,serie,titulo,howzzattt- cricket miracles,1,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,vencer el desamor,33520,tt12404708,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,vencer el desamor,,
TCL ADS - Springserve,Mexico,bbc news,33440,tt0240256,tvSeries,News,B,,VOD,serie,imdb,bbc news,,
iion Pty Ltd,Chile,bonitos cubinhos - pbt season 1,33440,,,,,,Not Available,serie,titulo,bonitos cubinhos - pbt,1,
TCL ADs (APAC),Ecuador,spot the difference: season 9,33360,tt31289009,tvSpecial,Game-Show,D,,Not Available,serie,titulo,spot the difference,9,
OTTera.tv,Venezuela,boruto: naruto next generations temporada 1,33120,tt6342474,tvSeries,"Action,Adventure,Animation",A,,Not Available,serie,titulo,boruto: naruto next generations,1,
OTTera.tv,Peru,mondoyan season 1,33120,,,,,,Not Available,serie,titulo,mondoyan,1,
OTTera.tv,Argentina,chicken stew season 1,32960,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,1,
iion Pty Ltd,Mexico,daily%20flash,32960,tt25357110,tvSeries,News,B,,Not Available,serie,imdb,daily%20flash,,
Televisa Univision via SpringServe,Ecuador,comando elite,32960,tt3360134,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,comando elite,,
Aluna Limited,Argentina,the 808,32800,tt1090816,tvSeries,Reality-TV,A,,Not Available,serie,imdb,the 808,,
Eskimi Pte. Ltd.,Argentina,real stories with christ - season three,32480,,,,,,Not Available,serie,titulo,real stories with christ,,
