Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentSeries,ser_es,ser_evidencia,serie_propuesta,temporada,episodio
Select Plus PTE LTD (CTV),Peru,um anjo na terra,90720,tt0086730,tvSeries,"Drama,Fantasy",B,,Not Available,serie,imdb,um anjo na terra,,
"VGI CTV, Inc APAC",Mexico,lo imperdonable,90480,tt4561466,tvSeries,Drama,B,telenovela,Not Available,serie,imdb,lo imperdonable,,
OTTera.tv,Mexico,princess peach: showtime! season 1,90240,,,,,,Not Available,serie,titulo,princess peach: showtime!,1,
iion Pty Ltd,Mexico,nasser,89760,tt3110402,tvSeries,History,B,,Not Available,serie,imdb,nasser,,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,nunca te olvidare,89760,tt0210435,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,nunca te olvidare,,
iion Pty Ltd,Argentina,chicken stew season 5,88800,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,5,
TCL ADS - Springserve,Argentina,amber the ambulance season 1,88800,tt7818362,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,amber the ambulance,1,
TCL ADs (APAC),Ecuador,forest frenzy of boonie bears season 4,88800,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,4,
iion Pty Ltd,Argentina,cuatro reinas,88480,tt14329010,tvSeries,"Comedy,Drama",A,romance,Not Available,serie,imdb,cuatro reinas,,
TCL ADs (APAC),Argentina,pilotos del ártico (ice pilots): temporada 3,88320,,,,,,Not Available,serie,titulo,pilotos del ártico (ice pilots),3,
Select Plus PTE LTD (CTV),Mexico,hey! pikmin season 1,88000,,,,,,Not Available,serie,titulo,hey! pikmin,1,
OTTera.tv,Chile,heroes of envell - eng season 1,86720,,,,,,Not Available,serie,titulo,heroes of envell - eng,1,
Select Plus PTE LTD (CTV),Venezuela,andor: season 2 - official stealing the tie fighter clip,85600,tt9253284,tvSeries,"Adventure,Drama,Fantasy",D,,Not Available,serie,titulo,andor,2,
iion Pty Ltd,Colombia,morena clara,84480,tt0222597,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,morena clara,,
TCL ADs (APAC),Mexico,mya go season 1,84320,tt8960060,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,mya go,1,
Select Plus PTE LTD (CTV),Peru,notorious: trailer,83520,tt5519574,tvSeries,"Drama,Thriller",B,,Not Available,serie,imdb,notorious,,
PML Digital,Argentina,shark academy original songs season 1,82880,,,,,,Not Available,serie,titulo,shark academy original songs,1,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,el senor de los cielos,82560,tt2777882,tvSeries,"Action,Crime,Drama",B,telenovela,Not Available,serie,imdb,el senor de los cielos,,
OTTera.tv,Peru,chicken stew season 3,80640,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,3,
OTTera.tv,Venezuela,cain (part 3),80320,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
iion Pty Ltd,Mexico,ethan the dump truck season 2,80160,tt7826970,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,ethan the dump truck,2,
iion Pty Ltd,Argentina,babybus canciones infantiles - temporada 2,79520,,,,,,Not Available,serie,titulo,babybus canciones infantiles,2,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,una familia con suerte,79040,tt1853455,tvSeries,"Comedy,Drama,Family",A,telenovela,Not Available,serie,imdb,una familia con suerte,,
TCL ADS - Springserve,Mexico,say nothing,77760,tt31122777,tvMiniSeries,"Drama,History,Thriller",B,,Not Available,serie,imdb,say nothing,,
Televisa Univision via SpringServe,Panama,la familia p luche,77280,tt1244672,tvSeries,Comedy,A,,Not Available,serie,imdb,la familia p luche,,
iion Pty Ltd,Mexico,animacars discovery season 1,77120,,,,,,Not Available,serie,titulo,animacars discovery,1,
OTTera.tv,Chile,miliki family season 1,76960,tt31734423,tvSeries,"Animation,Family,Musical",A,,Not Available,serie,titulo,miliki family,1,
TCL ADS - Springserve,Mexico,the story of bookworm gogo season 1,76640,tt32752622,tvSeries,Animation,C,,Not Available,serie,titulo,the story of bookworm gogo,1,
OTTera.tv,Argentina,please don't date him - trailer,76560,tt13394428,tvSeries,"Comedy,Drama,Romance",A,,Not Available,serie,imdb,please don't date him,,
OTTera.tv,Ecuador,judas,76160,tt9537450,tvSeries,"Biography,Crime,Drama",B,,Not Available,serie,imdb,judas,,
TCL ADs (APAC),Argentina,overwatch 2 - official season 16: stadium trailer,76000,,,,,,Not Available,serie,titulo,overwatch 2 - official,16,
OTTera.tv,Peru,el peso del amor,75840,tt5189944,tvSeries,"Comedy,Drama,Romance",A,,Not Available,serie,imdb,el peso del amor,,
iion Pty Ltd,Mexico,the supers season 2,75680,tt7493770,movie,"Action,Adventure,Comedy",B,,Not Available,serie,titulo,the supers,2,
OTTera.tv,Chile,say nothing,75680,tt31122777,tvMiniSeries,"Drama,History,Thriller",B,,Not Available,serie,imdb,say nothing,,
OTTera.tv,Argentina,andor: season 2 - official stealing the tie fighter clip,74720,tt9253284,tvSeries,"Adventure,Drama,Fantasy",D,,Not Available,serie,titulo,andor,2,
Select Plus PTE LTD (CTV),Mexico,super mario bros. wonder season 1,74080,,,,,,Not Available,serie,titulo,super mario bros. wonder,1,
OTTera.tv,Peru,babybus canciones infantiles - temporada 1,72960,,,,,,Not Available,serie,titulo,babybus canciones infantiles,1,
Select Plus PTE LTD (CTV),Dominican Republic,northwest passage,72960,tt0051299,tvSeries,"Adventure,Drama,Western",B,,Not Available,serie,imdb,northwest passage,,
TCL ADS - Springserve,Mexico,super abby season 1,72800,,,,,,Not Available,serie,titulo,super abby,1,
OTTera.tv,Mexico,carl the super truck season 1,72320,tt7818360,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,carl the super truck,1,
iion Pty Ltd,Argentina,babybus canciones infantiles - temporada 6,71760,,,,,,Not Available,serie,titulo,babybus canciones infantiles,6,
TCL ADs (APAC),Argentina,the adventures of danny & the dingo,71680,tt1302810,tvSeries,Sport,A,,Not Available,serie,imdb,the adventures of danny & the dingo,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,returned,71680,tt2521668,tvSeries,"Drama,Horror,Mystery",B,,Not Available,serie,imdb,returned,,
Select Plus PTE LTD (CTV),Dominican Republic,cain (part 3),71200,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
OTTera.tv,Chile,chicken stew season 6,71040,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,6,
TCL ADs (APAC),Peru,el peso del amor,70560,tt5189944,tvSeries,"Comedy,Drama,Romance",A,,Not Available,serie,imdb,el peso del amor,,
TCL ADs (APAC),Argentina,guilt,69120,tt9644058,tvSeries,"Comedy,Crime,Drama",B,,Not Available,serie,imdb,guilt,,
iion Pty Ltd,Argentina,bubba's world,68800,tt1572209,tvSeries,Reality-TV,B,,Not Available,serie,imdb,bubba's world,,
iion Pty Ltd,Colombia,naruto shippuden temporada 4,68640,tt0988824,tvSeries,"Action,Adventure,Animation",A,,Not Available,serie,titulo,naruto shippuden,4,
OTTera.tv,Peru,bbc news,68400,tt0240256,tvSeries,News,B,,Not Available,serie,imdb,bbc news,,
TCL ADs (APAC),Mexico,um anjo na terra,68320,tt0086730,tvSeries,"Drama,Fantasy",B,,Not Available,serie,imdb,um anjo na terra,,
iion Pty Ltd,Colombia,chicken stew season 6,67680,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,6,
TCL ADS - Springserve,Argentina,el zorro viejo temporada 10,67040,,,,,,Not Available,serie,titulo,el zorro viejo,10,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,una familia con suerte,66000,tt1853455,tvSeries,"Comedy,Drama,Family",A,telenovela,Not Available,serie,imdb,una familia con suerte,,
OTTera.tv,Peru,alas del centenario,65280,tt28365909,tvMiniSeries,Documentary,A,,Not Available,serie,imdb,alas del centenario,,
TCL ADS - Springserve,Chile,sadie season 2,65120,tt0019344,movie,Drama,D,,Not Available,serie,titulo,sadie,2,
Vidaa  APAC Hisense Headquarter,Argentina,por amar sin ley,64400,tt7907384,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,por amar sin ley,,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,pulseras rojas,64080,tt1698292,tvSeries,"Comedy,Drama",B,infantil-familia,Not Available,serie,imdb,pulseras rojas,,
Televisa Univision via SpringServe,Ecuador,maria la del barrio,63920,tt0163464,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,maria la del barrio,,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,esta historia me suena,63600,tt10540362,tvSeries,Drama,A,,Not Available,serie,imdb,esta historia me suena,,
TCL ADs (APAC),Dominican Republic,notorious,63600,tt5519574,tvSeries,"Drama,Thriller",B,,Not Available,serie,imdb,notorious,,
Televisa Univision via SpringServe,Guatemala,gata salvaje,63600,tt0327759,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,gata salvaje,,
Vidaa,Chile,amor bravio,62560,tt2266983,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,amor bravio,,
TCL ADs (APAC),Argentina,secreto de amor,62400,tt0297627,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,secreto de amor,,
Select Plus PTE LTD (CTV),Mexico,amber the ambulance season 1,62080,tt7818362,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,amber the ambulance,1,
OTTera.tv,Argentina,los archivos del fbi temporada 6,62080,,,,,,Not Available,serie,titulo,los archivos del fbi,6,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,complices al rescate,61840,tt0300748,tvSeries,"Comedy,Drama,Family",A,telenovela,Not Available,serie,imdb,complices al rescate,,
TCL ADS - Springserve,Argentina,kong kong land season 1,61680,tt21931976,tvSeries,Animation,C,,Not Available,serie,titulo,kong kong land,1,
TCL ADS - Springserve,Mexico,bbc news,61600,tt0240256,tvSeries,News,B,,VOD,serie,imdb,bbc news,,
TCL ADS - Springserve,Mexico,evidencias del crimen: temporada 2,61600,,,,,,Not Available,serie,titulo,evidencias del crimen,2,
OTTera.tv,Mexico,mr bean,61600,tt0096657,tvSeries,"Comedy,Family",B,,Not Available,serie,imdb,mr bean,,
iion Pty Ltd,Nicaragua,rider,61280,tt4215810,movie,Thriller,D,,Not Available,serie,intra_titulo,rider,,
TCL ADS - Springserve,Argentina,al jazeera,61280,tt27707476,tvSeries,News,A,,Not Available,serie,imdb,al jazeera,,
TCL ADs (APAC),Mexico,rob the ranger: season 1,60960,,,,,,Not Available,serie,titulo,rob the ranger,1,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,maria la del barrio,60880,tt0163464,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,maria la del barrio,,
iion Pty Ltd,Mexico,lily's lovely song season 1,60800,,,,,,Not Available,serie,titulo,lily's lovely song,1,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,france 24,60800,tt7712780,tvSeries,News,A,,Not Available,serie,imdb,france 24,,
OTTera.tv,Ecuador,domi kids play & learn (english) season 1,60800,,,,,,Not Available,serie,titulo,domi kids play & learn (english),1,
OTTera.tv,Argentina,tiny town season 1,60480,tt13967790,tvSeries,"Adventure,Animation,Comedy",B,,Not Available,serie,titulo,tiny town,1,
PML Digital,Mexico,the sandman: season 2 - official date announcement teaser trailer,60320,tt1751634,tvSeries,"Drama,Fantasy,Horror",D,,Not Available,serie,titulo,the sandman,2,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,rehenes,60000,tt2647258,tvSeries,"Drama,Mystery,Thriller",B,,Not Available,serie,imdb,rehenes,,
TCL ADS - Springserve,Argentina,mario + rabbids sparks of hope season 1,60000,,,,,,Not Available,serie,titulo,mario + rabbids sparks of hope,1,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,amores verdaderos,59840,tt2320524,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,amores verdaderos,,
OTTera.tv,Peru,something scary season 3,59840,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,3,
OTTera.tv,Argentina,the murky stream,59680,tt31472425,tvSeries,"Action,Drama,History",A,,Not Available,serie,imdb,the murky stream,,
TCL ADs (APAC),Chile,el peso del amor,59680,tt5189944,tvSeries,"Comedy,Drama,Romance",A,,Not Available,serie,imdb,el peso del amor,,
METAX SOFTWARE PTE. LTD. (Exchange),Argentina,the baddest bad boy,59520,tt13840630,tvMiniSeries,Comedy,A,,Not Available,serie,imdb,the baddest bad boy,,
OTTera.tv,Ecuador,e7. exo planets,59520,,,,,,Not Available,serie,titulo,exo planets,,7
Vidaa,Peru,la rosa de guadalupe,58880,tt1192302,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,la rosa de guadalupe,,
OTTera.tv,Argentina,sonic frontiers season 1,58800,,,,,,Not Available,serie,titulo,sonic frontiers,1,
NubaTV - SpringServe,Colombia,the champions: trailer,58720,tt7657124,tvSeries,"Animation,Drama,History",B,,Not Available,serie,imdb,the champions,,
Select Plus PTE LTD (CTV),Chile,the adventures of danny & the dingo,58400,tt1302810,tvSeries,Sport,A,,Not Available,serie,imdb,the adventures of danny & the dingo,,
iion Pty Ltd,Peru,guilt,57760,tt9644058,tvSeries,"Comedy,Crime,Drama",B,,Not Available,serie,imdb,guilt,,
OTTera.tv,Mexico,animacars discovery season 1,57600,,,,,,Not Available,serie,titulo,animacars discovery,1,
OTTera.tv,Argentina,forest frenzy of boonie bears season 1,57600,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,1,
TCL ADS - Springserve,Argentina,habitaciones cerradas,57600,tt4198042,tvMiniSeries,Drama,A,,Not Available,serie,imdb,habitaciones cerradas,,
PML Digital,Argentina,spring clean,57440,tt13027766,tvMiniSeries,Comedy,B,,Not Available,serie,imdb,spring clean,,
OTTera.tv,Colombia,something scary season 3,57360,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,3,
iion Pty Ltd,Mexico,seleccion natural,57280,tt8110288,tvMiniSeries,"Crime,Thriller",B,,Not Available,serie,imdb,seleccion natural,,
TCL ADs (APAC),Colombia,something scary season 4,56960,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,4,
NubaTV - SpringServe,Colombia,cashpoint,56800,tt5949660,tvSeries,Comedy,B,,Not Available,serie,imdb,cashpoint,,
OTTera.tv,Ecuador,cómo arruinar la navidad,56640,tt13492362,tvSeries,"Comedy,Drama",A,,Not Available,serie,imdb,cómo arruinar la navidad,,
OTTera.tv,Ecuador,e4. peru,56640,tt7293250,short,"Comedy,Short",D,,Not Available,serie,titulo,peru,,4
TCL ADS - Springserve,Panama,duck camp dinners season 1,56400,tt35146256,tvSeries,Reality-TV,A,,Not Available,serie,titulo,duck camp dinners,1,
Vidaa,Mexico,derbez en cuando,56240,tt0211794,tvSeries,Comedy,A,,Not Available,serie,imdb,derbez en cuando,,
TCL ADS - Springserve,Panama,dread the unsolved,56000,tt13415912,tvMiniSeries,"Horror,Mystery",A,,Not Available,serie,imdb,dread the unsolved,,
TCL ADS - Springserve,Chile,dee dee- the apprentice sorceress season 1,55840,,,,,,Not Available,serie,titulo,dee dee- the apprentice sorceress,1,
TCL ADs (APAC),Chile,notorious,55680,tt5519574,tvSeries,"Drama,Thriller",B,,Not Available,serie,imdb,notorious,,
iion Pty Ltd,Argentina,something scary season 2,55680,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,2,
PML Digital,Colombia,chicken stew season 7,55520,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,7,
TCL ADS - Springserve,Argentina,the children's kingdom season 1,55520,tt33293592,tvSeries,"Animation,Family,Music",C,,Not Available,serie,titulo,the children's kingdom,1,
TCL ADs (APAC),Colombia,robocar poli,55360,tt4763642,tvSeries,"Adventure,Animation,Comedy",B,,Not Available,serie,imdb,robocar poli,,
iion Pty Ltd,Argentina,purple devil season 1,55200,,,,,,Not Available,serie,titulo,purple devil,1,
TCL ADS - Springserve,Mexico,mr.bean,55200,tt0096657,tvSeries,"Comedy,Family",B,,Not Available,serie,imdb,mr.bean,,
OTTera.tv,Peru,ethan the dump truck season 2,55200,tt7826970,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,ethan the dump truck,2,
METAX SOFTWARE PTE. LTD. (Exchange),Peru,haus of horror,55040,tt13840526,tvMiniSeries,"Comedy,Horror",A,,Not Available,serie,imdb,haus of horror,,
TCL ADs (APAC),Peru,cain (part 3),54720,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
TCL ADs (APAC),Argentina,um anjo na terra,54720,tt0086730,tvSeries,"Drama,Fantasy",B,,Not Available,serie,imdb,um anjo na terra,,
TCL ADS - Springserve,Chile,super mario rpg season 1,54560,,,,,,Not Available,serie,titulo,super mario rpg,1,
OTTera.tv,Argentina,filly funtasia season 1,54400,tt5096624,tvSeries,"Adventure,Animation,Comedy",A,fantasia,Not Available,serie,titulo,filly funtasia,1,
OTTera.tv,Colombia,naruto shippuden temporada 4,54000,tt0988824,tvSeries,"Action,Adventure,Animation",A,,Not Available,serie,titulo,naruto shippuden,4,
iion Pty Ltd,Argentina,el puente temporada 2,52800,tt5746852,video,"Short,Thriller",B,,Not Available,serie,titulo,el puente,2,
Aluna Limited,Argentina,forest frenzy of boonie bears season 3,52560,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,3,
TCL ADS - Springserve,Chile,e1. the menu of crime,52320,,,,,,Not Available,serie,titulo,the menu of crime,,1
Select Plus PTE LTD (CTV),Costa Rica,uma & devan namaste season 1,51680,tt11730496,tvSeries,Animation,C,,Not Available,serie,titulo,uma & devan namaste,1,
TCL ADs (APAC),Ecuador,my enemy alpha,51360,tt30422901,tvMiniSeries,Drama,A,,Not Available,serie,imdb,my enemy alpha,,
Select Plus PTE LTD (CTV),Argentina,low life,51040,tt0496343,tvSeries,"Comedy,Crime,Drama",B,,Not Available,serie,imdb,low life,,
TCL ADs (APAC),Mexico,rebelde,50880,tt14153686,tvSeries,"Comedy,Drama,Music",B,infantil-familia,Not Available,serie,imdb,rebelde,,
TCL ADs (APAC),Chile,andor: season 2 - official 'win' teaser trailer,50560,tt9253284,tvSeries,"Adventure,Drama,Fantasy",D,,Not Available,serie,titulo,andor,2,
TCL ADs (APAC),Chile,eggroy season 1,50400,,,,,,Not Available,serie,titulo,eggroy,1,
OTTera.tv,Argentina,dog whisperer,49200,tt0423642,tvSeries,"Family,Reality-TV",A,,Not Available,serie,imdb,dog whisperer,,
Aluna Limited,Peru,drive thru history season 4,48480,tt1281983,tvSeries,"Documentary,Family,History",A,,Not Available,serie,titulo,drive thru history,4,
TCL ADS - Springserve,Chile,babies in car city season 1,48320,tt7826976,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,babies in car city,1,
TCL ADs (APAC),Mexico,chicken stew season 4,48000,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,4,
OTTera.tv,Argentina,dalia de las hadas episodio 2,47760,tt6771788,tvSeries,Family,C,,Not Available,serie,titulo,dalia de las hadas,,2
OTTera.tv,Dominican Republic,e5. india,47760,tt0052923,movie,"Documentary,Drama",B,,Not Available,serie,titulo,india,,5
METAX SOFTWARE PTE. LTD.,El Salvador,space series,47680,tt26008850,tvSeries,"Documentary,Short",A,,Not Available,serie,imdb,space series,,
TCL ADs (APAC),Chile,chicken stew season 1,47520,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,1,
OTTera.tv,Venezuela,forest frenzy of boonie bears season 2,47040,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,2,
OTTera.tv,Peru,yoyo season 1,47040,tt0059934,movie,"Comedy,Drama,Family",B,,Not Available,serie,titulo,yoyo,1,
TCL ADs (APAC),Colombia,the champions,46560,tt7657124,tvSeries,"Animation,Drama,History",B,,Not Available,serie,imdb,the champions,,
Vidaa,Mexico,kuma la otra esposa,46560,tt34807505,tvSeries,"Drama,Romance",A,,Not Available,serie,imdb,kuma la otra esposa,,
OTTera.tv,Mexico,e7. exo planets,46240,,,,,,Not Available,serie,titulo,exo planets,,7
iion Pty Ltd,Colombia,andor: season 2 - official stealing the tie fighter clip,45840,tt9253284,tvSeries,"Adventure,Drama,Fantasy",D,,Not Available,serie,titulo,andor,2,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,fireworks of my heart,45760,tt24532414,tvSeries,"Action,Romance",A,,Not Available,serie,imdb,fireworks of my heart,,
OTTera.tv,Ecuador,monster town season 1,45600,tt8561356,tvSeries,Animation,D,,Not Available,serie,titulo,monster town,1,
OTTera.tv,Venezuela,sobreviví,45600,tt0492429,tvSeries,"Biography,Documentary,Drama",B,,Not Available,serie,imdb,sobreviví,,
Vidaa,Honduras,lo imperdonable,45200,tt4561466,tvSeries,Drama,B,telenovela,Not Available,serie,imdb,lo imperdonable,,
iion Pty Ltd,Mexico,rob the ranger: season 1,44880,,,,,,Not Available,serie,titulo,rob the ranger,1,
Vidaa,Honduras,una familia con suerte,44720,tt1853455,tvSeries,"Comedy,Drama,Family",A,telenovela,Not Available,serie,imdb,una familia con suerte,,
Select Plus PTE LTD (CTV),Honduras,the baddest bad boy,44640,tt13840630,tvMiniSeries,Comedy,A,,Not Available,serie,imdb,the baddest bad boy,,
TCL ADS - Springserve,Chile,haus of horror,44480,tt13840526,tvMiniSeries,"Comedy,Horror",A,,Not Available,serie,imdb,haus of horror,,
TCL ADS - Springserve,Chile,animacars season 2,44400,tt10051414,tvSeries,Animation,C,,Not Available,serie,titulo,animacars,2,
OTTera.tv,Venezuela,tech news,44320,tt38777214,tvSeries,News,A,,Not Available,serie,imdb,tech news,,
OTTera.tv,Venezuela,the supers season 1,43840,tt7493770,movie,"Action,Adventure,Comedy",B,,Not Available,serie,titulo,the supers,1,
Aluna Limited,Peru,locked in hellsend,43840,,,,,,Not Available,serie,intra_titulo,Locked in Hellsend,,
Select Plus PTE LTD (CTV),Dominican Republic,doom patrol   season 2 official trailer   hbo max,43840,tt8416494,tvSeries,"Action,Adventure,Comedy",B,"drama,fantasia,sci-fi",Not Available,serie,titulo,doom patrol,2,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,todas las flores,43520,tt22309050,tvSeries,"Crime,Drama",B,telenovela,Not Available,serie,imdb,todas las flores,,
Vidaa,Argentina,que bonito amor,43120,tt2394172,tvSeries,"Drama,Music,Romance",B,telenovela,Not Available,serie,imdb,que bonito amor,,
TCL ADS - Springserve,Mexico,curse of the dragon king,42880,tt31416330,tvMiniSeries,Romance,A,,Not Available,serie,imdb,curse of the dragon king,,
iion Pty Ltd,Chile,chicken stew season 2,42720,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,2,
TCL ADs (APAC),Chile,super truck season 1,42240,,,,,,Not Available,serie,titulo,super truck,1,
iion Pty Ltd,Argentina,kukuli season 1,42000,tt8591252,tvSeries,"Animation,Comedy,Family",B,,Not Available,serie,titulo,kukuli,1,
TCL ADS - Springserve,Argentina,kukuli-ep7-brush your teeth,41760,tt8591252,tvSeries,"Animation,Comedy,Family",B,,Not Available,serie,titulo,kukuli,,7
TCL ADs (APAC),Argentina,the kingdom,41760,tt37150947,tvSeries,"Documentary,Sport",B,,Not Available,serie,imdb,the kingdom,,
TCL ADS - Springserve,Chile,e4. peru,41440,tt7293250,short,"Comedy,Short",D,,Not Available,serie,titulo,peru,,4
Vidaa,Mexico,la dinastia,40560,tt21327954,tvSeries,Drama,A,,Not Available,serie,imdb,la dinastia,,
Televisa Univision via SpringServe,Costa Rica,alborada,40320,tt0459675,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,alborada,,
Select Plus PTE LTD (CTV),Peru,tom the tow truck season 1,40160,tt5911560,tvSeries,Family,A,,Not Available,serie,titulo,tom the tow truck,1,
iion Pty Ltd,Argentina,e4. treasures of nicaragua,39840,,,,,,Not Available,serie,titulo,treasures of nicaragua,,4
iion Pty Ltd,Peru,something scary season 1,39840,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,1,
Televisa Univision via SpringServe,Mexico,wendy perdida pero famosa,39840,tt29429100,tvSeries,Reality-TV,A,,Not Available,serie,imdb,wendy perdida pero famosa,,
Vidaa,Argentina,totalmente diva,39520,tt5222314,tvSeries,"Comedy,Drama,Romance",A,telenovela,Not Available,serie,imdb,totalmente diva,,
TCL ADs (APAC),Chile,eddie is a yeti season 1,39360,tt5814746,tvMiniSeries,Animation,A,,Not Available,serie,titulo,eddie is a yeti,1,
Select Plus PTE LTD (CTV),Ecuador,miniforce  season 1,38880,tt9198020,tvSeries,"Action,Adventure,Animation",A,infantil-familia,Not Available,serie,titulo,miniforce,1,
PML Digital,Peru,caronte,38720,tt9204142,tvSeries,"Action,Adventure,Crime",B,,Not Available,serie,imdb,caronte,,
OTTera.tv,Argentina,carl the super truck season 1,38720,tt7818360,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,carl the super truck,1,
Select Plus PTE LTD (CTV),Chile,judas,38560,tt9537450,tvSeries,"Biography,Crime,Drama",B,,Not Available,serie,imdb,judas,,
TCL ADs (APAC),Chile,babies in car city season 1,38400,tt7826976,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,babies in car city,1,
Select Plus PTE LTD (CTV),Venezuela,e9. lake superior,38400,,,,,,Not Available,serie,titulo,lake superior,,9
Vidaa  APAC Hisense Headquarter,Guatemala,amor real,38000,tt0341281,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,amor real,,
TCL ADs (APAC),Mexico,the%20great%20pottery%20throw%20down%20season%204%20%20%20official%20trailer%20%20%20hbo%20max,37920,tt6417190,tvSeries,"Game-Show,Reality-TV",A,,Not Available,serie,imdb,the%20great%20pottery%20throw%20down%20season%204%20%20%20official%20trailer%20%20%20hbo%20max,,
Televisa Univision via SpringServe,Argentina,india - una historia de amor,37840,tt1360961,tvSeries,"Adventure,Drama,Romance",A,telenovela,Not Available,serie,imdb,india - una historia de amor,,
OTTera.tv,Argentina,lie to me,37440,tt1235099,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,lie to me,,
TCL ADs (APAC),Chile,chicken stew season 2,37280,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,2,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,juana la virgen,36800,tt0312151,tvSeries,Drama,B,"romance,telenovela",Not Available,serie,imdb,juana la virgen,,
OTTera.tv,Chile,melody,36800,tt25437934,tvSeries,"Comedy,Drama,Musical",B,,Not Available,serie,imdb,melody,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,dulce desafio,36480,tt0213343,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,dulce desafio,,
iion Pty Ltd,Argentina,kukuli season 1,36480,tt8591252,tvSeries,"Animation,Comedy,Family",B,,Not Available,serie,titulo,kukuli,1,
EXTE - Rich Audience Marketplace (oRTB),Mexico,lo que la vida me robó capítulo 31,36480,tt3223004,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,titulo,lo que la vida me robó,,31
iion Pty Ltd,Chile,hunterrr,36480,tt4333674,movie,"Comedy,Romance",C,,Not Available,serie,intra_titulo,Hunterrr,,
OTTera.tv,Mexico,turma da mônica,36000,tt5480832,tvSeries,"Adventure,Animation,Comedy",B,,Not Available,serie,imdb,turma da mônica,,
