Publisher,Country,contentTitle,contentGenre,contentCategory_relleno,cat_nombres,evidencia,veredicto,detalle,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,genero_vs_imdb,conflicto_intra_titulo,Total Requests,prop_iab22,prop_iab22_nombres,prop_iab10,nivel_actual,nivel_propuesto,prop_evidencia,prop_forma_origen
Vidaa,Mexico,atrevete a sonar,drama,[IAB12],News,externa,contradice,vertical:noticias,tt1364356,tvSeries,"Drama,Romance",B,coincide,vertical,20719440,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Televisa Univision via SpringServe,Argentina,avenida brasil,drama,[IAB12],News,externa,contradice,vertical:noticias,tt2303077,tvSeries,"Crime,Drama,Thriller",B,coincide,,20473680,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Vidaa,Mexico,la familia p luche,comedy,[IAB12],News,externa,contradice,vertical:noticias,tt1244672,tvSeries,Comedy,A,coincide,vertical,20405600,[646],Television > Comedy TV,[IAB1-7],1,3,externa,imdb
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,los chicos son mejores que las flores,drama,[IAB12],News,externa,contradice,vertical:noticias,tt1370334,tvSeries,"Comedy,Drama,Romance",A,coincide,,19764000,"[646, 647]",Television > Comedy TV | Television > Drama TV,[IAB1-7],1,3,externa,imdb
PML Digital,Argentina,humble pie,"drama,comedy",[sports],sports,externa,contradice,vertical:deportes,tt0790612,movie,"Comedy,Drama",B,coincide,vertical,18296000,"[330, 333]",Movies > Comedy Movies | Movies > Drama Movies,[IAB1-5],1,3,externa,imdb
PML Digital,Argentina,catalunya �ber alles!,drama,[sports],sports,interna,contradice,vertical:deportes,,,,,no_comparable,,18242080,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,en nombre del amor,drama,[IAB12],News,externa,contradice,vertical:noticias,tt3797868,movie,"Drama,Romance",B,coincide,,18011360,"[333, 326, 330]",Movies > Drama Movies | Movies > Romance Movies | Movies > Comedy Movies,[IAB1-5],1,3,externa,imdb
Vidaa,Mexico,nosotros los guapos,comedy,[IAB12],News,externa,contradice,vertical:noticias,tt7112114,tvSeries,Comedy,A,coincide,vertical,16838480,[646],Television > Comedy TV,[IAB1-7],1,3,externa,imdb
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,la hija del mariachi,drama,[IAB12],News,externa,contradice,vertical:noticias,tt0496199,tvSeries,"Drama,Music,Romance",B,coincide,,15615520,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,carita de angel,Drama,[IAB12],News,externa,contradice,vertical:noticias,tt0023775,movie,"Drama,Romance",B,coincide,,14835360,"[333, 326]",Movies > Drama Movies | Movies > Romance Movies,[IAB1-5],1,3,externa,imdb
Vidaa,Mexico,la usurpadora 1998,drama,[IAB12],News,interna,contradice,vertical:noticias,,,,,no_comparable,vertical,14648560,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
Vidaa,Mexico,acelerados,Sports,[IAB1-6],Music,externa,contradice,vertical:musica,tt7057612,tvSeries,Sport,B,sin_genero_declarado,,14453200,[483],Sports,[IAB17],1,1,externa,imdb
TCL ADS - Springserve,Chile,game scoop! 807: i played ninja gaiden ragebound,"entertainment,review,gaming & e-sports",[IAB9-30],Video & Computer Games,interna,contradice,vertical:videojuegos,,,,,no_comparable,,14039840,[483],Sports,[IAB17],1,2,interna,
OTTera.tv,Ecuador,pie in the sky,"drama,family,comedy",[IAB1-7],Television,externa,contradice,forma:tv!=pelicula,tt13628362,movie,"Comedy,Drama,Family",B,coincide,,13555440,"[330, 333, 334]",Movies > Comedy Movies | Movies > Drama Movies | Movies > Family and Children Movies,[IAB1-5],2,3,externa,imdb
Roku - oRTB,Puerto Rico,epg,"romance,entertainment","[IAB1-5, IAB1-7, IAB11, IAB11-2, IAB12]","Movies | Television | Law, Gov't & Politics | Legal Issues | News",interna,contradice,vertical:noticias;vertical:politica,,,,,no_comparable,,13488160,[326],Movies > Romance Movies,[IAB1],2,2,interna,
Vidaa,Mexico,por ella soy eva,comedy,[IAB12],News,interna,contradice,vertical:noticias,tt2206767,tvSeries,Drama,C,no_comparable,vertical,11640800,"[330, 646]",Movies > Comedy Movies | Television > Comedy TV,[IAB1],1,2,interna,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,el amor invencible,drama,[IAB12],News,externa,contradice,vertical:noticias,tt22188282,tvSeries,Drama,A,coincide,,11386880,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,amar a muerte,drama,[IAB12],News,externa,contradice,vertical:noticias,tt8682608,tvSeries,Drama,A,coincide,,11276480,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,tres veces ana,drama,[IAB12],News,externa,contradice,vertical:noticias,tt5378734,tvSeries,"Drama,Romance",B,coincide,,11125920,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,la fuerza del destino,drama,[IAB12],News,externa,contradice,vertical:noticias,tt0118055,movie,"Drama,Romance",B,coincide,,10932160,"[333, 326]",Movies > Drama Movies | Movies > Romance Movies,[IAB1-5],1,3,externa,imdb
Vidaa,Mexico,que pobres tan ricos,comedy,[IAB12],News,externa,contradice,vertical:noticias,tt3307334,tvSeries,Comedy,A,coincide,vertical,10837600,"[646, 642]",Television > Comedy TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
