Publisher,Country,contentTitle,contentGenre,contentCategory,cat_nombres,evidencia,veredicto,detalle,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,genero_vs_imdb,conflicto_intra_titulo,Total Requests,prop_iab22,prop_iab22_nombres,prop_iab10,nivel_actual,nivel_propuesto,prop_evidencia,prop_forma_origen
TCL ADs (APAC),Mexico,la flamme rouge,Horror,[-7],,,,,tt10298870,movie,"Crime,Drama,Thriller",A,no_coincide,,1394080,"[331, 333]",Movies > Crime and Mystery Movies | Movies > Drama Movies,[IAB1-5],0,3,externa,imdb
iion Pty Ltd,Peru,penance lane: trailer,Drama,[-7],,,,,tt1964995,movie,Horror,A,no_coincide,,1377120,[336],Movies > Horror Movies,[IAB1-5],0,3,externa,imdb
PML Digital,Argentina,espectáculo de horror,"drama,horror",[-7],,,,,,,,,no_comparable,,1363200,"[333, 647, 336]",Movies > Drama Movies | Television > Drama TV | Movies > Horror Movies,[IAB1],0,2,interna,
OTTera.tv,Peru,mutually_trailer,Romance,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1333920,[326],Movies > Romance Movies,[IAB1],1,2,interna,
TCL ADs (APAC),Mexico,the baddest bad boy,Comedy,[-7],,,,,tt13840630,tvMiniSeries,Comedy,A,coincide,,1326880,[646],Television > Comedy TV,[IAB1-7],0,3,externa,imdb
iion Pty Ltd,Mexico,the tramped,Drama,[-7],,,,,tt26628636,movie,Drama,A,coincide,,1314240,[333],Movies > Drama Movies,[IAB1-5],0,3,externa,imdb
TCL ADS - Springserve,Mexico,toro tibúron 3,"action,thriller",[-7],,,,,,,,,no_comparable,,1311360,"[325, 331]",Movies > Action and Adventure Movies | Movies > Crime and Mystery Movies,[IAB1],0,2,interna,
iion Pty Ltd,Mexico,private place,Drama,[-7],,,,,,,,,no_comparable,,1309440,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],0,2,interna,
Vidaa,Mexico,las estrellas,newspublic affairstalk,[IAB12],News,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,1302640,,,,1,1,ninguna,
Roku - oRTB,Puerto Rico,epg,entertainment,[IAB1-7],Television,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,1167680,,,,2,2,ninguna,declarado
TCL ADs (APAC),Mexico,beast no more: trailer,"drama,horror,thriller",[-7],,,,,tt4634402,movie,"Horror,Thriller",A,coincide,,1127520,"[336, 331]",Movies > Horror Movies | Movies > Crime and Mystery Movies,[IAB1-5],0,3,externa,imdb
TCL ADs (APAC),Ecuador,a queen’s bargain,Adventure,[-7],,,,,,,,,no_comparable,,1114560,[325],Movies > Action and Adventure Movies,[IAB1],0,2,interna,
OTTera.tv,Costa Rica,basement_trailer,"horror,thriller",[-7],,,,,,,,,no_comparable,,1106240,"[331, 336]",Movies > Crime and Mystery Movies | Movies > Horror Movies,[IAB1],0,2,interna,
Roku - oRTB,Mexico,epg,"sports,baseball","[IAB1-5, IAB17]",Movies | Sports,interna,coincide,,,,,,no_comparable,,1100320,,,,2,2,interna,declarado
TCL ADS - Springserve,Mexico,lago fantasma,Horror,[-7],,,,,,,,,no_comparable,,1067200,[336],Movies > Horror Movies,[IAB1],0,2,interna,
iion Pty Ltd,Argentina,what a girl wants,Drama,[-7],,,,,tt0286788,movie,"Comedy,Drama,Family",B,coincide,,1057280,"[330, 333, 334]",Movies > Comedy Movies | Movies > Drama Movies | Movies > Family and Children Movies,[IAB1-5],0,3,externa,imdb
TCL ADS - Springserve,Mexico,hooded angels: trailer,Western,[-7],,,,,tt0225865,movie,"Action,Drama,Western",A,coincide,,1043840,"[325, 333]",Movies > Action and Adventure Movies | Movies > Drama Movies,[IAB1-5],0,3,externa,imdb
TCL ADS - Springserve,Mexico,impossible horror,"horror,horror,adventure,drama,thriller",[-7],,,,,tt7509538,movie,Horror,A,coincide,,969920,[336],Movies > Horror Movies,[IAB1-5],0,3,externa,imdb
TCL ADS - Springserve,Mexico,flesh and blood: trailer,drama,[-7],,,,,tt0089153,movie,"Adventure,Drama",B,coincide,,967200,"[325, 333]",Movies > Action and Adventure Movies | Movies > Drama Movies,[IAB1-5],0,3,externa,imdb
iion Pty Ltd,Chile,catalunya �ber alles!,Drama,[-7],,,,,,,,,no_comparable,,961120,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],0,2,interna,
Televisa Univision via SpringServe,Mexico,las estrellas,sports talkbaseballfootballbasketball,[-7],,,,,,,,,no_comparable,,938720,,,[IAB1],0,0,ninguna,
iion Pty Ltd,Mexico,canal 6 monterrey,"entertainment,spanish entertainment",[-7],,,,,,,,,no_comparable,,937200,,,[IAB1],0,1,ninguna,
iion Pty Ltd,Mexico,still human,Documentary,[-7],,,,,tt11584270,movie,Documentary,B,coincide,,930240,[332],Movies > Documentary Movies,[IAB1-5],0,3,externa,imdb
OTTera.tv,Argentina,bollywood classic,Entertainment,[-7],,,,,,,,,no_comparable,,917520,,,[IAB1],0,1,ninguna,
"Coocaa, a SKYWORTH company",Peru,the cube usa ep 9 lean on me,Not Applicable,[IAB1-7],Television,interna,coincide,,,,,,no_comparable,,907360,,,,2,2,ninguna,titulo
"Coocaa, a SKYWORTH company",Peru,desafio com gabigol e everton ribeiro,entertainment,[IAB17],Sports,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,858240,[640],Television,[IAB1-7],1,2,serie,contentSeries
TCL ADS - Springserve,Mexico,no dresscode required,Documentary,[-7],,,,,,,,,no_comparable,,850720,"[332, 648]",Movies > Documentary Movies | Television > Factual TV,[IAB1],0,2,interna,
OTTera.tv,Peru,cicatrices serbias,Action,[IAB1],Arts & Entertainment,externa,compatible,generico,tt0892392,movie,"Action,Drama,Thriller",A,coincide,,848000,"[325, 333, 331]",Movies > Action and Adventure Movies | Movies > Drama Movies | Movies > Crime and Mystery Movies,[IAB1-5],1,3,externa,imdb
OTTera.tv,Colombia,hatchback: trailer,"romance,comedy",[IAB1],Arts & Entertainment,externa,compatible,generico,tt5982922,movie,Comedy,B,coincide,,839680,[330],Movies > Comedy Movies,[IAB1-5],1,3,externa,imdb
iion Pty Ltd,Mexico,tainted,Action,[-7],,,,,tt3952864,movie,"Crime,Drama,Thriller",B,no_coincide,,829280,"[331, 333]",Movies > Crime and Mystery Movies | Movies > Drama Movies,[IAB1-5],0,3,externa,imdb
Televisa Univision via SpringServe,Mexico,Not Applicable,Action,[-7],,,,,,,,,no_comparable,,828400,[325],Movies > Action and Adventure Movies,[IAB1],0,2,interna,
TCL ADs (APAC),Argentina,salt bike: a year with the baron (narrated by ewan mcgregor)_trailer,"documentary,biography",[-7],,,,,,,,,no_comparable,,825360,"[332, 648]",Movies > Documentary Movies | Television > Factual TV,[IAB1],0,2,interna,
TV Azteca - Springserve,Mexico,Not Applicable,"genre_adventure,genre_fantasy",[-7],,,,,,,,,no_comparable,,808080,,,[IAB1],0,0,ninguna,
TCL ADS - Springserve,Dominican Republic,american apocalypse: trailer,"horror,drama,thriller",[-7],,,,,tt2292196,movie,Thriller,A,coincide,,805280,[331],Movies > Crime and Mystery Movies,[IAB1-5],0,3,externa,imdb
OTTera.tv,Argentina,basement_trailer,"horror,thriller",[-7],,,,,,,,,no_comparable,,796080,"[331, 336]",Movies > Crime and Mystery Movies | Movies > Horror Movies,[IAB1],0,2,interna,
OTTera.tv,Mexico,doom%3a%20the%20dark%20ages%20-%20official%20limited%20edition%20collection%20trailer,other,[-7],,,,,,,,,no_comparable,,795840,,,[IAB1],0,1,ninguna,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,cuidado con el angel,Drama,"[IAB1, IAB1-5]",Arts & Entertainment | Movies,externa,contradice,forma:pelicula!=tv,tt1245565,tvSeries,"Drama,Romance",B,coincide,vertical,780000,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],2,3,externa,imdb
Pluto LATAM via SpringServe,Chile,Not Applicable,Anime,"[329, 641]",Movies > Animation Movies | Television > Animation TV,interna,coincide,,,,,,no_comparable,,776640,,,,3,3,interna,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,renta congelada,comedy,[-7],,,,,tt8056202,tvSeries,Comedy,A,coincide,,774240,[646],Television > Comedy TV,[IAB1-7],0,3,externa,imdb
Unruly Group LLC (oRTB),Colombia,Not Applicable,Not Applicable,[-7],,,,,,,,,no_comparable,,774240,,,[IAB1],0,0,ninguna,
OTTera.tv,Mexico,forgiven,western%2cdrama,[-7],,,,,tt1773432,movie,"Drama,Western",B,sin_genero_declarado,,772320,[333],Movies > Drama Movies,[IAB1-5],0,3,externa,imdb
OTTera.tv,Uruguay,frasco de asesinato,"crime,mystery,thriller",[-7],,,,,,,,,no_comparable,,768640,[331],Movies > Crime and Mystery Movies,[IAB1],0,2,interna,
TCL ADS - Springserve,Argentina,cgtn-espanol,News,[-7],,,,,,,,,no_comparable,,759680,[379],News and Politics,[IAB12],0,1,interna,
OTTera.tv,Mexico,morte em pequenas doses,"drama,thriller,mystery",[-7],,,,,tt0112835,tvMovie,"Crime,Drama,Thriller",A,coincide,,753920,"[331, 333, 647]",Movies > Crime and Mystery Movies | Movies > Drama Movies | Television > Drama TV,[IAB1],0,2,externa,
Select Plus PTE LTD (CTV),Mexico,jagaban,Drama,[-7],,,,,,,,,no_comparable,,746240,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],0,2,interna,
OTTera.tv,Mexico,magic kimono,"drama,mystery,comedy",[IAB1],Arts & Entertainment,externa,compatible,generico,tt4437544,movie,"Comedy,Drama,Mystery",A,coincide,,745440,"[330, 333, 331]",Movies > Comedy Movies | Movies > Drama Movies | Movies > Crime and Mystery Movies,[IAB1-5],1,3,externa,imdb
Vidaa,Argentina,jajaja,Comedy,[IAB1-7],Television,externa,contradice,forma:tv!=pelicula,tt1452626,movie,"Comedy,Drama,Romance",A,coincide,,741760,"[330, 333, 326]",Movies > Comedy Movies | Movies > Drama Movies | Movies > Romance Movies,[IAB1-5],2,3,externa,imdb
METAX SOFTWARE PTE. LTD.,Panama,tyc sports fan,Sports,[IAB17],Sports,interna,coincide,,,,,,no_comparable,,738080,,,,1,1,interna,
METAX SOFTWARE PTE. LTD.,Dominican Republic,kung fu,movie,"[IAB1, IAB1-5]",Arts & Entertainment | Movies,externa,coincide,,tt0373074,movie,"Action,Comedy,Fantasy",B,sin_genero_declarado,,737280,"[325, 330, 335]",Movies > Action and Adventure Movies | Movies > Comedy Movies | Movies > Fantasy Movies,[IAB1-5],2,3,externa,imdb
OTTera.tv,Argentina,goliad uprising,"sci-fi,thriller",[-7],,,,,tt2023497,movie,"Sci-Fi,Thriller",A,coincide,,733600,"[327, 331]",Movies > Science Fiction Movies | Movies > Crime and Mystery Movies,[IAB1-5],0,3,externa,imdb
TV Azteca - Springserve,Mexico,Not Applicable,"genre_adventure,genre_family,genre_sci_fi",[-7],,,,,,,,,no_comparable,,732960,,,[IAB1],0,0,ninguna,
iion Pty Ltd,Mexico,lost%20in%20the%20maze,Not Applicable,[-7],,,,,tt29602142,movie,Documentary,A,sin_genero_declarado,,725600,[332],Movies > Documentary Movies,[IAB1-5],0,3,externa,imdb
Select Plus PTE LTD (CTV),Mexico,guilt,Drama,[-7],,,,,tt9644058,tvSeries,"Comedy,Crime,Drama",B,coincide,,723520,"[646, 647]",Television > Comedy TV | Television > Drama TV,[IAB1-7],0,3,externa,imdb
Kargo,Puerto Rico,Not Applicable,Not Applicable,[-7],,,,,,,,,no_comparable,,720320,,,[IAB1],0,0,ninguna,
TCL ADS - Springserve,Mexico,28 years later - exclusive behind the scenes clip,documentary,[-7],,,,,,,,,no_comparable,,720000,"[332, 648]",Movies > Documentary Movies | Television > Factual TV,[IAB1],0,2,interna,
NubaTV - SpringServe,Chile,humble pie,"drama,comedy",[-7],,,,,tt0790612,movie,"Comedy,Drama",B,coincide,,707840,"[330, 333]",Movies > Comedy Movies | Movies > Drama Movies,[IAB1-5],0,3,externa,imdb
OTTera.tv,Mexico,st. urbain's horseman,Romance,[-7],,,,,tt0830165,tvMiniSeries,Drama,A,no_coincide,,697440,[647],Television > Drama TV,[IAB1-7],0,3,externa,imdb
TCL ADS - Springserve,Mexico,las 3 marias,"español,spanish classics",[Live],Live,ninguna,no_evaluable,sin_codigo_evaluable,,,,,no_comparable,,694880,,,,0,0,ninguna,
TCL ADS - Springserve,Mexico,a little death,Horror,[-7],,,,,tt13485478,short,"Comedy,Horror,Short",B,coincide,,678880,"[330, 646, 336]",Movies > Comedy Movies | Television > Comedy TV | Movies > Horror Movies,[IAB1],0,2,externa,
TCL ADS - Springserve,Mexico,judas,"drama,romance,sci-fi,anime,action",[-7],,,,,tt9537450,tvSeries,"Biography,Crime,Drama",B,coincide,,672160,"[648, 647]",Television > Factual TV | Television > Drama TV,[IAB1-7],0,3,externa,imdb
OTTera.tv,Chile,ari,"drama,comedy",[IAB1],Arts & Entertainment,externa,compatible,generico,tt4538044,short,"Comedy,Drama,Family",B,coincide,,670880,"[330, 646, 333, 647, 334, 645]",Movies > Comedy Movies | Television > Comedy TV | Movies > Drama Movies | Television > Drama TV | Movies > Family and Children Movies | Television > Children's TV,[IAB1],1,2,externa,
AWG Media,Argentina,ep 57 heels over head,"animation,family,sport","[IAB1-7, IAB17-12]",Television | Football,interna,coincide,,,,,,no_comparable,,667840,,,,2,2,interna,contentSeries
OTTera.tv,Chile,an american attorney in london,"drama,fantasy",[IAB1],Arts & Entertainment,externa,compatible,generico,tt5813616,short,"Drama,Short",A,coincide,,663040,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,externa,
OTTera.tv,Colombia,monster prom 4: monster con - official trailer   galaxies gaming showcase 2025,Not Applicable,[-7],,,,,,,,,no_comparable,,660640,,,[IAB1],0,0,ninguna,
Pluto LATAM via SpringServe,Argentina,Not Applicable,Drama,"[333, 647]",Movies > Drama Movies | Television > Drama TV,interna,coincide,,,,,,no_comparable,,660000,,,,3,3,interna,
AWG Media,Argentina,chicago p.d. ep 705: brother's keeper,"action,crime,drama,mystery,thriller",[IAB1-7],Television,externa,coincide,,tt2805096,tvSeries,"Action,Crime,Drama",A,coincide,,658720,[647],Television > Drama TV,[IAB1-7],2,3,externa,titulo
iion Pty Ltd,Peru,rollers: trailer,Drama,[-7],,,,,tt9124868,movie,Comedy,B,no_coincide,,646080,[330],Movies > Comedy Movies,[IAB1-5],0,3,externa,imdb
PML Digital,Chile,the rapist,Drama,[-7],,,,,tt0256308,movie,"Crime,Drama,Horror",B,coincide,,629920,"[331, 333, 336]",Movies > Crime and Mystery Movies | Movies > Drama Movies | Movies > Horror Movies,[IAB1-5],0,3,externa,imdb
TCL ADS - Springserve,Mexico,amor bajo la luz de la luna,Not Applicable,[-7],,,,,,,,,no_comparable,,621600,,,[IAB1],0,0,ninguna,
OTTera.tv,Chile,captain america: brave new world - official 'buy it now on digital' trailer,other,[IAB1],Arts & Entertainment,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,618880,,,,1,1,ninguna,
iion Pty Ltd,Mexico,the 808,Reality,[-7],,,,,tt1090816,tvSeries,Reality-TV,A,coincide,,618240,[651],Television > Reality TV,[IAB1-7],0,3,externa,imdb
iion Pty Ltd,Mexico,lady bug,thriller,[-7],,,,,tt2766804,movie,Thriller,B,coincide,,614720,[331],Movies > Crime and Mystery Movies,[IAB1-5],0,3,externa,imdb
TCL ADS - Springserve,Mexico,grumpy%20grannies%20,Not Applicable,[-7],,,,,tt19306948,movie,Comedy,A,sin_genero_declarado,,614400,[330],Movies > Comedy Movies,[IAB1-5],0,3,externa,imdb
Select Plus PTE LTD (CTV),Peru,hatchback: trailer,Romance,[-7],,,,,tt5982922,movie,Comedy,B,no_coincide,,613280,[330],Movies > Comedy Movies,[IAB1-5],0,3,externa,imdb
"Coocaa, a SKYWORTH company",Costa Rica,rodrigo góes - ciência sem fim (2/2),talk show,[IAB1-5],Movies,interna,contradice,forma:pelicula!=tv,,,,,no_comparable,,610400,[640],Television,[IAB1-7],2,2,interna,contentSeries
TCL ADs (APAC),Mexico,the chaplain,Crime,[-7],,,,,tt8678076,movie,Drama,D,no_comparable,,610400,[331],Movies > Crime and Mystery Movies,[IAB1],0,2,interna,
TCL ADS - Springserve,Mexico,chariot,Thriller,[-7],,,,,tt2531362,movie,"Drama,Mystery,Thriller",B,coincide,,610240,"[333, 331]",Movies > Drama Movies | Movies > Crime and Mystery Movies,[IAB1-5],0,3,externa,imdb
"Coocaa, a SKYWORTH company",Costa Rica,karla felmanas - flow,interview,[IAB1-5],Movies,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,vertical,607040,,,,2,2,serie,contentSeries
iion Pty Ltd,Argentina,no te desvanezcas,drama,[-7],,,,,,,,,no_comparable,,605440,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],0,2,interna,
TCL ADs (APAC),Mexico,house in time,Drama,[-7],,,,,tt14242854,movie,"Drama,Fantasy,Mystery",A,coincide,,605280,"[333, 335, 331]",Movies > Drama Movies | Movies > Fantasy Movies | Movies > Crime and Mystery Movies,[IAB1-5],0,3,externa,imdb
"Coocaa, a SKYWORTH company",Colombia,transplant s4 ep 3 home,Not Applicable,"[IAB1-7, IAB19-29]",Television | Entertainment,externa,contradice,vertical:tecnologia,tt10936342,tvSeries,Drama,B,sin_genero_declarado,,604640,[647],Television > Drama TV,[IAB1-7],2,3,externa,titulo
Vidaa,Mexico,el privilegio de amar,drama,[IAB12],News,externa,contradice,vertical:noticias,tt0211849,tvSeries,"Drama,Romance",A,coincide,,603600,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Televisa Univision via SpringServe,El Salvador,Not Applicable,sports,[-7],,,,,,,,,no_comparable,,602720,[483],Sports,[IAB17],0,1,interna,
"Coocaa, a SKYWORTH company",Costa Rica,the cube usa ep 10 dwyane wade. show me the ladder!,"game show, reality competition, team challenges, physical & mental games, prize money",[IAB1-7],Television,interna,coincide,,,,,,no_comparable,,601440,,,,2,2,interna,titulo
iion Pty Ltd,Mexico,lilith's hell,Horror,[-7],,,,,tt3753266,movie,Horror,A,coincide,,592480,[336],Movies > Horror Movies,[IAB1-5],0,3,externa,imdb
PML Digital,Chile,william kelly's war: trailer,Action,[-7],,,,,tt4149656,movie,"Drama,War",A,coincide,,589760,"[333, 325]",Movies > Drama Movies | Movies > Action and Adventure Movies,[IAB1-5],0,3,externa,imdb
iion Pty Ltd,Mexico,7 nights of darkness: trailer,horror,[-7],,,,,tt2072029,movie,"Horror,Mystery",A,coincide,,589280,"[336, 331]",Movies > Horror Movies | Movies > Crime and Mystery Movies,[IAB1-5],0,3,externa,imdb
TCL ADS - Springserve,Argentina,bathroom stalls & parking lots,comedy,[-7],,,,,tt8703884,movie,"Comedy,Drama",A,coincide,,586560,"[330, 333]",Movies > Comedy Movies | Movies > Drama Movies,[IAB1-5],0,3,externa,imdb
TCL ADS - Springserve,Mexico,close encounters of the 4th kind: infestation from mars,"sci-fi,action,movies & tv,horror & thriller,feature film",[-7],,,,,tt0427077,video,Sci-Fi,A,coincide,,586400,[327],Movies > Science Fiction Movies,[IAB1-5],0,3,externa,genero
OTTera.tv,Mexico,el invierno de pablo,Documentary,[-7],,,,,tt2448866,movie,Documentary,A,coincide,,584480,[332],Movies > Documentary Movies,[IAB1-5],0,3,externa,imdb
AWG Media,Colombia,a copa começou e o ninja está poderosíssimo,Entertainment,[IAB1-5],Movies,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,vertical,580640,,,,2,2,serie,contentSeries
iion Pty Ltd,Chile,howling village,"horror,other,mystery,thriller",[-7],,,,,tt10919074,movie,"Horror,Mystery,Thriller",A,coincide,,574080,"[336, 331]",Movies > Horror Movies | Movies > Crime and Mystery Movies,[IAB1-5],0,3,externa,imdb
"Coocaa, a SKYWORTH company",Colombia,josé josé - el triste,Entertainment,[IAB1-6],Music,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,558560,[640],Television,[IAB1-7],1,2,serie,contentSeries
iion Pty Ltd,Mexico,lurking woods,Horror,[-7],,,,,tt4987454,movie,"Horror,Mystery,Thriller",A,coincide,,558080,"[336, 331]",Movies > Horror Movies | Movies > Crime and Mystery Movies,[IAB1-5],0,3,externa,imdb
iion Pty Ltd,Argentina,rob the ranger: season 1,Documentary,[-7],,,,,,,,,no_comparable,,552960,[648],Television > Factual TV,[IAB1-7],0,3,interna,titulo
TCL ADs (APAC),Mexico,bigger than a breadbox,Comedy,[-7],,,,,tt11729562,short,"Comedy,Short",A,coincide,,549920,"[330, 646]",Movies > Comedy Movies | Television > Comedy TV,[IAB1],0,2,externa,
Pluto LATAM via SpringServe,Mexico,Not Applicable,Action,[325],Movies > Action and Adventure Movies,interna,coincide,,,,,,no_comparable,,549040,,,,3,3,interna,declarado
Select Plus PTE LTD (CTV),Mexico,zarra's law_trailer,Crime,[-7],,,,,,,,,no_comparable,,546400,[331],Movies > Crime and Mystery Movies,[IAB1],0,2,interna,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,al diablo con los guapos,drama,[-7],,,,,tt1132292,tvSeries,"Drama,Romance",A,coincide,,545360,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],0,3,externa,imdb
iion Pty Ltd,Mexico,alto: trailer,Romance,[-7],,,,,tt1577040,movie,"Comedy,Family,Romance",B,coincide,,544160,"[330, 334, 326, 333]",Movies > Comedy Movies | Movies > Family and Children Movies | Movies > Romance Movies | Movies > Drama Movies,[IAB1-5],0,3,externa,imdb
TCL ADs (APAC),Mexico,vile_trailer,Horror,[-7],,,,,,,,,no_comparable,,537120,[336],Movies > Horror Movies,[IAB1],0,2,interna,
iion Pty Ltd,Mexico,gamers,Thriller,[-7],,,,,tt16296398,movie,Thriller,B,coincide,,536800,[331],Movies > Crime and Mystery Movies,[IAB1-5],0,3,externa,imdb
iion Pty Ltd,Mexico,children of the grave: trailer,horror,[-7],,,,,tt0926758,tvMovie,"Documentary,Horror,Thriller",A,coincide,,533440,"[332, 648, 336, 331]",Movies > Documentary Movies | Television > Factual TV | Movies > Horror Movies | Movies > Crime and Mystery Movies,[IAB1],0,2,externa,
TCL ADs (APAC),Mexico,many beautiful things: the life and vision of lilias trotter,Documentary,[-7],,,,,tt4506686,movie,"Biography,Documentary,History",A,coincide,,531520,"[332, 333]",Movies > Documentary Movies | Movies > Drama Movies,[IAB1-5],0,3,externa,imdb
Plex TV via SSHB,Mexico,Not Applicable,Thriller,[325],Movies > Action and Adventure Movies,interna,contradice,genero:accion-aventura,,,,,no_comparable,,530080,[331],Movies > Crime and Mystery Movies,[IAB1],3,2,interna,
TCL ADs (APAC),Mexico,etiqueta no rigurosa,Documentary,[-7],,,,,tt5952720,movie,Documentary,A,coincide,,523840,[332],Movies > Documentary Movies,[IAB1-5],0,3,externa,imdb
iion Pty Ltd,Peru,the assassinator_trailer,action,[-7],,,,,,,,,no_comparable,,517600,[325],Movies > Action and Adventure Movies,[IAB1],0,2,interna,
iion Pty Ltd,Mexico,an evergreen christmas,"drama,romance,family,music",[-7],,,,,tt2505818,movie,"Family,Music,Romance",A,coincide,,517440,[338],Music and Audio,[IAB1-6],0,1,externa,imdb
Select Plus PTE LTD (CTV),Colombia,alfaaz_trailer,Drama,[-7],,,,,,,,,no_comparable,,506880,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],0,2,interna,
Select Plus PTE LTD (CTV),Mexico,black friday,Drama,[-7],,,,,tt0400234,movie,"Action,Crime,Drama",B,coincide,,506720,"[325, 331, 333]",Movies > Action and Adventure Movies | Movies > Crime and Mystery Movies | Movies > Drama Movies,[IAB1-5],0,3,externa,imdb
Select Plus PTE LTD (CTV),Mexico,lilith's hell,Horror,[-7],,,,,tt3753266,movie,Horror,A,coincide,,506080,[336],Movies > Horror Movies,[IAB1-5],0,3,externa,imdb
Kargo,Mexico,Not Applicable,Action,[-7],,,,,,,,,no_comparable,,505440,[325],Movies > Action and Adventure Movies,[IAB1],0,2,interna,
PML Digital,Argentina,ride lonesome,Western,[-7],,,,,tt0053220,movie,Western,A,coincide,,502240,[324],Movies,[IAB1-5],0,2,externa,imdb
iion Pty Ltd,Peru,chicken coop,"drama,comedy,family",[-7],,,,,tt26042386,movie,"Comedy,Drama,Family",B,coincide,,498880,"[330, 333, 334]",Movies > Comedy Movies | Movies > Drama Movies | Movies > Family and Children Movies,[IAB1-5],0,3,externa,imdb
TCL ADs (APAC),Mexico,playing heart,Romance,[-7],,,,,,,,,no_comparable,,497760,[326],Movies > Romance Movies,[IAB1],0,2,interna,
PML Digital,Argentina,jack and jill 3,horror,[-7],,,,,tt25969212,movie,Horror,A,coincide,,496480,[336],Movies > Horror Movies,[IAB1-5],0,3,externa,imdb
Equativ (Formerly SMART AdServer) - oRTB CTV,Chile,Not Applicable,"romance movies,drama tv",[-7],,,,,,,,,no_comparable,,495600,,,[IAB1],0,0,ninguna,
PML Digital,Argentina,something scary season 1,Horror,[-7],,,,,tt8192306,tvSeries,"Animation,Horror,Short",B,coincide,,491680,[641],Television > Animation TV,[IAB1-7],0,3,externa,titulo
TCL ADS - Springserve,Mexico,bala%20na%20agulha,action%2cthriller%2cmystery,[-7],,,,,tt0149898,tvMovie,"Action,Mystery,Thriller",A,sin_genero_declarado,,491200,"[325, 331]",Movies > Action and Adventure Movies | Movies > Crime and Mystery Movies,[IAB1],0,2,externa,
"Coocaa, a SKYWORTH company",Costa Rica,ep 67 fly hard,Animation,"[IAB1-7, IAB17-12]",Television | Football,interna,compatible,generico,,,,,no_comparable,,489280,[641],Television > Animation TV,[IAB1-7],2,3,interna,contentSeries
Select Plus PTE LTD (CTV),Mexico,ii (two),Drama,[-7],,,,,,,,,no_comparable,,488480,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],0,2,interna,
iion Pty Ltd,Mexico,a wider screen,Not Applicable,[-7],,,,,tt35432132,short,"Documentary,Short",A,sin_genero_declarado,,487360,"[332, 648]",Movies > Documentary Movies | Television > Factual TV,[IAB1],0,2,externa,
PML Digital,Chile,the hanji box_trailer,drama,[-7],,,,,,,,,no_comparable,,486720,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],0,2,interna,
PML Digital,Argentina,pbs news hour - full show,News,[-7],,,,,,,,,no_comparable,,486080,[379],News and Politics,[IAB12],0,1,interna,
iion Pty Ltd,Mexico,a man and his violin,"documentary,music,documentary,music,short",[-7],,,,,tt8433308,short,"Music,Short",A,no_coincide,,485440,[338],Music and Audio,[IAB1-6],0,1,externa,
iion Pty Ltd,Mexico,sospeso,Drama,[-7],,,,,tt14648000,movie,Drama,B,coincide,,482720,[333],Movies > Drama Movies,[IAB1-5],0,3,externa,imdb
Televisa Univision via SpringServe,Colombia,true beauty,Drama,[-7],,,,,tt13274038,tvSeries,"Comedy,Drama,Romance",B,coincide,,480960,"[646, 647]",Television > Comedy TV | Television > Drama TV,[IAB1-7],0,3,externa,imdb
PML Digital,Argentina,freedom wars remastered - official animated trailer,Not Applicable,[-7],,,,,,,,,no_comparable,,479520,,,[IAB1],0,0,ninguna,
"Coocaa, a SKYWORTH company",Chile,osnabruck x verl - bundesliga,Sports,[IAB17],Sports,interna,coincide,,,,,,no_comparable,,478880,,,,1,1,interna,contentSeries
iion Pty Ltd,Colombia,american apocalypse: trailer,"horror,drama,thriller",[-7],,,,,tt2292196,movie,Thriller,A,coincide,,477920,[331],Movies > Crime and Mystery Movies,[IAB1-5],0,3,externa,imdb
iion Pty Ltd,Mexico,world of oo,Not Applicable,[-7],,,,,,,,,no_comparable,,477600,,,[IAB1],0,0,ninguna,
