Publisher,Country,contentTitle,contentGenre,contentCategory_relleno,cat_nombres,evidencia,veredicto,detalle,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,genero_vs_imdb,conflicto_intra_titulo,Total Requests,prop_iab22,prop_iab22_nombres,prop_iab10,nivel_actual,nivel_propuesto,prop_evidencia,prop_forma_origen
iion Pty Ltd,Argentina,yoyo season 1,"adventure,kids",[IAB1-7],Television,externa,coincide,,tt0059934,movie,"Comedy,Drama,Family",B,coincide,,3577760,"[646, 647, 645]",Television > Comedy TV | Television > Drama TV | Television > Children's TV,[IAB1-7],2,3,externa,titulo
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,hasta que el dinero nos separe,Comedy,"[IAB1, IAB1-5]",Arts & Entertainment | Movies,externa,contradice,forma:pelicula!=tv,tt0815736,tvSeries,"Comedy,Drama,Romance",B,coincide,forma,3410880,"[646, 647, 642]",Television > Comedy TV | Television > Drama TV | Television > Soap Opera TV,[IAB1-7],2,3,externa,imdb
TCL ADs (APAC),Colombia,pbs news hour - full show,"news,global news,news & opinion",[IAB12],News,interna,coincide,,,,,,no_comparable,,3164320,,,,1,1,interna,
Roku - oRTB,Mexico,Not Applicable,"horror,mystery,thriller,foreign","[IAB1-5, IAB1-7]",Movies | Television,interna,compatible,forma_ambigua,,,,,no_comparable,,3009920,,,,2,2,interna,
Kargo,Mexico,Not Applicable,genre_drama,,,,,,,,,,no_comparable,,2998720,,,[IAB1],0,0,ninguna,
OTTera.tv,Mexico,king of newark,"action,drama,crime",[IAB1],Arts & Entertainment,externa,compatible,generico,tt5463114,movie,"Action,Crime,Drama",A,coincide,,2878080,"[325, 331, 333]",Movies > Action and Adventure Movies | Movies > Crime and Mystery Movies | Movies > Drama Movies,[IAB1-5],1,3,externa,imdb
OTTera.tv,Mexico,from other worlds,"comedy,sci-fi",[IAB1],Arts & Entertainment,externa,compatible,generico,tt0363623,movie,"Comedy,Sci-Fi",B,coincide,,2847200,"[330, 327]",Movies > Comedy Movies | Movies > Science Fiction Movies,[IAB1-5],1,3,externa,imdb
OTTera.tv,Argentina,dw español,News,[IAB12],News,interna,coincide,,,,,,no_comparable,,2714880,,,,1,1,interna,
"Coocaa, a SKYWORTH company",Argentina,bastidores desimpain na kings brasil - todos os confrontos das quartas de final,Reality,[IAB17],Sports,interna,compatible,generico,,,,,no_comparable,,2443680,[651],Television > Reality TV,[IAB1-7],1,3,interna,contentSeries
TCL ADS - Springserve,Mexico,corona: trailer,Drama,[IAB1-5],Movies,externa,coincide,,tt11766262,movie,"Drama,Thriller",B,coincide,,2343520,"[333, 331]",Movies > Drama Movies | Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
Roku - oRTB,Mexico,roku,"science,documentary","[IAB1-5, IAB15, IAB19]",Movies | Science | Technology & Computing,interna,compatible,generico,,,,,no_comparable,,2334080,[332],Movies > Documentary Movies,[IAB1-5],2,3,interna,declarado
TCL ADs (APAC),Mexico,milenio televisión,News,[Live],Live,ninguna,no_evaluable,sin_codigo_evaluable,,,,,no_comparable,,2329680,[379],News and Politics,[IAB12],0,1,interna,
OTTera.tv,Mexico,antisocial,"horror,horror,thriller",[IAB1],Arts & Entertainment,externa,compatible,generico,tt2772092,movie,"Horror,Sci-Fi,Thriller",B,coincide,,2296800,"[336, 327, 331]",Movies > Horror Movies | Movies > Science Fiction Movies | Movies > Crime and Mystery Movies,[IAB1-5],1,3,externa,imdb
TCL ADs (APAC),Argentina,the harbortown bobber,"documentary,action,adventure,biography,sports",[IAB17],Sports,externa,coincide,,tt1562884,movie,"Action,Adventure,Documentary",A,coincide,vertical,2235840,,,,1,1,externa,imdb
OTTera.tv,Mexico,cookies and cream_trailer,Drama,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,2220160,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,corazon salvaje 1993,Drama,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,2181760,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
iion Pty Ltd,Mexico,penance lane,Drama,[IAB1-5],Movies,externa,coincide,,tt1964995,movie,Horror,A,no_coincide,,2165120,[336],Movies > Horror Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Mexico,calm rain,outdoors,[IAB1-5],Movies,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,1940640,,,,2,2,ninguna,declarado
TCL ADs (APAC),Mexico,13 fanboy,Horror,[IAB1-5],Movies,externa,coincide,,tt9077876,movie,Horror,A,coincide,,1926560,[336],Movies > Horror Movies,[IAB1-5],2,3,externa,imdb
Select Plus PTE LTD (CTV),Mexico,herschell gordon lewis' bloodmania_trailer,Horror,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1818400,[336],Movies > Horror Movies,[IAB1],1,2,interna,
TCL ADS - Springserve,Mexico,haunted%202%3a%20appartions_trailer,Horror,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1788960,[336],Movies > Horror Movies,[IAB1],1,2,interna,
Televisa Univision via OB,Mexico,Not Applicable,Sports,[IAB17],Sports,interna,coincide,,,,,,no_comparable,,1778960,,,,1,1,interna,
Roku - oRTB,Mexico,Not Applicable,"drama histórico,religión,drama,religious,history,soap,music","[IAB1-6, IAB1-7, IAB23, IAB23-1, IAB23-10]",Music | Television | Religion & Spirituality | Alternative Religions | Pagan/Wiccan,interna,coincide,,,,,,no_comparable,,1719840,,,,2,2,interna,contentSeries
Zeasn Europe B.V.,Panama,Not Applicable,Not Applicable,,,,,,,,,,no_comparable,,1672320,,,[IAB1],0,0,ninguna,
TCL ADS - Springserve,Argentina,eve: trailer,Horror,[IAB1-5],Movies,externa,coincide,,tt6189372,movie,"Drama,Thriller",B,no_coincide,,1650400,"[333, 331]",Movies > Drama Movies | Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
OTTera.tv,Peru,space dogs: tropical adventure (space dogs 3),Family,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1598080,"[334, 645]",Movies > Family and Children Movies | Television > Children's TV,[IAB1],1,2,interna,
Vidaa  APAC Hisense Headquarter,Mexico,tudn,Not Applicable,[IAB12],News,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,1592000,,,,1,1,ninguna,
"Coocaa, a SKYWORTH company",Colombia,josé josé - el triste,music,[IAB1-6],Music,interna,coincide,,,,,,no_comparable,,1575680,,,,1,1,interna,contentSeries
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,Not Applicable,Action,"[IAB1, IAB1-5, IAB1-7]",Arts & Entertainment | Movies | Television,interna,compatible,forma_ambigua,,,,,no_comparable,,1532400,,,,2,2,interna,
iion Pty Ltd,Mexico,haunted_trailer,Horror,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1531520,[336],Movies > Horror Movies,[IAB1],1,2,interna,
PML Digital,Chile,red big fire truck,"drama,family",[sports],sports,externa,contradice,vertical:deportes,tt9204890,movie,Drama,A,coincide,vertical,1526720,[333],Movies > Drama Movies,[IAB1-5],1,3,externa,imdb
iion Pty Ltd,Colombia,devils prey_trailer,Horror,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1505760,[336],Movies > Horror Movies,[IAB1],1,2,interna,
iion Pty Ltd,Mexico,ghungru_trailer,Drama,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1501920,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
iion Pty Ltd,Chile,penance lane,"drama,horror,thriller",[IAB1-5],Movies,externa,coincide,,tt1964995,movie,Horror,A,coincide,,1472960,[336],Movies > Horror Movies,[IAB1-5],2,3,externa,imdb
TCL ADS - Springserve,Mexico,tears & love,"drama,romance",[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1463680,"[333, 647, 326]",Movies > Drama Movies | Television > Drama TV | Movies > Romance Movies,[IAB1],1,2,interna,
"Coocaa, a SKYWORTH company",Chile,transplant s4 ep 6 fever dream,"drama, medical drama, hospital setting, immigration experience, human relationships","[IAB1-7, IAB19-29]",Television | Entertainment,externa,contradice,vertical:tecnologia,tt10936342,tvSeries,Drama,B,coincide,,1452960,[647],Television > Drama TV,[IAB1-7],2,3,externa,titulo
iion Pty Ltd,Argentina,top ten mind blowing ufo crash cases trailer,"documentary,sci-fi",[IAB1-22],Arts & Entertainment (tier 2 inexistente),externa,compatible,generico,tt30780620,video,Documentary,A,coincide,,1444800,"[332, 648]",Movies > Documentary Movies | Television > Factual TV,[IAB1],1,2,externa,
iion Pty Ltd,Mexico,notorious: trailer,Drama,[IAB1-7],Television,externa,coincide,,tt5519574,tvSeries,"Drama,Thriller",B,coincide,,1442880,[647],Television > Drama TV,[IAB1-7],2,3,externa,imdb
iion Pty Ltd,Mexico,a guide to creative writing,Not Applicable,,,,,,,,,,no_comparable,,1401120,,,[IAB1],0,0,ninguna,
TCL ADs (APAC),Mexico,la flamme rouge,Horror,[IAB1-5],Movies,externa,coincide,,tt10298870,movie,"Crime,Drama,Thriller",A,no_coincide,,1394080,"[331, 333]",Movies > Crime and Mystery Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Peru,penance lane: trailer,Drama,[IAB1-5],Movies,externa,coincide,,tt1964995,movie,Horror,A,no_coincide,,1377120,[336],Movies > Horror Movies,[IAB1-5],2,3,externa,imdb
PML Digital,Argentina,espectáculo de horror,"drama,horror",[sports],sports,interna,contradice,vertical:deportes,,,,,no_comparable,vertical,1363200,"[333, 647, 336]",Movies > Drama Movies | Television > Drama TV | Movies > Horror Movies,[IAB1],1,2,interna,
OTTera.tv,Peru,mutually_trailer,Romance,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1333920,[326],Movies > Romance Movies,[IAB1],1,2,interna,
TCL ADs (APAC),Mexico,the baddest bad boy,Comedy,[IAB1-7],Television,externa,coincide,,tt13840630,tvMiniSeries,Comedy,A,coincide,,1326880,[646],Television > Comedy TV,[IAB1-7],2,3,externa,imdb
iion Pty Ltd,Mexico,the tramped,Drama,[IAB1-5],Movies,externa,coincide,,tt26628636,movie,Drama,A,coincide,,1314240,[333],Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
TCL ADS - Springserve,Mexico,toro tibúron 3,"action,thriller",[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1311360,"[325, 331]",Movies > Action and Adventure Movies | Movies > Crime and Mystery Movies,[IAB1],1,2,interna,
iion Pty Ltd,Mexico,private place,Drama,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1309440,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
Vidaa,Mexico,las estrellas,newspublic affairstalk,[IAB12],News,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,1302640,,,,1,1,ninguna,
Roku - oRTB,Puerto Rico,epg,entertainment,[IAB1-7],Television,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,1167680,,,,2,2,ninguna,declarado
TCL ADs (APAC),Mexico,beast no more: trailer,"drama,horror,thriller",[IAB1-5],Movies,externa,coincide,,tt4634402,movie,"Horror,Thriller",A,coincide,,1127520,"[336, 331]",Movies > Horror Movies | Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
TCL ADs (APAC),Ecuador,a queen’s bargain,Adventure,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1114560,[325],Movies > Action and Adventure Movies,[IAB1],1,2,interna,
OTTera.tv,Costa Rica,basement_trailer,"horror,thriller",[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1106240,"[331, 336]",Movies > Crime and Mystery Movies | Movies > Horror Movies,[IAB1],1,2,interna,
Roku - oRTB,Mexico,epg,"sports,baseball","[IAB1-5, IAB17]",Movies | Sports,interna,coincide,,,,,,no_comparable,,1100320,,,,2,2,interna,declarado
TCL ADS - Springserve,Mexico,lago fantasma,Horror,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1067200,[336],Movies > Horror Movies,[IAB1],1,2,interna,
iion Pty Ltd,Argentina,what a girl wants,Drama,[IAB1-5],Movies,externa,coincide,,tt0286788,movie,"Comedy,Drama,Family",B,coincide,,1057280,"[330, 333, 334]",Movies > Comedy Movies | Movies > Drama Movies | Movies > Family and Children Movies,[IAB1-5],2,3,externa,imdb
TCL ADS - Springserve,Mexico,hooded angels: trailer,Western,[IAB1-5],Movies,externa,coincide,,tt0225865,movie,"Action,Drama,Western",A,coincide,,1043840,"[325, 333]",Movies > Action and Adventure Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
TCL ADS - Springserve,Mexico,impossible horror,"horror,horror,adventure,drama,thriller",[IAB1-5],Movies,externa,coincide,,tt7509538,movie,Horror,A,coincide,,969920,[336],Movies > Horror Movies,[IAB1-5],2,3,externa,imdb
TCL ADS - Springserve,Mexico,flesh and blood: trailer,drama,[IAB1-5],Movies,externa,coincide,,tt0089153,movie,"Adventure,Drama",B,coincide,,967200,"[325, 333]",Movies > Action and Adventure Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Chile,catalunya �ber alles!,Drama,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,961120,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
Televisa Univision via SpringServe,Mexico,las estrellas,sports talkbaseballfootballbasketball,,,,,,,,,,no_comparable,,938720,,,[IAB1],0,0,ninguna,
iion Pty Ltd,Mexico,canal 6 monterrey,"entertainment,spanish entertainment",[IAB1],Arts & Entertainment,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,937200,,,,1,1,ninguna,
iion Pty Ltd,Mexico,still human,Documentary,[IAB1-5],Movies,externa,coincide,,tt11584270,movie,Documentary,B,coincide,,930240,[332],Movies > Documentary Movies,[IAB1-5],2,3,externa,imdb
OTTera.tv,Argentina,bollywood classic,Entertainment,[IAB1-22],Arts & Entertainment (tier 2 inexistente),ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,917520,,,,1,1,ninguna,
"Coocaa, a SKYWORTH company",Peru,the cube usa ep 9 lean on me,Not Applicable,[IAB1-7],Television,interna,coincide,,,,,,no_comparable,,907360,,,,2,2,ninguna,titulo
"Coocaa, a SKYWORTH company",Peru,desafio com gabigol e everton ribeiro,entertainment,[IAB17],Sports,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,858240,[640],Television,[IAB1-7],1,2,serie,contentSeries
TCL ADS - Springserve,Mexico,no dresscode required,Documentary,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,850720,"[332, 648]",Movies > Documentary Movies | Television > Factual TV,[IAB1],1,2,interna,
OTTera.tv,Peru,cicatrices serbias,Action,[IAB1],Arts & Entertainment,externa,compatible,generico,tt0892392,movie,"Action,Drama,Thriller",A,coincide,,848000,"[325, 333, 331]",Movies > Action and Adventure Movies | Movies > Drama Movies | Movies > Crime and Mystery Movies,[IAB1-5],1,3,externa,imdb
OTTera.tv,Colombia,hatchback: trailer,"romance,comedy",[IAB1],Arts & Entertainment,externa,compatible,generico,tt5982922,movie,Comedy,B,coincide,,839680,[330],Movies > Comedy Movies,[IAB1-5],1,3,externa,imdb
iion Pty Ltd,Mexico,tainted,Action,[IAB1-5],Movies,externa,coincide,,tt3952864,movie,"Crime,Drama,Thriller",B,no_coincide,,829280,"[331, 333]",Movies > Crime and Mystery Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
Televisa Univision via SpringServe,Mexico,Not Applicable,Action,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,828400,[325],Movies > Action and Adventure Movies,[IAB1],1,2,interna,
TCL ADs (APAC),Argentina,salt bike: a year with the baron (narrated by ewan mcgregor)_trailer,"documentary,biography",[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,825360,"[332, 648]",Movies > Documentary Movies | Television > Factual TV,[IAB1],1,2,interna,
TV Azteca - Springserve,Mexico,Not Applicable,"genre_adventure,genre_fantasy",,,,,,,,,,no_comparable,,808080,,,[IAB1],0,0,ninguna,
TCL ADS - Springserve,Dominican Republic,american apocalypse: trailer,"horror,drama,thriller",[IAB1-5],Movies,externa,coincide,,tt2292196,movie,Thriller,A,coincide,,805280,[331],Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
OTTera.tv,Argentina,basement_trailer,"horror,thriller",[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,796080,"[331, 336]",Movies > Crime and Mystery Movies | Movies > Horror Movies,[IAB1],1,2,interna,
OTTera.tv,Mexico,doom%3a%20the%20dark%20ages%20-%20official%20limited%20edition%20collection%20trailer,other,[IAB1],Arts & Entertainment,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,795840,,,,1,1,ninguna,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,cuidado con el angel,Drama,"[IAB1, IAB1-5]",Arts & Entertainment | Movies,externa,contradice,forma:pelicula!=tv,tt1245565,tvSeries,"Drama,Romance",B,coincide,vertical,780000,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],2,3,externa,imdb
Pluto LATAM via SpringServe,Chile,Not Applicable,Anime,"[329, 641]",Movies > Animation Movies | Television > Animation TV,interna,coincide,,,,,,no_comparable,,776640,,,,3,3,interna,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,renta congelada,comedy,[IAB1-7],Television,externa,coincide,,tt8056202,tvSeries,Comedy,A,coincide,,774240,[646],Television > Comedy TV,[IAB1-7],2,3,externa,imdb
Unruly Group LLC (oRTB),Colombia,Not Applicable,Not Applicable,,,,,,,,,,no_comparable,,774240,,,[IAB1],0,0,ninguna,
OTTera.tv,Mexico,forgiven,western%2cdrama,[IAB1],Arts & Entertainment,externa,compatible,generico,tt1773432,movie,"Drama,Western",B,sin_genero_declarado,,772320,[333],Movies > Drama Movies,[IAB1-5],1,3,externa,imdb
OTTera.tv,Uruguay,frasco de asesinato,"crime,mystery,thriller",[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,768640,[331],Movies > Crime and Mystery Movies,[IAB1],1,2,interna,
TCL ADS - Springserve,Argentina,cgtn-espanol,News,[IAB12],News,interna,coincide,,,,,,no_comparable,,759680,,,,1,1,interna,
OTTera.tv,Mexico,morte em pequenas doses,"drama,thriller,mystery",[IAB1],Arts & Entertainment,externa,compatible,generico,tt0112835,tvMovie,"Crime,Drama,Thriller",A,coincide,,753920,"[331, 333, 647]",Movies > Crime and Mystery Movies | Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,externa,
Select Plus PTE LTD (CTV),Mexico,jagaban,Drama,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,746240,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
OTTera.tv,Mexico,magic kimono,"drama,mystery,comedy",[IAB1],Arts & Entertainment,externa,compatible,generico,tt4437544,movie,"Comedy,Drama,Mystery",A,coincide,,745440,"[330, 333, 331]",Movies > Comedy Movies | Movies > Drama Movies | Movies > Crime and Mystery Movies,[IAB1-5],1,3,externa,imdb
Vidaa,Argentina,jajaja,Comedy,[IAB1-7],Television,externa,contradice,forma:tv!=pelicula,tt1452626,movie,"Comedy,Drama,Romance",A,coincide,forma,741760,"[330, 333, 326]",Movies > Comedy Movies | Movies > Drama Movies | Movies > Romance Movies,[IAB1-5],2,3,externa,imdb
METAX SOFTWARE PTE. LTD.,Panama,tyc sports fan,Sports,[IAB17],Sports,interna,coincide,,,,,,no_comparable,,738080,,,,1,1,interna,
METAX SOFTWARE PTE. LTD.,Dominican Republic,kung fu,movie,"[IAB1, IAB1-5]",Arts & Entertainment | Movies,externa,coincide,,tt0373074,movie,"Action,Comedy,Fantasy",B,sin_genero_declarado,,737280,"[325, 330, 335]",Movies > Action and Adventure Movies | Movies > Comedy Movies | Movies > Fantasy Movies,[IAB1-5],2,3,externa,imdb
OTTera.tv,Argentina,goliad uprising,"sci-fi,thriller",[IAB1],Arts & Entertainment,externa,compatible,generico,tt2023497,movie,"Sci-Fi,Thriller",A,coincide,,733600,"[327, 331]",Movies > Science Fiction Movies | Movies > Crime and Mystery Movies,[IAB1-5],1,3,externa,imdb
TV Azteca - Springserve,Mexico,Not Applicable,"genre_adventure,genre_family,genre_sci_fi",,,,,,,,,,no_comparable,,732960,,,[IAB1],0,0,ninguna,
iion Pty Ltd,Mexico,lost%20in%20the%20maze,Not Applicable,[IAB1-5],Movies,externa,coincide,,tt29602142,movie,Documentary,A,sin_genero_declarado,,725600,[332],Movies > Documentary Movies,[IAB1-5],2,3,externa,imdb
Select Plus PTE LTD (CTV),Mexico,guilt,Drama,[IAB1-7],Television,externa,coincide,,tt9644058,tvSeries,"Comedy,Crime,Drama",B,coincide,,723520,"[646, 647]",Television > Comedy TV | Television > Drama TV,[IAB1-7],2,3,externa,imdb
Kargo,Puerto Rico,Not Applicable,Not Applicable,,,,,,,,,,no_comparable,,720320,,,[IAB1],0,0,ninguna,
TCL ADS - Springserve,Mexico,28 years later - exclusive behind the scenes clip,documentary,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,720000,"[332, 648]",Movies > Documentary Movies | Television > Factual TV,[IAB1],1,2,interna,
NubaTV - SpringServe,Chile,humble pie,"drama,comedy",[IAB1-5],Movies,externa,coincide,,tt0790612,movie,"Comedy,Drama",B,coincide,,707840,"[330, 333]",Movies > Comedy Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
OTTera.tv,Mexico,st. urbain's horseman,Romance,[IAB1],Arts & Entertainment,externa,compatible,generico,tt0830165,tvMiniSeries,Drama,A,no_coincide,,697440,[647],Television > Drama TV,[IAB1-7],1,3,externa,imdb
TCL ADS - Springserve,Mexico,las 3 marias,"español,spanish classics",[Live],Live,ninguna,no_evaluable,sin_codigo_evaluable,,,,,no_comparable,,694880,,,,0,0,ninguna,
TCL ADS - Springserve,Mexico,a little death,Horror,[IAB1-5],Movies,externa,compatible,generico,tt13485478,short,"Comedy,Horror,Short",B,coincide,,678880,"[330, 336]",Movies > Comedy Movies | Movies > Horror Movies,[IAB1-5],2,3,externa,declarado
TCL ADS - Springserve,Mexico,judas,"drama,romance,sci-fi,anime,action",[IAB1-7],Television,externa,coincide,,tt9537450,tvSeries,"Biography,Crime,Drama",B,coincide,,672160,"[648, 647]",Television > Factual TV | Television > Drama TV,[IAB1-7],2,3,externa,imdb
OTTera.tv,Chile,ari,"drama,comedy",[IAB1],Arts & Entertainment,externa,compatible,generico,tt4538044,short,"Comedy,Drama,Family",B,coincide,,670880,"[330, 646, 333, 647, 334, 645]",Movies > Comedy Movies | Television > Comedy TV | Movies > Drama Movies | Television > Drama TV | Movies > Family and Children Movies | Television > Children's TV,[IAB1],1,2,externa,
