Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentSeries,ser_es,ser_evidencia,serie_propuesta,temporada,episodio
TCL ADs (APAC),Argentina,haus of horror,86160,tt13840526,tvMiniSeries,"Comedy,Horror",A,,Not Available,serie,imdb,haus of horror,,
iion Pty Ltd,Colombia,haus of horror,85920,tt13840526,tvMiniSeries,"Comedy,Horror",A,,Not Available,serie,imdb,haus of horror,,
OTTera.tv,Guatemala,andor: season 2 - official stealing the tie fighter clip,85920,tt9253284,tvSeries,"Adventure,Drama,Fantasy",D,,Not Available,serie,titulo,andor,2,
TCL ADS - Springserve,Mexico,e9. lake superior,85600,,,,,,Not Available,serie,titulo,lake superior,,9
TCL ADs (APAC),Mexico,spring clean,84960,tt13027766,tvMiniSeries,Comedy,B,,Not Available,serie,imdb,spring clean,,
OTTera.tv,Mexico,the bear,84800,tt14452776,tvSeries,"Comedy,Drama",B,,Not Available,serie,imdb,the bear,,
TCL ADs (APAC),Mexico,mya go season 1,84320,tt8960060,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,mya go,1,
iion Pty Ltd,Argentina,babybus canciones infantiles - temporada 1,84320,,,,,,Not Available,serie,titulo,babybus canciones infantiles,1,
TCL ADS - Springserve,Argentina,otra vida,84240,tt8369840,tvSeries,"Adventure,Drama,Mystery",B,sci-fi,Not Available,serie,imdb,otra vida,,
Televisa Univision via SpringServe,Ecuador,atrevete a sonar,84000,tt1364356,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,atrevete a sonar,,
TCL ADS - Springserve,Mexico,chicken stew season 1,83200,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,1,
Vidaa,Mexico,una familia con suerte,82480,tt1853455,tvSeries,"Comedy,Drama,Family",A,telenovela,Not Available,serie,imdb,una familia con suerte,,
TCL ADs (APAC),Mexico,ethan the dump truck season 2,82400,tt7826970,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,ethan the dump truck,2,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,la doble vida de estela carrillo,82400,tt6420556,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,la doble vida de estela carrillo,,
OTTera.tv,Chile,the baddest bad boy,82080,tt13840630,tvMiniSeries,Comedy,A,,Not Available,serie,imdb,the baddest bad boy,,
iion Pty Ltd,Peru,thrillbillies,81920,tt1500999,tvSeries,Sport,B,,VOD,serie,imdb,thrillbillies,,
PML Digital,Chile,forest frenzy of boonie bears season 3,81760,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,3,
Vidaa,Honduras,por amar sin ley,81360,tt7907384,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,por amar sin ley,,
iion Pty Ltd,Peru,continuum: trailer,80640,tt1954347,tvSeries,"Action,Sci-Fi,Thriller",B,drama,Not Available,serie,imdb,continuum,,
Unruly Group LLC (oRTB),Colombia,the baddest bad boy,80480,tt13840630,tvMiniSeries,Comedy,A,,Not Available,serie,imdb,the baddest bad boy,,
Select Plus PTE LTD (CTV),Colombia,grudge race,80160,tt6291472,tvSeries,Reality-TV,A,,Not Available,serie,imdb,grudge race,,
OTTera.tv,Peru,the baddest bad boy,79680,tt13840630,tvMiniSeries,Comedy,A,,Not Available,serie,imdb,the baddest bad boy,,
OTTera.tv,Uruguay,out on a limb,78880,tt0093688,tvMiniSeries,"Biography,Drama,Romance",B,,Not Available,serie,imdb,out on a limb,,
OTTera.tv,Argentina,continuum: trailer,78720,tt1954347,tvSeries,"Action,Sci-Fi,Thriller",B,drama,Not Available,serie,imdb,continuum,,
Select Plus PTE LTD (CTV),Mexico,chicken stew season 6,78400,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,6,
iion Pty Ltd,Chile,st. urbain's horseman,78240,tt0830165,tvMiniSeries,Drama,A,,Not Available,serie,imdb,st. urbain's horseman,,
OTTera.tv,Mexico,andor: season 2 - official stealing the tie fighter clip,78240,tt9253284,tvSeries,"Adventure,Drama,Fantasy",D,,Not Available,serie,titulo,andor,2,
OTTera.tv,Chile,e1. a 'wild' mission,78240,,,,,,Not Available,serie,titulo,a 'wild' mission,,1
TCL ADS - Springserve,Argentina,magic mania season 1,77760,tt9784662,tvSeries,Comedy,A,,Not Available,serie,titulo,magic mania,1,
Select Plus PTE LTD (CTV),Venezuela,something scary season 3,77760,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,3,
Vidaa  APAC Hisense Headquarter,Peru,lo que la vida me robo,77440,tt3223004,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,lo que la vida me robo,,
Select Plus PTE LTD (CTV),Mexico,st.%20urbain%27s%20horseman,76960,tt0830165,tvMiniSeries,Drama,A,,Not Available,serie,imdb,st.%20urbain%27s%20horseman,,
Select Plus PTE LTD (CTV),Chile,dread the unsolved,76800,tt13415912,tvMiniSeries,"Horror,Mystery",A,,Not Available,serie,imdb,dread the unsolved,,
"Seedtag Advertising, S.L. (ORTB)",Mexico,amor real,76560,tt0341281,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,amor real,,
Televisa Univision via SpringServe,Mexico,la rosa de guadalupe,75840,tt1192302,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,la rosa de guadalupe,,
OTTera.tv,Mexico,thoughty2: season 1,73680,tt13384196,tvSeries,Documentary,A,,Not Available,serie,titulo,thoughty2,1,
OTTera.tv,Mexico,barry's animal hospital season 1,73600,,,,,,Not Available,serie,titulo,barry's animal hospital,1,
"VGI CTV, Inc APAC",Mexico,para volver a amar,73440,tt1699171,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,para volver a amar,,
OTTera.tv,Colombia,all babies channel,73120,,,,,,Not Available,serie,intra_titulo,All Babies Channel,,
iion Pty Ltd,Mexico,animacars season 2,73120,tt10051414,tvSeries,Animation,C,,Not Available,serie,titulo,animacars,2,
OTTera.tv,Guatemala,forest frenzy of boonie bears season 3,72320,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,3,
OTTera.tv,Peru,northwest passage: trailer,72240,tt0051299,tvSeries,"Adventure,Drama,Western",B,,Not Available,serie,imdb,northwest passage,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,amores verdaderos,71760,tt2320524,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,amores verdaderos,,
iion Pty Ltd,Argentina,el caso de mi vida: temporada 3,71280,,,,,,Not Available,serie,titulo,el caso de mi vida,3,
TCL ADs (APAC),Ecuador,vroomiz season 1,70720,tt3964988,tvSeries,"Adventure,Animation,Family",A,comedia,Not Available,serie,titulo,vroomiz,1,
OTTera.tv,Costa Rica,chicken stew season 7,70560,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,7,
OTTera.tv,Argentina,e2. staying connected while being off grid,70560,,,,,,Not Available,serie,titulo,staying connected while being off grid,,2
TCL ADS - Springserve,Argentina,magic mania season 1,69760,tt9784662,tvSeries,Comedy,A,,Not Available,serie,titulo,magic mania,1,
TCL ADs (APAC),Mexico,purple devil season 1,69760,,,,,,Not Available,serie,titulo,purple devil,1,
TCL ADS - Springserve,Honduras,dread the unsolved,69600,tt13415912,tvMiniSeries,"Horror,Mystery",A,,Not Available,serie,imdb,dread the unsolved,,
iion Pty Ltd,Argentina,shadow match: season 15,69600,,,,,,Not Available,serie,titulo,shadow match,15,
TCL ADs (APAC),Colombia,para verte mejor,69440,tt7180378,tvSeries,"Drama,Romance,Thriller",A,telenovela,Not Available,serie,imdb,para verte mejor,,
TCL ADS - Springserve,Mexico,yoyo season 1,68800,tt0059934,movie,"Comedy,Drama,Family",B,,Not Available,serie,titulo,yoyo,1,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,piel de otono,68720,tt0391677,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,piel de otono,,
TCL ADS - Springserve,Mexico,e2. tanzania,68640,,,,,,Not Available,serie,titulo,tanzania,,2
iion Pty Ltd,Argentina,dime tu nombre: trailer,68640,tt31536241,tvSeries,Horror,B,,Not Available,serie,imdb,dime tu nombre,,
iion Pty Ltd,Peru,rose garden,68640,tt0076172,movie,"Drama,Fantasy",D,,Not Available,serie,intra_titulo,Rose Garden,,
TCL ADS - Springserve,Chile,darwin and newts  season 1,68480,tt8713700,tvSeries,Animation,A,,Not Available,serie,titulo,darwin and newts,1,
TCL ADS - Springserve,Chile,returned,68320,tt2521668,tvSeries,"Drama,Horror,Mystery",B,,Not Available,serie,imdb,returned,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,la familia p luche,68160,tt1244672,tvSeries,Comedy,A,,Not Available,serie,imdb,la familia p luche,,
TCL ADS - Springserve,Argentina,super mario rpg season 1,68160,,,,,,Not Available,serie,titulo,super mario rpg,1,
TCL ADs (APAC),Ecuador,northwest passage: trailer,67680,tt0051299,tvSeries,"Adventure,Drama,Western",B,,Not Available,serie,imdb,northwest passage,,
"VGI CTV, Inc APAC",Mexico,que bonito amor,67520,tt2394172,tvSeries,"Drama,Music,Romance",B,telenovela,Not Available,serie,imdb,que bonito amor,,
TCL ADs (APAC),Colombia,forest frenzy of boonie bears season 3,67040,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,3,
TCL ADs (APAC),Argentina,dread the unsolved,66880,tt13415912,tvMiniSeries,"Horror,Mystery",A,,Not Available,serie,imdb,dread the unsolved,,
iion Pty Ltd,Mexico,kiff,66880,tt14877120,tvSeries,"Adventure,Animation,Comedy",A,"fantasia,infantil-familia,musica",Not Available,serie,imdb,kiff,,
TCL ADS - Springserve,Chile,cashpoint,66560,tt5949660,tvSeries,Comedy,B,,Not Available,serie,imdb,cashpoint,,
Select Plus PTE LTD (CTV),Colombia,out on a limb,66240,tt0093688,tvMiniSeries,"Biography,Drama,Romance",B,,Not Available,serie,imdb,out on a limb,,
Televisa Univision via SpringServe,Mexico,rebelde,65040,tt14153686,tvSeries,"Comedy,Drama,Music",B,infantil-familia,Not Available,serie,imdb,rebelde,,
TCL ADS - Springserve,Chile,amores de historia,64960,tt5115398,tvMiniSeries,Romance,A,drama,Not Available,serie,imdb,amores de historia,,
OTTera.tv,Mexico,chicken%20stew%20season%201,64640,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,imdb,chicken%20stew%20season%201,,
OTTera.tv,Mexico,tom's garage season 1,64480,tt0105617,movie,,C,,Not Available,serie,titulo,tom's garage,1,
Vidaa,Panama,para volver a amar,64400,tt1699171,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,para volver a amar,,
TCL ADs (APAC),Ecuador,la viuda de rafael,64080,tt4565556,tvMiniSeries,Drama,A,,Not Available,serie,imdb,la viuda de rafael,,
OTTera.tv,Peru,robofuse season 1,63520,,,,,,Not Available,serie,titulo,robofuse,1,
TCL ADS - Springserve,Argentina,travel,63360,tt3996396,movie,"Biography,Drama,History",D,,Not Available,serie,intra_titulo,National Sewing Circle,,
Televisa Univision via SpringServe,Panama,para volver a amar,63360,tt1699171,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,para volver a amar,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,complices al rescate,63280,tt0300748,tvSeries,"Comedy,Drama,Family",A,telenovela,Not Available,serie,imdb,complices al rescate,,
Select Plus PTE LTD (CTV),Chile,just%20us,62720,tt0305713,tvSeries,Family,B,,Not Available,serie,imdb,just%20us,,
OTTera.tv,Argentina,captain tsubasa: junior youth arc,62640,tt7784442,tvSeries,"Animation,Drama,Family",B,,Not Available,serie,imdb,captain tsubasa: junior youth arc,,
TCL ADS - Springserve,Costa Rica,something scary season 1,61920,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,1,
TCL ADs (APAC),Mexico,uma & devan namaste season 1,61280,tt11730496,tvSeries,Animation,C,,Not Available,serie,titulo,uma & devan namaste,1,
TCL ADS - Springserve,Argentina,the great pottery throw down season 4   official trailer   hbo max,61280,tt6417190,tvSeries,"Game-Show,Reality-TV",A,,Not Available,serie,titulo,the great pottery throw down,4,
METAX SOFTWARE PTE. LTD. (Exchange),Argentina,mondoyan season 1,60960,,,,,,Not Available,serie,titulo,mondoyan,1,
Select Plus PTE LTD (CTV),Peru,sindbad and the seven galaxies season 1,60640,,,,,,Not Available,serie,titulo,sindbad and the seven galaxies,1,
TCL ADs (APAC),Mexico,bloomberg quicktake,59840,tt16375892,tvSeries,News,A,,Not Available,serie,imdb,bloomberg quicktake,,
LG Ads EMEA - SS,Mexico,abraham,59760,tt0109036,tvMiniSeries,"Adventure,Biography,Drama",B,,Not Available,serie,imdb,abraham,,
TCL ADs (APAC),Ecuador,freefonix season 1,59040,tt0943642,tvSeries,"Animation,Family,Music",A,,Not Available,serie,titulo,freefonix,1,
TCL ADS - Springserve,Mexico,lucky fred season 1,58560,tt2164295,tvSeries,"Action,Adventure,Animation",C,,Not Available,serie,titulo,lucky fred,1,
OTTera.tv,Chile,the terror routes: s1. the terror routes,58560,tt2024924,tvSeries,Documentary,A,,Not Available,serie,imdb,the terror routes,1,
OTTera.tv,Mexico,naming the dead,58400,tt37738739,tvSeries,"Crime,Documentary",A,,Not Available,serie,imdb,naming the dead,,
TCL ADS - Springserve,Dominican Republic,out on a limb,58080,tt0093688,tvMiniSeries,"Biography,Drama,Romance",B,,Not Available,serie,imdb,out on a limb,,
Select Plus PTE LTD (CTV),Peru,thrillbillies,57920,tt1500999,tvSeries,Sport,B,,Not Available,serie,imdb,thrillbillies,,
TCL ADs (APAC),Argentina,sadie season 1,57920,tt0019344,movie,Drama,D,,Not Available,serie,titulo,sadie,1,
OTTera.tv,Chile,gunnie season,57600,,,,,,Not Available,serie,titulo,gunnie season,,
TCL ADS - Springserve,Costa Rica,forest frenzy of boonie bears season 3,57440,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,3,
OTTera.tv,Ecuador,crea'tim season 1,57440,,,,,,Not Available,serie,titulo,crea'tim,1,
OTTera.tv,Mexico,kiff,57120,tt14877120,tvSeries,"Adventure,Animation,Comedy",A,"fantasia,infantil-familia,musica",Not Available,serie,imdb,kiff,,
TCL ADs (APAC),Dominican Republic,wanted,57120,tt0289016,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,wanted,,
OTTera.tv,Argentina,forest frenzy of boonie bears season 3,57120,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,3,
NubaTV - SpringServe,Colombia,northwest passage: trailer,56800,tt0051299,tvSeries,"Adventure,Drama,Western",B,,Not Available,serie,imdb,northwest passage,,
OTTera.tv,Peru,digital lizards of doom: lava or licorice season 1,56640,,,,,,Not Available,serie,titulo,digital lizards of doom: lava or licorice,1,
TCL ADs (APAC),Ecuador,the moto: inside the outdoors,56640,tt1572297,tvSeries,Sport,A,,Not Available,serie,imdb,the moto: inside the outdoors,,
OTTera.tv,Mexico,elina and the enchanted forest season 1,56320,,,,,,Not Available,serie,titulo,elina and the enchanted forest,1,
OTTera.tv,Ecuador,hunter x hunter - temporada 1,56160,tt2098220,tvSeries,"Action,Adventure,Animation",B,,Not Available,serie,titulo,hunter x hunter,1,
TCL ADS - Springserve,Argentina,the one that got away,55920,tt33981014,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,the one that got away,,
iion Pty Ltd,Argentina,sangre fría,55920,tt0411023,tvMiniSeries,"Horror,Mystery,Thriller",B,,Not Available,serie,imdb,sangre fría,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,la baby sister,55840,tt0261549,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,la baby sister,,
OTTera.tv,Argentina,yoyo season 1,55840,tt0059934,movie,"Comedy,Drama,Family",B,,Not Available,serie,titulo,yoyo,1,
TCL ADs (APAC),Guatemala,starhyke,55520,tt1520150,tvSeries,"Comedy,Sci-Fi",A,,Not Available,serie,imdb,starhyke,,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,te ame una vez,55200,tt10855046,tvSeries,Drama,A,romance,Not Available,serie,imdb,te ame una vez,,
OTTera.tv,Chile,sobreviví,55040,tt0492429,tvSeries,"Biography,Documentary,Drama",B,,Not Available,serie,imdb,sobreviví,,
OTTera.tv,Chile,grudge%20talk,55040,tt31709881,tvSeries,Reality-TV,A,,Not Available,serie,imdb,grudge%20talk,,
TCL ADs (APAC),Peru,notorious,55040,tt5519574,tvSeries,"Drama,Thriller",B,,Not Available,serie,imdb,notorious,,
PML Digital,Chile,three rabbits season 1,54960,tt4505176,short,"Short,Western",C,,Not Available,serie,titulo,three rabbits,1,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,tan cerca de ti nace el amor,54960,tt41335829,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,tan cerca de ti nace el amor,,
OTTera.tv,Chile,eggroy season 1,54720,,,,,,Not Available,serie,titulo,eggroy,1,
OTTera.tv,Venezuela,eggroy season 1,53760,,,,,,Not Available,serie,titulo,eggroy,1,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,notorious,53120,tt5519574,tvSeries,"Drama,Thriller",B,,Not Available,serie,imdb,notorious,,
OTTera.tv,Ecuador,thoughty2: season 1,53040,tt13384196,tvSeries,Documentary,A,,Not Available,serie,titulo,thoughty2,1,
Equativ (Formerly SMART AdServer) - oRTB CTV,Colombia,cain (part 3),52960,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
TCL ADs (APAC),Peru,bubba's world,52480,tt1572209,tvSeries,Reality-TV,B,,Not Available,serie,imdb,bubba's world,,
Televisa Univision via SpringServe,Chile,una familia con suerte,52320,tt1853455,tvSeries,"Comedy,Drama,Family",A,telenovela,Not Available,serie,imdb,una familia con suerte,,
TCL ADs (APAC),Guatemala,duck camp dinners season 2,52320,tt35146256,tvSeries,Reality-TV,A,,Not Available,serie,titulo,duck camp dinners,2,
iion Pty Ltd,Peru,the supers season 1,52320,tt7493770,movie,"Action,Adventure,Comedy",B,,Not Available,serie,titulo,the supers,1,
TCL ADS - Springserve,Chile,forest frenzy of boonie bears season 3,52320,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,3,
TCL ADs (APAC),Argentina,learning with animacars season 1,52160,,,,,,Not Available,serie,titulo,learning with animacars,1,
iion Pty Ltd,Chile,duck%20camp%20dinners%20season%202,52000,tt35146256,tvSeries,Reality-TV,A,,Not Available,serie,imdb,duck%20camp%20dinners%20season%202,,
iion Pty Ltd,Peru,continuum: trailer,51840,tt1954347,tvSeries,"Action,Sci-Fi,Thriller",B,drama,Not Available,serie,imdb,continuum,,
OTTera.tv,Chile,the rvers,51680,tt9145184,tvSeries,Documentary,A,,Not Available,serie,imdb,the rvers,,
TCL ADS - Springserve,Dominican Republic,grudge race,51600,tt6291472,tvSeries,Reality-TV,A,,Not Available,serie,imdb,grudge race,,
Televisa Univision via SpringServe,Venezuela,la rosa de guadalupe,51600,tt1192302,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,la rosa de guadalupe,,
iion Pty Ltd,Argentina,naruto shippuden temporada 7,51600,tt0988824,tvSeries,"Action,Adventure,Animation",A,,Not Available,serie,titulo,naruto shippuden,7,
Vidaa,Mexico,el chapulin colorado,51440,tt0229888,tvSeries,"Comedy,Family,Fantasy",B,,Not Available,serie,imdb,el chapulin colorado,,
iion Pty Ltd,Argentina,morena clara,51200,tt0222597,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,morena clara,,
OTTera.tv,Ecuador,haus of horror,51120,tt13840526,tvMiniSeries,"Comedy,Horror",A,,Not Available,serie,imdb,haus of horror,,
iion Pty Ltd,Peru,duck camp dinners season 1,51040,tt35146256,tvSeries,Reality-TV,A,,Not Available,serie,titulo,duck camp dinners,1,
OTTera.tv,Ecuador,breathe,50720,tt6466208,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,breathe,,
LG Ads EMEA - SS,Mexico,pablo de tarso,50400,tt0270621,tvMiniSeries,"Adventure,Drama",A,,Not Available,serie,imdb,pablo de tarso,,
iion Pty Ltd,Argentina,para verte mejor,50240,tt7180378,tvSeries,"Drama,Romance,Thriller",A,telenovela,Not Available,serie,imdb,para verte mejor,,
OTTera.tv,Peru,sadie season 2,50240,tt0019344,movie,Drama,D,,Not Available,serie,titulo,sadie,2,
Vidaa,Guatemala,por amar sin ley,50160,tt7907384,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,por amar sin ley,,
Select Plus PTE LTD (CTV),Venezuela,tiny town season 1,50080,tt13967790,tvSeries,"Adventure,Animation,Comedy",B,,Not Available,serie,titulo,tiny town,1,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,la hora pico,49920,tt0380904,tvSeries,Comedy,A,,Not Available,serie,imdb,la hora pico,,
Sovrn (CTV-oRTB),Mexico,overwatch 2 - official season 16: stadium trailer,49440,,,,,,Not Available,serie,titulo,overwatch 2 - official,16,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,pasion y poder,49360,tt5060922,tvSeries,Drama,B,telenovela,Not Available,serie,imdb,pasion y poder,,
Select Plus PTE LTD (CTV),Venezuela,guilt,49280,tt9644058,tvSeries,"Comedy,Crime,Drama",B,,Not Available,serie,imdb,guilt,,
Aluna Limited,Peru,cain (part 1),49120,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
OTTera.tv,Mexico,hurricane katrina: race against time,49120,tt37458027,tvMiniSeries,Documentary,A,,Not Available,serie,imdb,hurricane katrina: race against time,,
Select Plus PTE LTD (CTV),Mexico,eggroy season 1,49120,,,,,,Not Available,serie,titulo,eggroy,1,
TCL ADs (APAC),Mexico,future chicken - music videos season 1,49120,,,,,,Not Available,serie,titulo,future chicken - music videos,1,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,los heroes del norte,48800,tt1750695,tvSeries,"Comedy,Music,Romance",A,,Not Available,serie,imdb,los heroes del norte,,
TCL ADs (APAC),Peru,chicken stew season 3,48800,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,3,
Select Plus PTE LTD (CTV),Honduras,jerico,48800,tt0805663,tvSeries,"Action,Drama,Mystery",B,,Not Available,serie,imdb,jerico,,
TCL ADS - Springserve,Argentina,pikmin 3 deluxe season 1,48480,,,,,,Not Available,serie,titulo,pikmin 3 deluxe,1,
TCL ADs (APAC),Mexico,forest frenzy of boonie bears season 2,48480,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,2,
TCL ADS - Springserve,Argentina,rose garden,48000,tt0076172,movie,"Drama,Fantasy",D,,Not Available,serie,intra_titulo,Rose Garden,,
Vidaa,Venezuela,rebelde,47920,tt14153686,tvSeries,"Comedy,Drama,Music",B,infantil-familia,Not Available,serie,imdb,rebelde,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Colombia,duck camp dinners season 1,47680,tt35146256,tvSeries,Reality-TV,A,,Not Available,serie,titulo,duck camp dinners,1,
Vidaa  APAC Hisense Headquarter,Peru,teresa,47600,tt1705090,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,teresa,,
Select Plus PTE LTD (CTV),Honduras,dread the unsolved,47360,tt13415912,tvMiniSeries,"Horror,Mystery",A,,Not Available,serie,imdb,dread the unsolved,,
Vidaa  APAC Hisense Headquarter,Honduras,perdona nuestros pecados,47280,tt6645602,tvSeries,Drama,B,telenovela,Not Available,serie,imdb,perdona nuestros pecados,,
TCL ADS - Springserve,Dominican Republic,e6. the sun,47280,tt0439817,movie,"Drama,History",B,,Not Available,serie,titulo,the sun,,6
iion Pty Ltd,Peru,tempest,47040,tt27368147,tvSeries,"Action,Drama,Thriller",B,romance,Not Available,serie,imdb,tempest,,
TCL ADs (APAC),Argentina,bibi workshop season 1,47040,,,,,,Not Available,serie,titulo,bibi workshop,1,
TCL ADS - Springserve,Argentina,20.000 leagues under the sea,47040,tt28082463,tvSeries,"Adventure,Family,Fantasy",B,,Not Available,serie,imdb,20.000 leagues under the sea,,
TCL ADS - Springserve,Argentina,shoot the messenger,47040,tt5178678,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,shoot the messenger,,
Select Plus PTE LTD (CTV),Uruguay,just us,46880,tt0305713,tvSeries,Family,B,,Not Available,serie,imdb,just us,,
TCL ADs (APAC),Mexico,naruto shippuden temporada 1,46800,tt0988824,tvSeries,"Action,Adventure,Animation",A,,Not Available,serie,titulo,naruto shippuden,1,
iion Pty Ltd,Chile,plant center,46720,,,,,,Not Available,serie,intra_titulo,Plant Center,,
iion Pty Ltd,Argentina,travel,46720,tt3996396,movie,"Biography,Drama,History",D,,Not Available,serie,intra_titulo,National Sewing Circle,,
iion Pty Ltd,Peru,amber the ambulance season 1,46560,tt7818362,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,amber the ambulance,1,
OTTera.tv,Colombia,bubba's world,46400,tt1572209,tvSeries,Reality-TV,B,,Not Available,serie,imdb,bubba's world,,
