Publisher,Country,contentTitle,contentGenre,contentCategory_relleno,cat_nombres,evidencia,veredicto,detalle,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,genero_vs_imdb,conflicto_intra_titulo,Total Requests,prop_iab22,prop_iab22_nombres,prop_iab10,nivel_actual,nivel_propuesto,prop_evidencia,prop_forma_origen
iion Pty Ltd,Argentina,jonny loquasto: physical. therapy.: trailer,Comedy,[IAB1-5],Movies,externa,coincide,,tt9781538,movie,Comedy,A,coincide,,521280,[330],Movies > Comedy Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Mexico,a message to mary,Drama,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,519520,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
OTTera.tv,Mexico,the hunting of the snark,Anime,[IAB1],Arts & Entertainment,interna,compatible,generico,tt1859606,movie,Animation,D,no_comparable,,517280,"[329, 641]",Movies > Animation Movies | Television > Animation TV,[IAB1],1,2,interna,
AWG Media,Mexico,episodio 6,Comedy,[IAB1-5],Movies,interna,compatible,generico,,,,,no_comparable,,516400,[646],Television > Comedy TV,[IAB1-7],2,3,interna,contentSeries
OTTera.tv,Costa Rica,bitter/sweet: trailer,Drama,[IAB1],Arts & Entertainment,externa,compatible,generico,tt0805494,tvMovie,"Comedy,Drama",B,coincide,,515040,"[330, 646, 333, 647]",Movies > Comedy Movies | Television > Comedy TV | Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,externa,
TCL ADs (APAC),Argentina,american apocalypse: trailer,Horror,[IAB1-5],Movies,externa,coincide,,tt2292196,movie,Thriller,A,no_coincide,,513920,[331],Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
TCL ADS - Springserve,Mexico,goatman,Horror,[IAB1-5],Movies,externa,coincide,,tt20770022,movie,"Comedy,Horror",B,coincide,,508640,"[330, 336]",Movies > Comedy Movies | Movies > Horror Movies,[IAB1-5],2,3,externa,imdb
OTTera.tv,Chile,a message to mary,Drama,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,505280,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
Televisa Univision via SpringServe,Mexico,Not Applicable,Not Applicable,,,,,,,,,,no_comparable,,502880,,,[IAB1],0,0,ninguna,
Roku - oRTB,Mexico,Not Applicable,Not Applicable,"[IAB1-5, IAB1-7]",Movies | Television,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,501920,,,,2,2,serie,contentSeries
TCL ADS - Springserve,Dominican Republic,tears & love,Drama,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,500160,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
iion Pty Ltd,Argentina,wolf girl: trailer,Horror,[IAB1-5],Movies,externa,coincide,,tt0265752,movie,"Drama,Fantasy,Horror",B,coincide,,499200,"[333, 335, 336]",Movies > Drama Movies | Movies > Fantasy Movies | Movies > Horror Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Mexico,world news,News,[IAB12],News,interna,coincide,,,,,,no_comparable,,499040,,,,1,1,interna,
iion Pty Ltd,Mexico,el peso del amor,Comedy,[IAB1-7],Television,externa,coincide,,tt5189944,tvSeries,"Comedy,Drama,Romance",A,coincide,,487840,"[646, 647]",Television > Comedy TV | Television > Drama TV,[IAB1-7],2,3,externa,imdb
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,rosalinda,Drama,[IAB1-7],Television,externa,coincide,,tt0202200,tvSeries,"Drama,Romance",B,coincide,,485600,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],2,3,externa,imdb
TCL ADs (APAC),Colombia,melissa,Drama,[IAB1-5],Movies,externa,coincide,,tt0156788,movie,Drama,B,coincide,,480320,[333],Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
Select Plus PTE LTD (CTV),Chile,el sonido y la furia,Drama,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,476960,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
Ex.co (oRTB/CTV),Mexico,ono,Poker and Professional Gambling,[IAB9-30],Video & Computer Games,interna,contradice,vertical:videojuegos,tt1396484,movie,Horror,D,no_comparable,,476800,[524],Sports > Poker and Professional Gambling,[IAB17],1,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,absinthe films presents: more,Sports,[IAB17],Sports,interna,coincide,,,,,,no_comparable,,472160,,,,1,1,interna,contentSeries
Select Plus PTE LTD (CTV),Colombia,married to a baller,Drama,[IAB1-5],Movies,externa,coincide,,tt2706352,movie,Drama,A,coincide,,470400,[333],Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
TCL ADS - Springserve,Mexico,stand,Not Applicable,[IAB1-5],Movies,externa,coincide,,tt2972468,movie,"Adventure,Documentary,Sport",B,sin_genero_declarado,,465440,,,,2,2,externa,imdb
iion Pty Ltd,Colombia,joel osteen podcast,Family,[IAB1-7],Television,interna,compatible,generico,,,,,no_comparable,,463360,[645],Television > Children's TV,[IAB1-7],2,3,interna,declarado
iion Pty Ltd,Peru,just us,Family,[IAB1-7],Television,externa,coincide,,tt0305713,tvSeries,Family,B,coincide,,462880,[645],Television > Children's TV,[IAB1-7],2,3,externa,imdb
TCL ADS - Springserve,Argentina,jonny loquasto: physical. therapy.: trailer,Comedy,[IAB1-5],Movies,externa,coincide,,tt9781538,movie,Comedy,A,coincide,,456640,[330],Movies > Comedy Movies,[IAB1-5],2,3,externa,imdb
TCL ADS - Springserve,Argentina,natalia del mar,Not Applicable,[IAB1],Arts & Entertainment,ninguna,no_evaluable,sin_evidencia,tt2117468,tvSeries,Romance,C,no_comparable,,452880,,,,1,1,ninguna,
OTTera.tv,Argentina,la mujer del anarquista,Drama,[IAB1-22],Arts & Entertainment (tier 2 inexistente),externa,compatible,generico,tt0962709,movie,"Drama,History",A,coincide,,447520,"[333, 332]",Movies > Drama Movies | Movies > Documentary Movies,[IAB1-5],1,3,externa,imdb
OTTera.tv,Mexico,shock: my abstraction of death,Thriller,[IAB1-5],Movies,externa,coincide,,tt2806988,movie,Thriller,A,coincide,,447040,"[331, 336]",Movies > Crime and Mystery Movies | Movies > Horror Movies,[IAB1-5],2,3,externa,imdb
Select Plus PTE LTD (CTV),Mexico,fallen not forgotten: trailer,Action,[IAB1],Arts & Entertainment,interna,compatible,generico,tt1209319,movie,"Biography,Drama,War",D,no_comparable,,446080,[325],Movies > Action and Adventure Movies,[IAB1],1,2,interna,
Select Plus PTE LTD (CTV),Colombia,beast no more: trailer,Drama,[IAB1-5],Movies,externa,coincide,,tt4634402,movie,"Horror,Thriller",A,no_coincide,,445440,"[336, 331]",Movies > Horror Movies | Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
TCL ADs (APAC),Mexico,married%20to%20a%20baller,Drama,[IAB1-5],Movies,externa,coincide,,tt2706352,movie,Drama,A,coincide,,441760,[333],Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
OTTera.tv,Mexico,7 nights of darkness,Horror,[IAB1-5],Movies,externa,coincide,,tt2072029,movie,"Horror,Mystery",A,coincide,,440480,"[336, 331]",Movies > Horror Movies | Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
OTTera.tv,Mexico,watchmojo,Not Applicable,[IAB1],Arts & Entertainment,ninguna,no_evaluable,sin_evidencia,tt2070564,tvSeries,"Comedy,Talk-Show",C,no_comparable,,438080,,,,1,1,ninguna,
iion Pty Ltd,Peru,advice i'd give to my younger self - dan connolly,Not Applicable,,,,,,,,,,no_comparable,,431360,,,[IAB1],0,0,ninguna,
TCL ADS - Springserve,Mexico,magic%20kimono,Drama,[IAB1-5],Movies,externa,coincide,,tt4437544,movie,"Comedy,Drama,Mystery",A,coincide,,431360,"[330, 333, 331]",Movies > Comedy Movies | Movies > Drama Movies | Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Peru,nail in the coffin: the fall & rise of vampiro,Documentary,[IAB1-5],Movies,externa,coincide,,tt10489756,movie,"Biography,Documentary,Sport",A,coincide,,427680,"[332, 333]",Movies > Documentary Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
TCL ADS - Springserve,Mexico,the%20sadist,Horror,[IAB1-5],Movies,externa,coincide,,tt0057465,movie,"Horror,Thriller",B,coincide,,424000,"[336, 331]",Movies > Horror Movies | Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
Vidaa,Mexico,Not Applicable,Outdoors,[IAB12],News,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,423680,,,,1,1,ninguna,
Future Today - Nimbus - CTV,Mexico,Not Applicable,Family,[IAB1-7],Television,interna,compatible,generico,,,,,no_comparable,,423520,[645],Television > Children's TV,[IAB1-7],2,3,interna,declarado
TCL ADS - Springserve,Argentina,the choppers,Drama,[IAB1-5],Movies,externa,coincide,,tt0054744,movie,"Crime,Drama",A,coincide,,418400,"[331, 333, 334]",Movies > Crime and Mystery Movies | Movies > Drama Movies | Movies > Family and Children Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Mexico,she%20devils%20on%20wheels,Not Applicable,[IAB1-5],Movies,externa,coincide,,tt0063595,movie,"Action,Crime,Thriller",A,sin_genero_declarado,,412960,"[325, 331]",Movies > Action and Adventure Movies | Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Mexico,a short documentary about people fighting,Documentary,[IAB1-5],Movies,externa,compatible,generico,tt8458412,short,"Comedy,Documentary,Short",A,coincide,,410560,"[330, 332]",Movies > Comedy Movies | Movies > Documentary Movies,[IAB1-5],2,3,externa,declarado
OTTera.tv,Mexico,wraith ops - official gameplay trailer   galaxies gaming showcase 2025,Not Applicable,[IAB1-5],Movies,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,410080,,,,2,2,ninguna,declarado
iion Pty Ltd,Chile,companion: trailer,Action,[IAB1-5],Movies,externa,compatible,generico,tt12358476,short,"Drama,Fantasy,Horror",B,no_coincide,,402880,"[333, 335, 336]",Movies > Drama Movies | Movies > Fantasy Movies | Movies > Horror Movies,[IAB1-5],2,3,externa,declarado
OTTera.tv,Mexico,the young and heartless_season 1,Drama,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,401440,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
TCL ADS - Springserve,Argentina,clown face,Drama,[IAB1-5],Movies,externa,compatible,generico,tt6089076,short,"Comedy,Drama,Short",B,coincide,,400320,"[330, 333]",Movies > Comedy Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,declarado
iion Pty Ltd,Chile,dead of knight,Not Applicable,[IAB1-5],Movies,externa,coincide,,tt1367177,movie,"Adventure,Family,Fantasy",B,sin_genero_declarado,,398080,"[325, 334, 335]",Movies > Action and Adventure Movies | Movies > Family and Children Movies | Movies > Fantasy Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Colombia,ninja gaiden: ragebound - official kumori reveal trailer,Not Applicable,,,,,,,,,,no_comparable,,395680,,,[IAB1],0,0,ninguna,
iion Pty Ltd,Mexico,black fly,Drama,[IAB1-5],Movies,externa,coincide,,tt3605304,movie,Thriller,A,no_coincide,,394560,[331],Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
TCL ADs (APAC),Colombia,the crossroads of hunter wilde,Action,[IAB1-5],Movies,externa,coincide,,tt6856396,movie,"Action,Fantasy,Thriller",A,coincide,,394560,"[325, 335, 331]",Movies > Action and Adventure Movies | Movies > Fantasy Movies | Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
OTTera.tv,Chile,the wild ride,Drama,[IAB1],Arts & Entertainment,externa,compatible,generico,tt0054475,movie,"Crime,Drama",B,coincide,,392960,"[331, 333]",Movies > Crime and Mystery Movies | Movies > Drama Movies,[IAB1-5],1,3,externa,imdb
iion Pty Ltd,Argentina,remnant,Sci-Fi,[IAB1-5],Movies,externa,coincide,,tt15691488,movie,"Horror,Sci-Fi,Thriller",B,coincide,,389920,"[336, 327, 331]",Movies > Horror Movies | Movies > Science Fiction Movies | Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Mexico,bitter/sweet: trailer,Drama,[IAB1-5],Movies,externa,compatible,generico,tt0805494,tvMovie,"Comedy,Drama",B,coincide,,389120,"[330, 333]",Movies > Comedy Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,declarado
iion Pty Ltd,Argentina,red big fire truck,Drama,[IAB1-5],Movies,externa,coincide,,tt9204890,movie,Drama,A,coincide,,388320,[333],Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Peru,time to love,Drama,[IAB1-5],Movies,externa,coincide,,tt0167400,movie,"Drama,Romance",B,coincide,,387840,"[333, 326]",Movies > Drama Movies | Movies > Romance Movies,[IAB1-5],2,3,externa,imdb
TCL ADS - Springserve,Argentina,chariot: trailer,Thriller,[IAB1-5],Movies,externa,coincide,,tt2531362,movie,"Drama,Mystery,Thriller",B,coincide,,387200,"[333, 331]",Movies > Drama Movies | Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
Televisa Univision via SpringServe,Mexico,40 y 20,Comedy,[IAB12],News,externa,contradice,vertical:noticias,tt5711512,tvSeries,Comedy,A,coincide,,385920,[646],Television > Comedy TV,[IAB1-7],1,3,externa,imdb
TCL ADS - Springserve,Argentina,windblown - official sanctuary update overview trailer,Not Applicable,,,,,,,,,,no_comparable,,383680,,,[IAB1],0,0,ninguna,
TCL ADs (APAC),Colombia,advice i'd give to my younger self - dan connolly,Not Applicable,,,,,,,,,,no_comparable,,383040,,,[IAB1],0,0,ninguna,
Xumo - Publica,Colombia,Not Applicable,Entertainment,[IAB1-5],Movies,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,381360,,,,2,2,ninguna,declarado
Vidaa,Mexico,Not Applicable,Outdoors,[IAB12],News,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,379280,,,,1,1,ninguna,
TCL ADs (APAC),Mexico,forest frenzy of boonie bears season 4,Not Applicable,,,,,,,,,,no_comparable,,376480,[640],Television,[IAB1-7],0,2,ninguna,titulo
Select Plus PTE LTD (CTV),Mexico,paladin crossworlds: trailer,Sci-Fi,[IAB1-5],Movies,externa,coincide,,tt26629410,movie,Sci-Fi,A,coincide,,374880,[327],Movies > Science Fiction Movies,[IAB1-5],2,3,externa,imdb
TCL ADs (APAC),Chile,house in time,Drama,[IAB1-5],Movies,externa,coincide,,tt14242854,movie,"Drama,Fantasy,Mystery",A,coincide,,374240,"[333, 335, 331]",Movies > Drama Movies | Movies > Fantasy Movies | Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
Select Plus PTE LTD (CTV),Argentina,redville: trailer,Drama,[IAB1-5],Movies,externa,coincide,,tt15262920,movie,Drama,B,coincide,,374080,[333],Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
AWG Media,Chile,blue bloods ep 1202: times like these,Crime,[IAB1-7],Television,externa,coincide,,tt1595859,tvSeries,"Crime,Drama,Mystery",B,coincide,,374080,[647],Television > Drama TV,[IAB1-7],2,3,externa,titulo
Plex TV via SSHB,Colombia,Not Applicable,Not Applicable,[640],Television,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,369600,,,,2,2,ninguna,declarado
TCL ADS - Springserve,Mexico,lost colony,Fantasy,[IAB1-5],Movies,externa,compatible,generico,tt0875696,tvMovie,"Fantasy,Horror,Mystery",B,coincide,,368320,"[335, 336, 331]",Movies > Fantasy Movies | Movies > Horror Movies | Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,declarado
OTTera.tv,Guatemala,corona: trailer,Drama,[IAB1],Arts & Entertainment,externa,compatible,generico,tt11766262,movie,"Drama,Thriller",B,coincide,,367040,"[333, 331]",Movies > Drama Movies | Movies > Crime and Mystery Movies,[IAB1-5],1,3,externa,imdb
iion Pty Ltd,Colombia,pie in the sky,Drama,[IAB1-5],Movies,externa,coincide,,tt13628362,movie,"Comedy,Drama,Family",B,coincide,,366720,"[330, 333, 334]",Movies > Comedy Movies | Movies > Drama Movies | Movies > Family and Children Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Mexico,killer%20party,Not Applicable,[IAB1-5],Movies,externa,coincide,,tt0091338,movie,"Comedy,Horror",B,sin_genero_declarado,,365760,"[330, 336]",Movies > Comedy Movies | Movies > Horror Movies,[IAB1-5],2,3,externa,imdb
Televisa Univision via SpringServe,Mexico,Not Applicable,Sports,[IAB17],Sports,interna,coincide,,,,,,no_comparable,,365360,,,,1,1,interna,
TCL ADs (APAC),Chile,lago fantasma,Horror,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,365120,[336],Movies > Horror Movies,[IAB1],1,2,interna,
AWG Media,Chile,ep 24 big bo to go,Animation,"[IAB1-7, IAB17-12]",Television | Football,interna,compatible,generico,,,,,no_comparable,,364480,[641],Television > Animation TV,[IAB1-7],2,3,interna,contentSeries
iion Pty Ltd,Colombia,space dogs: tropical adventure (space dogs 3),Family,[IAB1-7],Television,interna,compatible,generico,,,,,no_comparable,,362880,[645],Television > Children's TV,[IAB1-7],2,3,interna,declarado
iion Pty Ltd,Chile,webcam fantasma,Horror,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,361280,[336],Movies > Horror Movies,[IAB1],1,2,interna,
TCL ADS - Springserve,Chile,notorious,Drama,[IAB1-7],Television,externa,coincide,,tt5519574,tvSeries,"Drama,Thriller",B,coincide,,360960,[647],Television > Drama TV,[IAB1-7],2,3,externa,imdb
iion Pty Ltd,Chile,mi mejor amiga está muerto,Horror,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,360000,[336],Movies > Horror Movies,[IAB1],1,2,interna,
TCL ADs (APAC),Mexico,cashpoint,Romance,[IAB1-7],Television,externa,coincide,,tt5949660,tvSeries,Comedy,B,no_coincide,,357920,[646],Television > Comedy TV,[IAB1-7],2,3,externa,imdb
Select Plus PTE LTD (CTV),El Salvador,haunted_trailer,Horror,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,357120,[336],Movies > Horror Movies,[IAB1],1,2,interna,
iion Pty Ltd,Chile,christmas eve: trailer,Drama,[IAB1-5],Movies,externa,coincide,,tt0039266,movie,"Comedy,Drama",B,coincide,,356640,"[330, 333]",Movies > Comedy Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
TCL ADS - Springserve,Mexico,wolf girl: trailer,Horror,[IAB1-5],Movies,externa,coincide,,tt0265752,movie,"Drama,Fantasy,Horror",B,coincide,,352640,"[333, 335, 336]",Movies > Drama Movies | Movies > Fantasy Movies | Movies > Horror Movies,[IAB1-5],2,3,externa,imdb
Pluto LATAM via SpringServe,Peru,Not Applicable,Action,[325],Movies > Action and Adventure Movies,interna,coincide,,,,,,no_comparable,,351680,,,,3,3,interna,declarado
TCL ADS - Springserve,Mexico,all the women i've loved,Comedy,[IAB1-5],Movies,externa,coincide,,tt2047670,movie,Comedy,B,coincide,,351520,[330],Movies > Comedy Movies,[IAB1-5],2,3,externa,imdb
OTTera.tv,Dominican Republic,black friday,Drama,[IAB1-5],Movies,externa,coincide,,tt0400234,movie,"Action,Crime,Drama",B,coincide,,348480,"[325, 331, 333]",Movies > Action and Adventure Movies | Movies > Crime and Mystery Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Colombia,an affable devil (alex macqueen and cordelia levinson),Drama,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,346560,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
OTTera.tv,Mexico,burnt rubber,Family,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,345280,"[334, 645]",Movies > Family and Children Movies | Television > Children's TV,[IAB1],1,2,interna,
OTTera.tv,Mexico,the rvers,Documentary,[IAB1],Arts & Entertainment,externa,compatible,generico,tt9145184,tvSeries,Documentary,A,coincide,,342240,[648],Television > Factual TV,[IAB1-7],1,3,externa,imdb
iion Pty Ltd,Colombia,float,Entertainment,[IAB1-5],Movies,externa,compatible,generico,tt3403798,short,"Drama,Music,Short",B,sin_genero_declarado,,342080,[333],Movies > Drama Movies,[IAB1-5],2,3,externa,declarado
AWG Media,Peru,ski a&e,Reality,[IAB17],Sports,interna,compatible,generico,,,,,no_comparable,,339840,[651],Television > Reality TV,[IAB1-7],1,3,interna,contentSeries
iion Pty Ltd,Peru,avulsion,Horror,[IAB1-5],Movies,externa,compatible,generico,tt7285614,short,"Horror,Short",B,coincide,,339520,[336],Movies > Horror Movies,[IAB1-5],2,3,externa,declarado
iion Pty Ltd,Mexico,ii (two): trailer,Drama,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,338560,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
TCL ADs (APAC),Mexico,72 hours: martyr who never died,Action,[IAB1-5],Movies,externa,coincide,,tt9390222,movie,"Biography,War",A,coincide,,338400,"[332, 325, 333]",Movies > Documentary Movies | Movies > Action and Adventure Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Argentina,retrovisión,Drama,[IAB1-5],Movies,externa,compatible,generico,tt35673904,short,"Short,Thriller",B,no_coincide,,337920,[331],Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,declarado
OTTera.tv,Mexico,the seismic sense,Nature,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,337120,"[332, 648]",Movies > Documentary Movies | Television > Factual TV,[IAB1],1,2,interna,
TCL ADS - Springserve,Argentina,el matar de billy el niño,Western,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,336720,,,,1,1,interna,
iion Pty Ltd,Colombia,forget about it,Action,[IAB1-5],Movies,externa,compatible,generico,tt4781942,short,"Action,Comedy,Short",B,coincide,,335520,"[325, 330]",Movies > Action and Adventure Movies | Movies > Comedy Movies,[IAB1-5],2,3,externa,declarado
iion Pty Ltd,Peru,she devils on wheels,Drama,[IAB1-5],Movies,externa,coincide,,tt0063595,movie,"Action,Crime,Thriller",A,no_coincide,,334880,"[325, 331]",Movies > Action and Adventure Movies | Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
Pluto LATAM via SpringServe,Mexico,Not Applicable,Crime,"[331, 380]",Movies > Crime and Mystery Movies | News and Politics > Crime,interna,coincide,,,,,,no_comparable,,334640,,,,3,3,interna,declarado
iion Pty Ltd,Colombia,heavenquest: a pilgrim's progress,Drama,[IAB1-5],Movies,externa,coincide,,tt5167200,movie,"Action,Adventure,Fantasy",A,no_coincide,,332320,"[325, 335]",Movies > Action and Adventure Movies | Movies > Fantasy Movies,[IAB1-5],2,3,externa,imdb
TCL ADs (APAC),Mexico,godzilla vs. kong   salvation   hbo max,Sci-Fi,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,332160,"[327, 652]",Movies > Science Fiction Movies | Television > Science Fiction TV,[IAB1],1,2,interna,
TCL ADs (APAC),Mexico,raised by wolves   official trailer   hbo max,Sci-Fi,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,329920,"[327, 652]",Movies > Science Fiction Movies | Television > Science Fiction TV,[IAB1],1,2,interna,
TCL ADs (APAC),Chile,lovemakers: trailer,Romance,[IAB1-5],Movies,externa,coincide,,tt2015478,movie,"Comedy,Romance",A,coincide,,329280,"[330, 326]",Movies > Comedy Movies | Movies > Romance Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Argentina,morte em pequenas doses,Drama,[IAB1-5],Movies,externa,compatible,generico,tt0112835,tvMovie,"Crime,Drama,Thriller",A,coincide,,329280,"[331, 333]",Movies > Crime and Mystery Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,declarado
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,vencer el pasado,Drama,[IAB1-7],Television,externa,coincide,,tt14520400,tvSeries,Drama,A,coincide,,325760,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],2,3,externa,imdb
Select Plus PTE LTD (CTV),Chile,mermaid's curse 2,Horror,[IAB1-5],Movies,externa,coincide,,tt32658507,movie,Horror,A,coincide,,325440,[336],Movies > Horror Movies,[IAB1-5],2,3,externa,imdb
Select Plus PTE LTD (CTV),Peru,precognito,Sci-Fi,[IAB1-5],Movies,externa,coincide,,tt14099892,movie,Sci-Fi,A,coincide,,325120,[327],Movies > Science Fiction Movies,[IAB1-5],2,3,externa,imdb
TCL ADS - Springserve,Argentina,vile,Horror,[IAB1-5],Movies,externa,coincide,,tt29550683,movie,Horror,B,coincide,,324960,[336],Movies > Horror Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Argentina,rabbit's paw,Drama,[IAB1-5],Movies,externa,coincide,,tt31099909,movie,"Drama,Romance",A,coincide,,324320,"[333, 326]",Movies > Drama Movies | Movies > Romance Movies,[IAB1-5],2,3,externa,imdb
OTTera.tv,Dominican Republic,the adventures of açela: trailer,Action,[IAB1-5],Movies,externa,coincide,,tt9646548,movie,"Adventure,Animation,Comedy",A,coincide,,321840,"[325, 329, 330]",Movies > Action and Adventure Movies | Movies > Animation Movies | Movies > Comedy Movies,[IAB1-5],2,3,externa,imdb
Televisa Univision via SpringServe,Dominican Republic,Not Applicable,Drama,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,320640,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
TCL ADs (APAC),Argentina,still human: trailer,Documentary,[IAB1-5],Movies,externa,coincide,,tt11584270,movie,Documentary,B,coincide,,317120,[332],Movies > Documentary Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Colombia,cowboy dave,Drama,[IAB1-5],Movies,externa,compatible,generico,tt7180730,short,"Drama,Short",A,coincide,,313760,[333],Movies > Drama Movies,[IAB1-5],2,3,externa,declarado
iion Pty Ltd,Peru,gousa tv,Movies,[IAB1-5],Movies,interna,coincide,,,,,,no_comparable,,310720,,,,2,2,ninguna,declarado
OTTera.tv,Dominican Republic,amityville scarecrow 2,Horror,[IAB1-5],Movies,externa,compatible,generico,tt15710808,video,Horror,A,coincide,,308640,[336],Movies > Horror Movies,[IAB1-5],2,3,externa,declarado
OTTera.tv,Dominican Republic,chariot,Thriller,[IAB1-5],Movies,externa,coincide,,tt2531362,movie,"Drama,Mystery,Thriller",B,coincide,,306480,"[333, 331]",Movies > Drama Movies | Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Chile,estrella de la mañana,Western,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,306400,,,,1,1,interna,
Select Plus PTE LTD (CTV),Chile,5 souls,Horror,[IAB1-5],Movies,externa,coincide,,tt1737795,movie,"Horror,Thriller",A,coincide,,305440,"[336, 331]",Movies > Horror Movies | Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,amorcito corazon,Drama,[IAB1-7],Television,externa,coincide,,tt2046305,tvSeries,"Comedy,Drama,Romance",B,coincide,,303360,"[646, 647, 642]",Television > Comedy TV | Television > Drama TV | Television > Soap Opera TV,[IAB1-7],2,3,externa,imdb
AWG Media,Peru,kidoodle tv,Children,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,299520,"[334, 645]",Movies > Family and Children Movies | Television > Children's TV,[IAB1],1,2,interna,
