Publisher,Country,contentTitle,contentGenre,contentCategory,cat_nombres,evidencia,veredicto,detalle,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,genero_vs_imdb,conflicto_intra_titulo,Total Requests,prop_iab22,prop_iab22_nombres,prop_iab10,nivel_actual,nivel_propuesto,prop_evidencia,prop_forma_origen
Vidaa,Mexico,true beauty,Drama,[IAB12],News,externa,contradice,vertical:noticias,tt13274038,tvSeries,"Comedy,Drama,Romance",B,coincide,,18648080,"[646, 647]",Television > Comedy TV | Television > Drama TV,[IAB1-7],1,3,externa,imdb
Vidaa,Mexico,40 y 20,comedy,[IAB12],News,externa,contradice,vertical:noticias,tt5711512,tvSeries,Comedy,A,coincide,,17885280,[646],Television > Comedy TV,[IAB1-7],1,3,externa,imdb
Vidaa,Mexico,maria de todos los angeles,Comedy,[IAB12],News,externa,contradice,vertical:noticias,tt1487513,tvSeries,Comedy,A,coincide,,17876880,[646],Television > Comedy TV,[IAB1-7],1,3,externa,imdb
Vidaa,Mexico,nina amada mia,Drama,[IAB12],News,externa,contradice,vertical:noticias,tt0368528,tvSeries,"Drama,Romance",A,coincide,,17317840,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Vidaa,Mexico,por amar sin ley,Drama,[IAB12],News,externa,contradice,vertical:noticias,tt7907384,tvSeries,Drama,A,coincide,,17033680,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Vidaa,Mexico,que pobres tan ricos,Comedy,[IAB12],News,externa,contradice,vertical:noticias,tt3307334,tvSeries,Comedy,A,coincide,,15693920,"[646, 642]",Television > Comedy TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Vidaa,Mexico,las hijas de la senora garcia,Drama,[IAB12],News,externa,contradice,vertical:noticias,tt32872848,tvSeries,Drama,A,coincide,,15627200,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Vidaa,Mexico,amor bravio,Drama,[IAB12],News,externa,contradice,vertical:noticias,tt2266983,tvSeries,"Drama,Romance",A,coincide,,15539360,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Vidaa,Mexico,marimar,Drama,[IAB12],News,externa,contradice,vertical:noticias,tt0130410,tvSeries,"Drama,Romance",B,coincide,,15419840,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Vidaa,Mexico,corazon salvaje 1993,Drama,[IAB12],News,interna,contradice,vertical:noticias,,,,,no_comparable,,14842000,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
