Publisher,Country,contentTitle,contentGenre,contentCategory_relleno,cat_nombres,evidencia,veredicto,detalle,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,genero_vs_imdb,conflicto_intra_titulo,Total Requests,prop_iab22,prop_iab22_nombres,prop_iab10,nivel_actual,nivel_propuesto,prop_evidencia,prop_forma_origen
iion Pty Ltd,Mexico,nómadas,Drama,[IAB1-5],Movies,externa,coincide,,tt0091647,movie,"Drama,Horror,Mystery",B,coincide,,3884240,"[333, 336, 331]",Movies > Drama Movies | Movies > Horror Movies | Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
Televisa Univision via SpringServe,Mexico,atrevete a sonar,Drama,[IAB1-7],Television,externa,coincide,,tt1364356,tvSeries,"Drama,Romance",B,coincide,,3761520,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],2,3,externa,imdb
iion Pty Ltd,Mexico,tempest rising - official launch trailer   galaxies gaming showcase 2025,Not Applicable,,,,,,,,,,no_comparable,,3737920,,,[IAB1],0,0,ninguna,
Vidaa,Mexico,destilando amor,Drama,[IAB12],News,externa,contradice,vertical:noticias,tt0940629,tvSeries,Drama,A,coincide,,3726960,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
iion Pty Ltd,Mexico,spray paint simulator - official nintendo switch announcement trailer,Not Applicable,,,,,,,,,,no_comparable,,3628320,,,[IAB1],0,0,ninguna,
TCL ADS - Springserve,Mexico,the tramped,Drama,[IAB1-5],Movies,externa,coincide,,tt26628636,movie,Drama,A,coincide,,3480960,[333],Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Mexico,bring back the cat (amanda abbington),Drama,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,3448640,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
OTTera.tv,Argentina,space dogs: tropical adventure (space dogs 3),Family,[IAB1-7],Television,interna,compatible,generico,,,,,no_comparable,,3363040,[645],Television > Children's TV,[IAB1-7],2,3,interna,declarado
TCL ADS - Springserve,Mexico,mr d's no thing tales_trailer,Horror,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,3321600,[336],Movies > Horror Movies,[IAB1],1,2,interna,
Roku - oRTB,Mexico,Not Applicable,Horror,"[IAB1-5, IAB1-7]",Movies | Television,interna,compatible,forma_ambigua,,,,,no_comparable,,2811200,,,,2,2,interna,
OTTera.tv,Colombia,the winter lake,Drama,[IAB1],Arts & Entertainment,externa,compatible,generico,tt9778348,movie,"Drama,Mystery,Thriller",A,coincide,,2773280,"[333, 331]",Movies > Drama Movies | Movies > Crime and Mystery Movies,[IAB1-5],1,3,externa,imdb
TCL ADS - Springserve,Mexico,zarra's law,Crime,[IAB1-5],Movies,externa,coincide,,tt2294963,movie,"Crime,Drama",A,coincide,,2589280,"[331, 333]",Movies > Crime and Mystery Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
Select Plus PTE LTD (CTV),Ecuador,hide and bleed: trailer,Horror,[IAB1-5],Movies,externa,coincide,,tt10298870,movie,"Crime,Drama,Thriller",A,no_coincide,,2562400,"[331, 333]",Movies > Crime and Mystery Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
TCL ADS - Springserve,Mexico,dairy of a cheating woman,Documentary,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,2551040,"[332, 648]",Movies > Documentary Movies | Television > Factual TV,[IAB1],1,2,interna,
PML Digital,Chile,fragpunk - official arcade rotation mode introduction trailer,Not Applicable,,,,,,,,,,no_comparable,,2478320,,,[IAB1],0,0,ninguna,
iion Pty Ltd,Mexico,the%20ribbon,Drama,[IAB1-5],Movies,externa,coincide,,tt29456434,movie,Drama,B,coincide,,2416000,[333],Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Colombia,melissa,Drama,[IAB1-5],Movies,externa,coincide,,tt0156788,movie,Drama,B,coincide,,2391120,[333],Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
OTTera.tv,Argentina,amityville: the evil escapes: trailer,Horror,[IAB1-5],Movies,externa,compatible,generico,tt0096808,tvMovie,Horror,A,coincide,,2345280,[336],Movies > Horror Movies,[IAB1-5],2,3,externa,declarado
iion Pty Ltd,Mexico,therapy,Thriller,[IAB1-5],Movies,externa,coincide,,tt5668790,movie,"Mystery,Thriller",B,coincide,,2337760,[331],Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Peru,narbhakshanam_trailer,Drama,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,2318080,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
Unruly Group LLC (oRTB),Colombia,brooklyn love stories: trailer,Drama,[IAB1-5],Movies,externa,coincide,,tt7038246,movie,"Drama,Romance",A,coincide,,2263200,"[333, 326]",Movies > Drama Movies | Movies > Romance Movies,[IAB1-5],2,3,externa,imdb
OTTera.tv,Argentina,send no flowers: trailer,Action,[IAB1-5],Movies,externa,coincide,,tt2414886,movie,"Action,Crime,Drama",A,coincide,,2261600,"[325, 331, 333]",Movies > Action and Adventure Movies | Movies > Crime and Mystery Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
OTTera.tv,Argentina,amityville: dollhouse: trailer,Horror,[IAB1-5],Movies,externa,compatible,generico,tt0115535,video,Horror,A,coincide,,2255680,[336],Movies > Horror Movies,[IAB1-5],2,3,externa,declarado
"Coocaa, a SKYWORTH company",Chile,2025 socca world championships,Soccer,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,2222560,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
TCL ADs (APAC),Colombia,brooklyn love stories,Romance,[IAB1-5],Movies,externa,coincide,,tt7038246,movie,"Drama,Romance",A,coincide,,2214240,"[333, 326]",Movies > Drama Movies | Movies > Romance Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Colombia,reunion from hell: trailer,Horror,[IAB1-5],Movies,externa,coincide,,tt11783786,movie,Horror,A,coincide,,2143360,[336],Movies > Horror Movies,[IAB1-5],2,3,externa,imdb
"Coocaa, a SKYWORTH company",Peru,rodrigo góes - ciência sem fim (2/2),Talk Show,[IAB1-5],Movies,interna,contradice,forma:pelicula!=tv,,,,,no_comparable,,2129600,[640],Television,[IAB1-7],2,2,interna,contentSeries
TCL ADS - Springserve,Chile,tainted,Action,[IAB1-5],Movies,externa,coincide,,tt3952864,movie,"Crime,Drama,Thriller",B,no_coincide,,2116640,"[331, 333]",Movies > Crime and Mystery Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
"Coocaa, a SKYWORTH company",Peru,é por isso que futebol e gangasta rap tem tudo a ver,Entertainment,[IAB9-23],Photography,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,vertical,2108960,[640],Television,[IAB1-7],1,2,serie,contentSeries
OTTera.tv,Chile,the jets: making it real,Documentary,[IAB1],Arts & Entertainment,externa,compatible,generico,tt14785438,movie,Documentary,A,coincide,,2108320,[332],Movies > Documentary Movies,[IAB1-5],1,3,externa,imdb
iion Pty Ltd,Mexico,a break from reality,Thriller,[IAB1-5],Movies,externa,coincide,,tt9124372,movie,Thriller,B,coincide,,2064000,[331],Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
Televisa Univision via SpringServe,Mexico,telehit musica,Entertainment,[IAB12],News,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,2057520,,,,1,1,ninguna,
OTTera.tv,Mexico,heavenquest%3a%20a%20pilgrim%27s%20progress,Not Applicable,[IAB1-5],Movies,externa,coincide,,tt5167200,movie,"Action,Adventure,Fantasy",A,sin_genero_declarado,,2040960,"[325, 335]",Movies > Action and Adventure Movies | Movies > Fantasy Movies,[IAB1-5],2,3,externa,imdb
Vidaa,Mexico,qello concerts by stingray (south),Entertainment,"[IAB1-5, IAB1-7]",Movies | Television,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,2022160,,,,2,2,ninguna,
TCL ADs (APAC),Argentina,tainted,Action,[IAB1-5],Movies,externa,coincide,,tt3952864,movie,"Crime,Drama,Thriller",B,no_coincide,,1977760,"[331, 333]",Movies > Crime and Mystery Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Peru,lora,Drama,[IAB1-5],Movies,externa,coincide,,tt0835876,movie,"Comedy,Drama,Romance",B,coincide,,1962720,"[330, 333, 326]",Movies > Comedy Movies | Movies > Drama Movies | Movies > Romance Movies,[IAB1-5],2,3,externa,imdb
PML Digital,Chile,the 808,Reality,[IAB1-7],Television,externa,coincide,,tt1090816,tvSeries,Reality-TV,A,coincide,,1940400,[651],Television > Reality TV,[IAB1-7],2,3,externa,imdb
OTTera.tv,Colombia,klimt,Biography,[IAB1-5],Movies,externa,coincide,,tt0417871,movie,"Biography,Drama",B,coincide,,1938080,"[332, 333]",Movies > Documentary Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Peru,pixel_dash,Not Applicable,,,,,,,,,,no_comparable,,1935120,,,[IAB1],0,0,ninguna,
iion Pty Ltd,Mexico,castle garden,Lifestyle,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1926560,,,,1,1,interna,
TCL ADS - Springserve,Mexico,amityville: the evil escapes: trailer,Horror,[IAB1-5],Movies,externa,compatible,generico,tt0096808,tvMovie,Horror,A,coincide,,1760000,[336],Movies > Horror Movies,[IAB1-5],2,3,externa,declarado
iion Pty Ltd,Colombia,road of bygones,Drama,[IAB1-5],Movies,externa,coincide,,tt6410720,movie,"Comedy,Drama",A,coincide,,1708480,"[330, 333]",Movies > Comedy Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
OTTera.tv,Mexico,aunt agatha's apartment,Romance,[IAB1],Arts & Entertainment,externa,compatible,generico,tt0293555,tvMovie,"Comedy,Romance",A,coincide,,1695520,"[330, 646, 326]",Movies > Comedy Movies | Television > Comedy TV | Movies > Romance Movies,[IAB1],1,2,externa,
Televisa Univision via SpringServe,El Salvador,Not Applicable,Drama,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1688160,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
Vidaa  APAC Hisense Headquarter,Mexico,Not Applicable,Not Applicable,,,,,,,,,,no_comparable,,1683600,,,[IAB1],0,0,ninguna,
iion Pty Ltd,Mexico,alt (abby brammell),Sci-Fi,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1654960,"[327, 652]",Movies > Science Fiction Movies | Television > Science Fiction TV,[IAB1],1,2,interna,
TCL ADS - Springserve,Mexico,um%20anjo%20na%20terra,Not Applicable,[IAB1-7],Television,externa,coincide,,tt0086730,tvSeries,"Drama,Fantasy",B,sin_genero_declarado,,1645440,[647],Television > Drama TV,[IAB1-7],2,3,externa,imdb
iion Pty Ltd,Mexico,bless me father,Drama,[IAB1-5],Movies,externa,compatible,generico,tt7528096,short,"Comedy,Drama,Short",B,coincide,,1630880,"[330, 333]",Movies > Comedy Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,declarado
PML Digital,Argentina,ombligo,Comedy,[IAB1-5],Movies,externa,coincide,,tt13297994,movie,Comedy,B,coincide,,1556880,[330],Movies > Comedy Movies,[IAB1-5],2,3,externa,imdb
Select Plus PTE LTD (CTV),Mexico,el último traje,Drama,[IAB1-5],Movies,externa,coincide,,tt5991974,movie,Drama,A,coincide,,1553120,[333],Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
Select Plus PTE LTD (CTV),Mexico,klimt,Biography,[IAB1-5],Movies,externa,coincide,,tt0417871,movie,"Biography,Drama",B,coincide,,1546240,"[332, 333]",Movies > Documentary Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Chile,the assassinator_trailer,Action,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1520720,[325],Movies > Action and Adventure Movies,[IAB1],1,2,interna,
iion Pty Ltd,Colombia,the ribbon,Drama,[IAB1-5],Movies,externa,coincide,,tt29456434,movie,Drama,B,coincide,,1519120,[333],Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
Select Plus PTE LTD (CTV),Mexico,3.3 miles,Action,[IAB1-5],Movies,externa,coincide,,tt13160596,movie,Action,A,coincide,,1511040,[325],Movies > Action and Adventure Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Colombia,heavenquest: a pilgrim's progress,Drama,[IAB1-5],Movies,externa,coincide,,tt5167200,movie,"Action,Adventure,Fantasy",A,no_coincide,,1497440,"[325, 335]",Movies > Action and Adventure Movies | Movies > Fantasy Movies,[IAB1-5],2,3,externa,imdb
TCL ADs (APAC),Mexico,gunsmoke trail,Western,[IAB1-5],Movies,externa,coincide,,tt0030209,movie,"Drama,Western",A,coincide,,1487600,[333],Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
OTTera.tv,Mexico,nossos filhos,Drama,[IAB1-5],Movies,externa,compatible,generico,tt0102613,tvMovie,Drama,A,coincide,,1424320,[333],Movies > Drama Movies,[IAB1-5],2,3,externa,declarado
TCL ADs (APAC),Mexico,bancoco: trailer,Documentary,[IAB1-5],Movies,externa,coincide,,tt23788650,movie,Documentary,A,coincide,,1408640,[332],Movies > Documentary Movies,[IAB1-5],2,3,externa,imdb
METAX SOFTWARE PTE. LTD.,Argentina,the explorers,Documentary,"[IAB1, IAB1-5]",Arts & Entertainment | Movies,externa,contradice,forma:pelicula!=tv,tt0315003,tvMiniSeries,Documentary,B,coincide,,1403360,[648],Television > Factual TV,[IAB1-7],2,3,externa,imdb
TCL ADs (APAC),Mexico,gallows road,Drama,[IAB1-5],Movies,externa,coincide,,tt3100052,movie,Drama,A,coincide,,1387680,[333],Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Mexico,dark%20harvest,Drama,[IAB1-5],Movies,externa,coincide,,tt2939114,movie,"Crime,Drama,Thriller",B,coincide,,1370400,"[331, 333]",Movies > Crime and Mystery Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
Roku - oRTB,Puerto Rico,epg,Law,"[IAB1-5, IAB1-7, IAB11, IAB12, IAB12-2]","Movies | Television | Law, Gov't & Politics | News | National News",ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,1369280,,,,2,2,ninguna,
TCL ADs (APAC),Mexico,christian mingle,Drama,[IAB1-5],Movies,externa,coincide,,tt3398066,movie,"Comedy,Drama,Family",A,coincide,,1365440,"[330, 333, 334]",Movies > Comedy Movies | Movies > Drama Movies | Movies > Family and Children Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Colombia,run robot run!,Comedy,[IAB1-5],Movies,externa,coincide,,tt0498383,movie,Comedy,A,coincide,,1339840,[330],Movies > Comedy Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Colombia,blue lips_trailer,Drama,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1334720,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
iion Pty Ltd,Chile,fallen not forgotten: trailer,Action,[IAB1],Arts & Entertainment,interna,compatible,generico,tt1209319,movie,"Biography,Drama,War",D,no_comparable,,1319280,[325],Movies > Action and Adventure Movies,[IAB1],1,2,interna,
iion Pty Ltd,Colombia,penance lane: trailer,Drama,[IAB1-5],Movies,externa,coincide,,tt1964995,movie,Horror,A,no_coincide,,1318800,[336],Movies > Horror Movies,[IAB1-5],2,3,externa,imdb
TCL ADS - Springserve,Chile,serenata en la ciudad de nueva york,Comedy,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1292640,"[330, 646]",Movies > Comedy Movies | Television > Comedy TV,[IAB1],1,2,interna,
TCL ADS - Springserve,Mexico,shadows%20side,Thriller,[IAB1],Arts & Entertainment,interna,compatible,generico,tt31987477,movie,Horror,C,no_comparable,,1287360,[331],Movies > Crime and Mystery Movies,[IAB1],1,2,interna,
iion Pty Ltd,Mexico,um anjo na terra,Drama,[IAB1-7],Television,externa,coincide,,tt0086730,tvSeries,"Drama,Fantasy",B,coincide,,1284000,[647],Television > Drama TV,[IAB1-7],2,3,externa,imdb
TCL ADS - Springserve,Mexico,from%20other%20worlds,Not Applicable,[IAB1-5],Movies,externa,coincide,,tt0363623,movie,"Comedy,Sci-Fi",B,sin_genero_declarado,,1283840,"[330, 327]",Movies > Comedy Movies | Movies > Science Fiction Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Argentina,arthur rambo,Drama,[IAB1-5],Movies,externa,coincide,,tt10951972,movie,Drama,B,coincide,,1281360,[333],Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Argentina,the prayer circle,Drama,[IAB1-5],Movies,externa,coincide,,tt2550988,movie,Drama,A,coincide,,1276000,[333],Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
"Coocaa, a SKYWORTH company",Costa Rica,dronetv,Documentary,[IAB20],Travel,interna,compatible,generico,,,,,no_comparable,,1260640,[648],Television > Factual TV,[IAB1-7],1,3,interna,contentSeries
"Coocaa, a SKYWORTH company",Costa Rica,allen stone - sex & candy,Entertainment,[IAB1],Arts & Entertainment,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,1250080,[640],Television,[IAB1-7],1,2,serie,contentSeries
TCL ADs (APAC),Mexico,ivan's game: trailer,Documentary,[IAB1-5],Movies,externa,coincide,,tt11202680,movie,"Biography,Documentary,Sport",A,coincide,,1234800,"[332, 333]",Movies > Documentary Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Colombia,the jets: making it real,Documentary,[IAB1-5],Movies,externa,coincide,,tt14785438,movie,Documentary,A,coincide,,1233120,[332],Movies > Documentary Movies,[IAB1-5],2,3,externa,imdb
OTTera.tv,Chile,lejos de casa exodo venezolano,Drama,[IAB1],Arts & Entertainment,externa,compatible,generico,tt11207902,movie,"Drama,History",A,coincide,,1225440,"[333, 332]",Movies > Drama Movies | Movies > Documentary Movies,[IAB1-5],1,3,externa,imdb
iion Pty Ltd,Argentina,'nintendo is losing their identity.' says former sony president - ign daily fix,Not Applicable,,,,,,,,,,no_comparable,,1217920,,,[IAB1],0,0,ninguna,
TCL ADs (APAC),Mexico,the long goodbye: the kara tippetts story,Documentary,[IAB1-5],Movies,externa,coincide,,tt9853992,movie,Documentary,A,coincide,,1216160,[332],Movies > Documentary Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Argentina,insert coin: trailer,Documentary,[IAB1-5],Movies,externa,coincide,,tt11916218,movie,Documentary,B,coincide,,1207760,[332],Movies > Documentary Movies,[IAB1-5],2,3,externa,imdb
iion Pty Ltd,Argentina,no postage necessary,Romance,[IAB1-5],Movies,externa,coincide,,tt5988216,movie,"Comedy,Drama,Romance",A,coincide,,1205760,"[330, 333, 326]",Movies > Comedy Movies | Movies > Drama Movies | Movies > Romance Movies,[IAB1-5],2,3,externa,imdb
PML Digital,Mexico,corona,Drama,[IAB1-5],Movies,externa,coincide,,tt11766262,movie,"Drama,Thriller",B,coincide,,1186480,"[333, 331]",Movies > Drama Movies | Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
OTTera.tv,Colombia,lo perdido,Biography,[IAB1-5],Movies,externa,coincide,,tt12239470,movie,"Biography,Documentary,History",A,coincide,,1181280,"[332, 333]",Movies > Documentary Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
Roku - oRTB,Mexico,epg,Entertainment,"[IAB1-5, IAB1-7, IAB17]",Movies | Television | Sports,ninguna,no_evaluable,sin_evidencia,,,,,no_comparable,,1173280,,,,2,2,ninguna,
iion Pty Ltd,Argentina,jack in the box: ceo minigames - official trailer (created in fortnite),Not Applicable,,,,,,,,,,no_comparable,,1172560,,,[IAB1],0,0,ninguna,
TCL ADs (APAC),Mexico,blood orange,Drama,[IAB1-5],Movies,externa,coincide,,tt1710953,movie,"Drama,Thriller",B,coincide,,1144080,"[333, 331]",Movies > Drama Movies | Movies > Crime and Mystery Movies,[IAB1-5],2,3,externa,imdb
TCL ADS - Springserve,Mexico,Not Applicable,Not Applicable,,,,,,,,,,no_comparable,,1118800,,,[IAB1],0,0,ninguna,
iion Pty Ltd,Mexico,wemtb,Action,[IAB1],Arts & Entertainment,interna,compatible,generico,,,,,no_comparable,,1111680,[325],Movies > Action and Adventure Movies,[IAB1],1,2,interna,
